"1590046","-105.12771763","40.41401404","2133","","","","Vancorum","","",""," ","2133 Vancorum ","Loveland","80538","Larimer"
"1590047","-105.12772423","40.41374217","2117","","","","Vancorum","","",""," ","2117 Vancorum ","Loveland","80538","Larimer"
"1590048","-105.12772035","40.41352203","2101","","","","Vancorum","","",""," ","2101 Vancorum ","Loveland","80538","Larimer"
"1590049","-105.12771823","40.41330245","2085","","","","Vancorum","","",""," ","2085 Vancorum ","Loveland","80538","Larimer"
"1590050","-105.12770169","40.41302803","2069","","","","Vancorum","","",""," ","2069 Vancorum ","Loveland","80538","Larimer"
"1590051","-105.12763585","40.41289322","2053","","","","Vancorum","","",""," ","2053 Vancorum ","Loveland","80538","Larimer"
"1590052","-105.12734043","40.41287692","2037","","","","Vancorum","","",""," ","2037 Vancorum ","Loveland","80538","Larimer"
"1590053","-104.99324675","40.69306613","4426","","","","Emerald","Bay","",""," ","4426 Emerald Bay ","Wellington","80549","Larimer"
"1590054","-104.99295828","40.69306311","4468","","","","Emerald","Bay","",""," ","4468 Emerald Bay ","Wellington","80549","Larimer"
"1590055","-104.9926698","40.69306183","4470","","","","Emerald","Bay","",""," ","4470 Emerald Bay ","Wellington","80549","Larimer"
"1590056","-104.99238132","40.69305967","4492","","","","Emerald","Bay","",""," ","4492 Emerald Bay ","Wellington","80549","Larimer"
"1590057","-104.99209284","40.69305752","4500","","","","Emerald","Bay","",""," ","4500 Emerald Bay ","Wellington","80549","Larimer"
"1590058","-105.03841281","40.55385635","2133","","","","Krisron","","","Unit","E208","2133 Krisron Unit E208","Fort Collins","80525","Larimer"
"1590059","-105.03853428","40.5539665","2133","","","","Krisron","","","Unit","E301","2133 Krisron Unit E301","Fort Collins","80525","Larimer"
"1590060","-104.9549162","40.50460228","5876","","","","Quarry","","",""," ","5876 Quarry ","Timnath","80547","Larimer"
"1590061","-104.95496851","40.50443608","5888","","","","Quarry","","",""," ","5888 Quarry ","Timnath","80547","Larimer"
"1590062","-104.95503519","40.50427294","5900","","","","Quarry","","",""," ","5900 Quarry ","Timnath","80547","Larimer"
"1590063","-104.95511597","40.5041136","5912","","","","Quarry","","",""," ","5912 Quarry ","Timnath","80547","Larimer"
"1590064","-104.95521047","40.50395875","5924","","","","Quarry","","",""," ","5924 Quarry ","Timnath","80547","Larimer"
"1590065","-104.95531828","40.50380909","5936","","","","Quarry","","",""," ","5936 Quarry ","Timnath","80547","Larimer"
"1590066","-104.9583883","40.45359689","7935","","","","Blackwood","","",""," ","7935 Blackwood ","Windsor","80550","Larimer"
"1590067","-104.95812077","40.45370634","7945","","","","Blackwood","","",""," ","7945 Blackwood ","Windsor","80550","Larimer"
"1590068","-104.95791264","40.4532156","5835","","","","Stone Chase","","",""," ","5835 Stone Chase ","Windsor","80550","Larimer"
"1590069","-104.95779774","40.45296494","5815","","","","Stone Chase","","",""," ","5815 Stone Chase ","Windsor","80550","Larimer"
"1590070","-104.95754954","40.45238763","7992","","","","Rising Sun","","",""," ","7992 Rising Sun ","Windsor","80550","Larimer"
"1590071","-104.95789903","40.45239216","7982","","","","Rising Sun","","",""," ","7982 Rising Sun ","Windsor","80550","Larimer"
"1590072","-105.00423193","40.51519641","3915","","","","Rock Creek","","","Unit","15B","3915 Rock Creek Unit 15B","Fort Collins","80528","Larimer"
"1590073","-105.00431047","40.51521396","3915","","","","Rock Creek","","","Unit","C","3915 Rock Creek Unit C","Fort Collins","80528","Larimer"
"1590074","-105.08662248","40.45362631","6315","","","","Tongass","","",""," ","6315 Tongass ","Loveland","80538","Larimer"
"1590075","-105.08668599","40.45377052","6325","","","","Tongass","","",""," ","6325 Tongass ","Loveland","80538","Larimer"
"1590076","-105.08669632","40.45397839","6335","","","","Tongass","","",""," ","6335 Tongass ","Loveland","80538","Larimer"
"1590077","-105.0866963","40.45415682","6345","","","","Tongass","","",""," ","6345 Tongass ","Loveland","80538","Larimer"
"1590078","-105.08669628","40.45433524","6355","","","","Tongass","","",""," ","6355 Tongass ","Loveland","80538","Larimer"
"1590079","-105.08669626","40.45451366","6365","","","","Tongass","","",""," ","6365 Tongass ","Loveland","80538","Larimer"
"1590080","-105.08669622","40.45488396","6385","","","","Tongass","","",""," ","6385 Tongass ","Loveland","80538","Larimer"
"1590081","-105.08139656","40.45475722","303","","","","Tahoe","","",""," ","303 Tahoe ","Loveland","80538","Larimer"
"1590082","-105.08144894","40.45456691","325","","","","Tahoe","","",""," ","325 Tahoe ","Loveland","80538","Larimer"
"1590083","-105.08151496","40.45442447","347","","","","Tahoe","","",""," ","347 Tahoe ","Loveland","80538","Larimer"
"1590084","-104.95504386","40.45244319","8140","","","","White Owl","","",""," ","8140 White Owl ","Windsor","80550","Larimer"
"1590085","-104.95475802","40.45246507","8150","","","","White Owl","","",""," ","8150 White Owl ","Windsor","80550","Larimer"
"1590086","-104.95450706","40.45252637","8160","","","","White Owl","","",""," ","8160 White Owl ","Windsor","80550","Larimer"
"1590087","-105.12990558","40.57436075","1014","","","","Andrews Peak","","","Unit","A102","1014 Andrews Peak Unit A102","Fort Collins","80521","Larimer"
"1590088","-105.12980122","40.57436024","1014","","","","Andrews Peak","","","Unit","A103","1014 Andrews Peak Unit A103","Fort Collins","80521","Larimer"
"1590089","-105.04813719","40.52418609","4532","","","","Mcmurry","","",""," ","4532 Mcmurry ","Fort Collins","80525","Larimer"
"1590090","-104.99499349","40.68431621","6812","","","","Mcclellan","","",""," ","6812 Mcclellan ","Wellington","80549","Larimer"
"1590091","-104.99499717","40.68410505","6800","","","","Mcclellan","","",""," ","6800 Mcclellan ","Wellington","80549","Larimer"
"1590092","-104.99462968","40.68410196","6801","","","","Meade","","",""," ","6801 Meade ","Wellington","80549","Larimer"
"1590093","-104.9946257","40.68431213","6813","","","","Meade","","",""," ","6813 Meade ","Wellington","80549","Larimer"
"1590094","-104.99462212","40.68450425","6825","","","","Meade","","",""," ","6825 Meade ","Wellington","80549","Larimer"
"1590095","-105.41702241","40.70951152","14","","","","Mummy","View","",""," ","14 Mummy View ","Livermore","80536","Larimer"
"1590096","-105.07050251","40.57933107","619","","","","Whedbee","","",""," ","619 Whedbee ","Fort Collins","80524","Larimer"
"1590097","-105.07084451","40.57933234","617","","","","Whedbee","","",""," ","617 Whedbee ","Fort Collins","80524","Larimer"
"1590098","-105.49123633","40.36863431","1870","","","","Sketch Box ","","","Unit","1","1870 Sketch Box Unit 1","Estes Park","80517","Larimer"
"1590099","-105.49091248","40.36835265","1870","","","","Sketch Box ","","","Unit","7","1870 Sketch Box Unit 7","Estes Park","80517","Larimer"
"1590100","-105.11763564","40.57570098","2226","","","","Elizabeth","","","Unit","C 105","2226 Elizabeth Unit C 105","Fort Collins","80521","Larimer"
"1590101","-105.11763527","40.57577364","2226","","","","Elizabeth","","","Unit","C 106","2226 Elizabeth Unit C 106","Fort Collins","80521","Larimer"
"1590102","-105.11723523","40.57570023","2226","","","","Elizabeth","","","Unit","C 201","2226 Elizabeth Unit C 201","Fort Collins","80521","Larimer"
"1590103","-105.11723486","40.57577266","2226","","","","Elizabeth","","","Unit","C 202","2226 Elizabeth Unit C 202","Fort Collins","80521","Larimer"
"1590104","-105.00047793","40.45501701","6310","","","","Aviation","","",""," ","6310 Aviation ","Loveland","80538","Larimer"
"1590105","-105.53111581","40.33842228","2625","","","","Marys Lake","","","Unit","38","2625 Marys Lake Unit 38","Estes Park","80517","Larimer"
"1590106","-105.53104133","40.33839626","2625","","","","Marys Lake","","","Unit","39","2625 Marys Lake Unit 39","Estes Park","80517","Larimer"
"1590107","-105.0250623","40.54662241","2838","","","","Annelise","","",""," ","2838 Annelise ","Fort Collins","80525","Larimer"
"1590108","-104.95627414","40.50818328","6472","","","","Mayfair","","",""," ","6472 Mayfair ","Timnath","80547","Larimer"
"1590109","-104.95605836","40.50818394","6478","","","","Mayfair","","",""," ","6478 Mayfair ","Timnath","80547","Larimer"
"1590110","-104.95584276","40.50818461","6484","","","","Mayfair","","",""," ","6484 Mayfair ","Timnath","80547","Larimer"
"1590111","-104.95562733","40.50818214","6512","","","","Mayfair","","",""," ","6512 Mayfair ","Timnath","80547","Larimer"
"1590112","-104.9554121","40.50814138","6528","","","","Mayfair","","",""," ","6528 Mayfair ","Timnath","80547","Larimer"
"1590113","-104.95801933","40.53009637","6371","","","","Engh","","",""," ","6371 Engh ","Timnath","80547","Larimer"
"1590114","-105.05969408","40.38776957","533","","","","Canyon Wren","","",""," ","533 Canyon Wren ","Loveland","80537","Larimer"
"1590115","-105.05969348","40.38789879","521","","","","Canyon Wren","","",""," ","521 Canyon Wren ","Loveland","80537","Larimer"
"1590116","-105.05969286","40.38803343","509","","","","Canyon Wren","","",""," ","509 Canyon Wren ","Loveland","80537","Larimer"
"1590117","-105.0606056","40.38640123","1214","","","","Finch","","",""," ","1214 Finch ","Loveland","80537","Larimer"
"1590118","-105.06044389","40.38631457","1226","","","","Finch","","",""," ","1226 Finch ","Loveland","80537","Larimer"
"1590119","-105.06028242","40.38622941","1238","","","","Finch","","",""," ","1238 Finch ","Loveland","80537","Larimer"
"1590120","-105.15264953","40.43602425","4273","","","","Wilderland","","",""," ","4273 Wilderland ","Loveland","80538","Larimer"
"1590121","-105.15229934","40.43076556","3787","","","","Wilderland","","",""," ","3787 Wilderland ","Loveland","80538","Larimer"
"1590122","-105.15218693","40.42957378","3645","","","","Wilderland","","",""," ","3645 Wilderland ","Loveland","80538","Larimer"
"1590123","-104.94856315","40.45322376","8726","","","","Blackwood","","",""," ","8726 Blackwood ","Windsor","80550","Larimer"
"1590124","-104.94868868","40.45354605","8686","","","","Blackwood","","",""," ","8686 Blackwood ","Windsor","80550","Larimer"
"1590125","-104.94876254","40.45373728","8676","","","","Blackwood","","",""," ","8676 Blackwood ","Windsor","80550","Larimer"
"1590126","-104.94884826","40.45392787","8668","","","","Blackwood","","",""," ","8668 Blackwood ","Windsor","80550","Larimer"
"1590127","-104.94894813","40.45411457","8656","","","","Blackwood","","",""," ","8656 Blackwood ","Windsor","80550","Larimer"
"1590128","-104.97722038","40.39833121","4350","","","","Sorrel","","",""," ","4350 Sorrel ","Johnstown","80534","Larimer"
"1590129","-104.97717031","40.39805831","4344","","","","Sorrel","","",""," ","4344 Sorrel ","Johnstown","80534","Larimer"
"1590130","-104.97799702","40.39845435","4719","","","","Sorrel","","",""," ","4719 Sorrel ","Johnstown","80534","Larimer"
"1590131","-104.97823991","40.39860544","4725","","","","Sorrel","","",""," ","4725 Sorrel ","Johnstown","80534","Larimer"
"1590132","-104.97852957","40.39871499","4731","","","","Sorrel","","",""," ","4731 Sorrel ","Johnstown","80534","Larimer"
"1590133","-104.97881908","40.39882371","4737","","","","Sorrel","","",""," ","4737 Sorrel ","Johnstown","80534","Larimer"
"1590134","-104.99180437","40.69305538","4502","","","","Emerald","Bay","",""," ","4502 Emerald Bay ","Wellington","80549","Larimer"
"1590135","-104.99151589","40.69305321","4544","","","","Emerald","Bay","",""," ","4544 Emerald Bay ","Wellington","80549","Larimer"
"1590136","-104.9910586","40.69304221","4586","","","","Emerald","Bay","",""," ","4586 Emerald Bay ","Wellington","80549","Larimer"
"1590137","-104.99094833","40.69297197","7384","","","","Dunes","","",""," ","7384 Dunes ","Wellington","80549","Larimer"
"1590138","-104.99094503","40.69262992","7372","","","","Dunes","","",""," ","7372 Dunes ","Wellington","80549","Larimer"
"1590139","-104.99094899","40.69241035","7360","","","","Dunes","","",""," ","7360 Dunes ","Wellington","80549","Larimer"
"1590140","-104.99095297","40.69219079","7358","","","","Dunes","","",""," ","7358 Dunes ","Wellington","80549","Larimer"
"1590141","-104.99095693","40.69197122","7326","","","","Dunes","","",""," ","7326 Dunes ","Wellington","80549","Larimer"
"1590142","-104.99096089","40.69175166","7304","","","","Dunes","","",""," ","7304 Dunes ","Wellington","80549","Larimer"
"1590143","-105.56241469","40.39057689","2100","","","","Fall","River","",""," ","2100 Fall River ","Estes Park","80517","Larimer"
"1590144","-105.56242461","40.39052434","2100","","","","Fall River","","","Unit","2","2100 Fall River Unit 2","Estes Park","80517","Larimer"
"1590145","-105.56243835","40.39045538","2100","","","","Fall River","","","Unit","3","2100 Fall River Unit 3","Estes Park","80517","Larimer"
"1590146","-105.562448","40.39040272","2100","","","","Fall River","","","Unit","4","2100 Fall River Unit 4","Estes Park","80517","Larimer"
"1590147","-105.56246133","40.39033418","2100","","","","Fall River","","","Unit","5","2100 Fall River Unit 5","Estes Park","80517","Larimer"
"1590148","-105.56246073","40.39028299","2100","","","","Fall River","","","Unit","6","2100 Fall River Unit 6","Estes Park","80517","Larimer"
"1590149","-105.56243835","40.39045538","2100","","","","Fall River","","","Unit","7","2100 Fall River Unit 7","Estes Park","80517","Larimer"
"1590150","-105.562448","40.39040272","2100","","","","Fall River","","","Unit","8","2100 Fall River Unit 8","Estes Park","80517","Larimer"
"1590151","-105.56285101","40.39033637","2100","","","","Fall River","","","Unit","9","2100 Fall River Unit 9","Estes Park","80517","Larimer"
"1590152","-105.56281831","40.39028948","2100","","","","Fall River","","","Unit","10","2100 Fall River Unit 10","Estes Park","80517","Larimer"
"1590153","-105.01624814","40.70545639","3300","","","","Saratoga","","","Unit","A","3300 Saratoga Unit A","Wellington","80549","Larimer"
"1590154","-105.01618081","40.70546701","3300","","","","Saratoga","","","Unit","B","3300 Saratoga Unit B","Wellington","80549","Larimer"
"1590155","-105.01611342","40.70547763","3300","","","","Saratoga","","","Unit","C","3300 Saratoga Unit C","Wellington","80549","Larimer"
"1590156","-105.01604603","40.70548826","3300","","","","Saratoga","","","Unit","D","3300 Saratoga Unit D","Wellington","80549","Larimer"
"1590157","-104.95427703","40.45262192","8170","","","","White Owl","","",""," ","8170 White Owl ","Windsor","80550","Larimer"
"1590158","-104.954075","40.4527485","8180","","","","White Owl","","",""," ","8180 White Owl ","Windsor","80550","Larimer"
"1590159","-104.9539094","40.45292322","8190","","","","White Owl","","",""," ","8190 White Owl ","Windsor","80550","Larimer"
"1590160","-104.95440711","40.45368486","8201","","","","Wynstone","","",""," ","8201 Wynstone ","Windsor","80550","Larimer"
"1590161","-104.95424755","40.45385928","8221","","","","Wynstone","","",""," ","8221 Wynstone ","Windsor","80550","Larimer"
"1590162","-104.95406902","40.45400807","8241","","","","Wynstone","","",""," ","8241 Wynstone ","Windsor","80550","Larimer"
"1590163","-104.95387503","40.4541451","8261","","","","Wynstone","","",""," ","8261 Wynstone ","Windsor","80550","Larimer"
"1590164","-104.94599122","40.45544665","6113","","","","Woodcliffe","","",""," ","6113 Woodcliffe ","Windsor","80550","Larimer"
"1590165","-104.94623787","40.45535165","6093","","","","Woodcliffe","","",""," ","6093 Woodcliffe ","Windsor","80550","Larimer"
"1590166","-104.94639757","40.45518135","6073","","","","Woodcliffe","","",""," ","6073 Woodcliffe ","Windsor","80550","Larimer"
"1590167","-104.97572145","40.39961726","4545","","","","Tarragon","","",""," ","4545 Tarragon ","Johnstown","80534","Larimer"
"1590168","-104.97546134","40.39961801","4539","","","","Tarragon","","",""," ","4539 Tarragon ","Johnstown","80534","Larimer"
"1590169","-104.97520212","40.39961905","4533","","","","Tarragon","","",""," ","4533 Tarragon ","Johnstown","80534","Larimer"
"1590170","-104.9749429","40.39961947","4527","","","","Tarragon","","",""," ","4527 Tarragon ","Johnstown","80534","Larimer"
"1590171","-104.97468315","40.39962057","4521","","","","Tarragon","","",""," ","4521 Tarragon ","Johnstown","80534","Larimer"
"1590172","-104.97442447","40.39962087","4515","","","","Tarragon","","",""," ","4515 Tarragon ","Johnstown","80534","Larimer"
"1590173","-104.97847638","40.39914007","4720","","","","Tarragon","","",""," ","4720 Tarragon ","Johnstown","80534","Larimer"
"1590174","-104.97820781","40.39914086","4714","","","","Tarragon","","",""," ","4714 Tarragon ","Johnstown","80534","Larimer"
"1590175","-104.97792474","40.39914361","4708","","","","Tarragon","","",""," ","4708 Tarragon ","Johnstown","80534","Larimer"
"1590176","-104.97731134","40.39914318","4636","","","","Tarragon","","",""," ","4636 Tarragon ","Johnstown","80534","Larimer"
"1590177","-105.06574581","40.73508519","624","","","Cr","66E","","",""," ","624 Cr 66E ","Fort Collins","80524","Larimer"
"1590178","-105.06931407","40.735076","420","","","Cr","66E","","",""," ","420 Cr 66E ","Fort Collins","80524","Larimer"
"1590179","-105.06755514","40.73507828","516","","","Cr","66E","","",""," ","516 Cr 66E ","Fort Collins","80524","Larimer"
"1590180","-105.10898772","40.52211926","4702","","","","Dusty Sage","","","Unit","4","4702 Dusty Sage Unit 4","Fort Collins","80526","Larimer"
"1590181","-105.10211291","40.40073009","1801","","","","8Th ","","","Unit","1","1801 8Th Unit 1","Loveland","80537","Larimer"
"1590182","-105.56192757","40.36958164","2182","","","","High","","",""," ","2182 High ","Estes Park","80517","Larimer"
"1590183","-105.22012482","40.30433651","420","","","Cr","31","","",""," ","420 Cr 31 ","Berthoud","80513","Larimer"
"1590184","-105.22013808","40.30465372","420","","","Cr","31","","",""," ","420 Cr 31 ","Berthoud","80513","Larimer"
"1590185","-105.02485384","40.54662162","2844","","","","Annelise","","",""," ","2844 Annelise ","Fort Collins","80525","Larimer"
"1590186","-105.02465636","40.54662087","2850","","","","Annelise","","",""," ","2850 Annelise ","Fort Collins","80525","Larimer"
"1590187","-105.02420452","40.54631416","3002","","","","Chase","","",""," ","3002 Chase ","Fort Collins","80525","Larimer"
"1590188","-105.02418503","40.54618766","3008","","","","Chase","","",""," ","3008 Chase ","Fort Collins","80525","Larimer"
"1590189","-105.02416554","40.54606179","3014","","","","Chase","","",""," ","3014 Chase ","Fort Collins","80525","Larimer"
"1590190","-105.02414604","40.54593593","3020","","","","Chase","","",""," ","3020 Chase ","Fort Collins","80525","Larimer"
"1590191","-105.02412655","40.54581006","3026","","","","Chase","","",""," ","3026 Chase ","Fort Collins","80525","Larimer"
"1590192","-105.02410543","40.54567407","3032","","","","Chase","","",""," ","3032 Chase ","Fort Collins","80525","Larimer"
"1590193","-105.00872884","40.40919574","1550","","","","Fall","River","",""," ","1550 Fall River ","Loveland","80538","Larimer"
"1590194","-104.96129471","40.50672878","6321","","","","Sienna","","",""," ","6321 Sienna ","Timnath","80547","Larimer"
"1590195","-104.96107894","40.50672945","6333","","","","Sienna","","",""," ","6333 Sienna ","Timnath","80547","Larimer"
"1590196","-104.96086317","40.50673012","6345","","","","Sienna","","",""," ","6345 Sienna ","Timnath","80547","Larimer"
"1590197","-104.96064764","40.50675152","6357","","","","Sienna","","",""," ","6357 Sienna ","Timnath","80547","Larimer"
"1590198","-104.96065866","40.5064207","6356","","","","Huntly","","",""," ","6356 Huntly ","Timnath","80547","Larimer"
"1590199","-104.96090772","40.50642689","6344","","","","Huntly","","",""," ","6344 Huntly ","Timnath","80547","Larimer"
"1590200","-104.9611327","40.50642733","6332","","","","Huntly","","",""," ","6332 Huntly ","Timnath","80547","Larimer"
"1590201","-104.96134847","40.50642666","6320","","","","Huntly","","",""," ","6320 Huntly ","Timnath","80547","Larimer"
"1590202","-104.96156424","40.50642599","6308","","","","Huntly","","",""," ","6308 Huntly ","Timnath","80547","Larimer"
"1590203","-104.96178001","40.50642531","6296","","","","Huntly","","",""," ","6296 Huntly ","Timnath","80547","Larimer"
"1590204","-104.96199577","40.50642516","6284","","","","Huntly","","",""," ","6284 Huntly ","Timnath","80547","Larimer"
"1590205","-104.96235889","40.5064179","6272","","","","Huntly","","",""," ","6272 Huntly ","Timnath","80547","Larimer"
"1590206","-104.96260129","40.45408971","5971","","","","Last Pointe","","",""," ","5971 Last Pointe ","Windsor","80550","Larimer"
"1590207","-104.96272748","40.45384352","5951","","","","Last Pointe","","",""," ","5951 Last Pointe ","Windsor","80550","Larimer"
"1590208","-104.96274664","40.45351362","5931","","","","Last Pointe","","",""," ","5931 Last Pointe ","Windsor","80550","Larimer"
"1590209","-104.9626654","40.45324429","5911","","","","Last Pointe","","",""," ","5911 Last Pointe ","Windsor","80550","Larimer"
"1590210","-104.96248958","40.45303899","5891","","","","Last Pointe","","",""," ","5891 Last Pointe ","Windsor","80550","Larimer"
"1590211","-104.96230584","40.45284954","5871","","","","Last Pointe","","",""," ","5871 Last Pointe ","Windsor","80550","Larimer"
"1590212","-104.9621943","40.45255264","5851","","","","Last Pointe","","",""," ","5851 Last Pointe ","Windsor","80550","Larimer"
"1590213","-104.96214945","40.4522771","5831","","","","Last Pointe","","",""," ","5831 Last Pointe ","Windsor","80550","Larimer"
"1590214","-104.96207069","40.45200286","5811","","","","Last Pointe","","",""," ","5811 Last Pointe ","Windsor","80550","Larimer"
"1590215","-104.96092799","40.50410847","6338","","","","Richland","","",""," ","6338 Richland ","Timnath","80547","Larimer"
"1590216","-104.96117739","40.50412816","6326","","","","Richland","","",""," ","6326 Richland ","Timnath","80547","Larimer"
"1590217","-104.96144797","40.50413721","6314","","","","Richland","","",""," ","6314 Richland ","Timnath","80547","Larimer"
"1590218","-104.96169459","40.50413642","6302","","","","Richland","","",""," ","6302 Richland ","Timnath","80547","Larimer"
"1590219","-104.96193558","40.50413588","6290","","","","Richland","","",""," ","6290 Richland ","Timnath","80547","Larimer"
"1590220","-104.96193282","40.50367432","6289","","","","Richland","","",""," ","6289 Richland ","Timnath","80547","Larimer"
"1590221","-104.96169935","40.50367505","6301","","","","Richland","","",""," ","6301 Richland ","Timnath","80547","Larimer"
"1590222","-104.96148253","40.50367553","6313","","","","Richland","","",""," ","6313 Richland ","Timnath","80547","Larimer"
"1590223","-104.96125616","40.50366907","6325","","","","Richland","","",""," ","6325 Richland ","Timnath","80547","Larimer"
"1590224","-104.96105132","40.50364835","6337","","","","Richland","","",""," ","6337 Richland ","Timnath","80547","Larimer"
"1590225","-104.96080511","40.50361694","6349","","","","Richland","","",""," ","6349 Richland ","Timnath","80547","Larimer"
"1590226","-104.95973773","40.45167938","7930","","","","Cherry Blossom","","",""," ","7930 Cherry Blossom ","Windsor","80550","Larimer"
"1590227","-104.9598456","40.45190495","7910","","","","Cherry Blossom","","",""," ","7910 Cherry Blossom ","Windsor","80550","Larimer"
"1590228","-104.96002475","40.45223899","7880","","","","Cherry Blossom","","",""," ","7880 Cherry Blossom ","Windsor","80550","Larimer"
"1590229","-104.96012379","40.45245631","7860","","","","Cherry Blossom","","",""," ","7860 Cherry Blossom ","Windsor","80550","Larimer"
