"493133","-107.47819247","37.02082004","815"," "," ","Cr","988"," ","",""," ","815 Cr 988 ","Archuleta","","Archuleta"
"493134","-107.45668618","37.01716113","777"," "," ","Cr","977"," ","",""," ","777 Cr 977 ","Archuleta","","Archuleta"
"493135","-107.47501426","37.01690889","663"," "," ","Cr","988"," ","",""," ","663 Cr 988 ","Archuleta","","Archuleta"
"493136","-107.44147477","37.01702969","1319"," "," ","Cr","975"," ","",""," ","1319 Cr 975 ","Archuleta","","Archuleta"
"493137","-106.92082988","37.0277646","4920"," "," ","Cr","359"," ","",""," ","4920 Cr 359 ","Archuleta","","Archuleta"
"493138","-107.42516598","37.02430951","18003"," "," ","St Hwy","151"," ","",""," ","18003 St Hwy 151 ","Archuleta","","Archuleta"
"493139","-107.41542143","37.05369099","15495"," "," ","St Hwy","151"," ","",""," ","15495 St Hwy 151 ","Archuleta","","Archuleta"
"493140","-107.46471576","37.02418966","20220"," "," ","St Hwy","151"," ","",""," ","20220 St Hwy 151 ","Archuleta","","Archuleta"
"493141","-107.46644542","37.0243958","20420"," "," ","St Hwy","151"," ","",""," ","20420 St Hwy 151 ","Archuleta","","Archuleta"
"493142","-107.44313133","37.02333859","1648"," "," ","Cr","975"," ","",""," ","1648 Cr 975 ","Archuleta","","Archuleta"
"493143","-107.46372439","37.02440318","20220","A"," ","St Hwy","151"," ","",""," ","20220 A St Hwy 151 ","Archuleta","","Archuleta"
"493144","-106.78898686","37.03173666","2751"," "," ","Cr","382"," ","",""," ","2751 Cr 382 ","Archuleta","","Archuleta"
"493145","-107.4434113","37.02663514","1708"," "," ","Cr","975"," ","",""," ","1708 Cr 975 ","Archuleta","","Archuleta"
"493146","-107.44592007","37.02581423","19137"," "," ","St Hwy","151"," ","",""," ","19137 St Hwy 151 ","Archuleta","","Archuleta"
"493147","-107.43470997","37.02613483","18489","B"," ","St Hwy","151"," ","",""," ","18489 B St Hwy 151 ","Archuleta","","Archuleta"
"493148","-107.45038939","37.02573636","19731"," "," ","St Hwy","151"," ","",""," ","19731 St Hwy 151 ","Archuleta","","Archuleta"
"493149","-107.41658969","37.02892074","17326"," "," ","St Hwy","151"," ","",""," ","17326 St Hwy 151 ","Archuleta","","Archuleta"
"493150","-107.46898174","37.02741326","20409"," "," ","St Hwy","151"," ","",""," ","20409 St Hwy 151 ","Archuleta","","Archuleta"
"493151","-107.46999375","37.02544182","20565"," "," ","St Hwy","151"," ","",""," ","20565 St Hwy 151 ","Archuleta","","Archuleta"
"493152","-107.48028687","37.02973523","1578"," "," ","Cr","988"," ","",""," ","1578 Cr 988 ","Archuleta","","Archuleta"
"493153","-107.14841494","37.03418244","22210"," "," ","Cr","500"," ","",""," ","22210 Cr 500 ","Archuleta","","Archuleta"
"493154","-106.81817664","37.03658818","740"," "," ","Cr","382"," ","",""," ","740 Cr 382 ","Archuleta","","Archuleta"
"493155","-107.39195337","37.03182962","39439"," "," ","Cr","500"," ","",""," ","39439 Cr 500 ","Archuleta","","Archuleta"
"493156","-107.43913734","37.0399885","1565"," "," ","Cr","973"," ","",""," ","1565 Cr 973 ","Archuleta","","Archuleta"
"493157","-107.47951808","37.03133561","1702","A"," ","Cr","988"," ","",""," ","1702 A Cr 988 ","Archuleta","","Archuleta"
"493158","-107.44112836","37.0351231","2349"," "," ","Cr","975"," ","",""," ","2349 Cr 975 ","Archuleta","","Archuleta"
"493159","-107.44189242","37.04352363","3015"," "," ","Cr","975"," ","",""," ","3015 Cr 975 ","Archuleta","","Archuleta"
"493160","-107.39656514","37.0364739","39847"," "," ","Cr","500"," ","",""," ","39847 Cr 500 ","Archuleta","","Archuleta"
"493161","-107.4537874","37.03670723","2334"," "," ","Cr","973"," ","",""," ","2334 Cr 973 ","Archuleta","","Archuleta"
"493162","-107.43013555","37.03739286","940"," "," ","Cr","973"," ","",""," ","940 Cr 973 ","Archuleta","","Archuleta"
"493163","-107.43424904","37.03940311","1292"," "," ","Cr","973"," ","",""," ","1292 Cr 973 ","Archuleta","","Archuleta"
"493164","-107.47174348","37.03958847","3285"," "," ","Cr","973"," ","",""," ","3285 Cr 973 ","Archuleta","","Archuleta"
"493165","-106.70153515","37.05471665","8336"," "," ","Cr","382"," ","",""," ","8336 Cr 382 ","Archuleta","","Archuleta"
"493166","-107.41992685","37.04558154","16105"," "," ","St Hwy","151"," ","",""," ","16105 St Hwy 151 ","Archuleta","","Archuleta"
"493167","-107.45040288","37.04193537","2141"," "," ","Cr","973"," ","",""," ","2141 Cr 973 ","Archuleta","","Archuleta"
"493168","-107.47322523","37.03952154","3259","A"," ","Cr","973"," ","",""," ","3259 A Cr 973 ","Archuleta","","Archuleta"
"493169","-107.47955612","37.04440848","2562"," "," ","Cr","988"," ","",""," ","2562 Cr 988 ","Archuleta","","Archuleta"
"493170","-107.4789408","37.04817216","3020"," "," ","Cr","988"," ","",""," ","3020 Cr 988 ","Archuleta","","Archuleta"
"493171","-106.91765384","37.05598359","2750"," "," ","Cr","359"," ","",""," ","2750 Cr 359 ","Archuleta","","Archuleta"
"493172","-107.47283656","37.04979165","3023"," "," ","Cr","988"," ","",""," ","3023 Cr 988 ","Archuleta","","Archuleta"
"493173","-107.4740063","37.05092749","3025"," "," ","Cr","988"," ","",""," ","3025 Cr 988 ","Archuleta","","Archuleta"
