"30500","-104.59889018","37.11459133","8487"," "," "," ","Old Sopris","Road"," ",""," ","8487 Old Sopris Road ","","81082","Las Animas"
"30501","-104.54909257","37.11346093","33710"," "," "," ","Fishers View","Trail"," ",""," ","33710 Fishers View Trail ","","81082","Las Animas"
"30502","-104.47899643","37.18329269","203"," "," "," ","Tyson","Court"," ",""," ","203 Tyson Court ","","81082","Las Animas"
"30503","-104.47945788","37.18321447","201"," "," "," ","Tyson","Court"," ",""," ","201 Tyson Court ","","81082","Las Animas"
"30504","-104.47770404","37.18139255","210"," "," "," ","Tyson","Court"," ",""," ","210 Tyson Court ","","81082","Las Animas"
"30505","-104.47965746","37.18169154","204"," "," "," ","Tyson","Court"," ",""," ","204 Tyson Court ","","81082","Las Animas"
"30506","-104.49140965","37.16531384","1225"," ","East"," ","8Th","Street"," ",""," ","1225 East 8Th Street ","","81082","Las Animas"
"30507","-104.49185045","37.16529545","1217"," ","East"," ","8Th","Street"," ",""," ","1217 East 8Th Street ","","81082","Las Animas"
"30508","-104.47609319","37.17624608","218"," "," "," ","Wyatt","Court"," ",""," ","218 Wyatt Court ","","81082","Las Animas"
"30509","-104.47640404","37.17704511","214"," "," "," ","Wyatt","Court"," ",""," ","214 Wyatt Court ","","81082","Las Animas"
"30510","-104.47549283","37.17556437","904"," ","North"," ","Grey Creek","Road"," ",""," ","904 North Grey Creek Road ","","81082","Las Animas"
"30511","-104.56220598","37.11412351","8510"," "," "," ","La Belle","Trail"," ",""," ","8510 La Belle Trail ","","81082","Las Animas"
"30512","-103.26954237","37.10149009","7775"," "," ","Cr","207.3"," "," ",""," ","7775 Cr 207.3 ","","81049","Las Animas"
"30513","-104.47593417","37.17589182","222"," "," "," ","Wyatt","Court"," ",""," ","222 Wyatt Court ","","81082","Las Animas"
"30514","-104.49247288","37.16527558","820"," "," "," ","Baltimore","Avenue"," ",""," ","820 Baltimore Avenue ","","81082","Las Animas"
"30515","-104.49558674","37.16502296","900"," ","South"," ","Oak","Street"," ",""," ","900 South Oak Street ","","81082","Las Animas"
"30517","-104.49247525","37.16492179","900"," "," "," ","Baltimore","Avenue"," ",""," ","900 Baltimore Avenue ","","81082","Las Animas"
"30518","-104.49182181","37.16495399","1218"," ","East"," ","8Th","Street"," ",""," ","1218 East 8Th Street ","","81082","Las Animas"
"30519","-104.47682003","37.1821805","213"," "," "," ","Tyson","Court"," ",""," ","213 Tyson Court ","","81082","Las Animas"
"30520","-104.4744927","37.18349521","337"," "," "," ","Corundum","Road"," ",""," ","337 Corundum Road ","","81082","Las Animas"
"30521","-104.47295272","37.17521338","215"," "," "," ","Corundum","Road"," ",""," ","215 Corundum Road ","","81082","Las Animas"
"30522","-104.47440696","37.17931978","309"," "," "," ","Corundum","Road"," ",""," ","309 Corundum Road ","","81082","Las Animas"
"30523","-104.47427412","37.17988127","313"," "," "," ","Corundum","Road"," ",""," ","313 Corundum Road ","","81082","Las Animas"
"30524","-104.47429655","37.18041791","317"," "," "," ","Corundum","Road"," ",""," ","317 Corundum Road ","","81082","Las Animas"
"30525","-104.47438036","37.18082395","321"," "," "," ","Corundum","Road"," ",""," ","321 Corundum Road ","","81082","Las Animas"
"30526","-104.47440296","37.18134867","325"," "," "," ","Corundum","Road"," ",""," ","325 Corundum Road ","","81082","Las Animas"
"30527","-104.47442999","37.18263636","333"," "," "," ","Corundum","Road"," ",""," ","333 Corundum Road ","","81082","Las Animas"
"30528","-104.47493908","37.17788919","338"," "," "," ","Garrett","Drive"," ",""," ","338 Garrett Drive ","","81082","Las Animas"
"30529","-104.47267377","37.17491529","213"," "," "," ","Corundum","Road"," ",""," ","213 Corundum Road ","","81082","Las Animas"
"30530","-104.47206994","37.17462626","211"," "," "," ","Corundum","Road"," ",""," ","211 Corundum Road ","","81082","Las Animas"
"30531","-104.47174369","37.17430152","209"," "," "," ","Corundum","Road"," ",""," ","209 Corundum Road ","","81082","Las Animas"
"30532","-104.47159985","37.17392832","207"," "," "," ","Corundum","Road"," ",""," ","207 Corundum Road ","","81082","Las Animas"
"30533","-104.63497293","37.11354507","8315"," "," "," ","Adobe Ranch","Road"," ",""," ","8315 Adobe Ranch Road ","","81091","Las Animas"
"30534","-104.49248142","37.16475433","902"," "," "," ","Baltimore","Avenue"," ",""," ","902 Baltimore Avenue ","","81082","Las Animas"
"30535","-104.49554506","37.16472757","910"," ","South"," ","Oak","Street"," ",""," ","910 South Oak Street ","","81082","Las Animas"
"30536","-104.49555797","37.16458566","914"," ","South"," ","Oak","Street"," ",""," ","914 South Oak Street ","","81082","Las Animas"
"30537","-104.49247767","37.16455898","904"," "," "," ","Baltimore","Avenue"," ",""," ","904 Baltimore Avenue ","","81082","Las Animas"
"30538","-104.49555463","37.16444473","930"," ","South"," ","Oak","Street"," ",""," ","930 South Oak Street ","","81082","Las Animas"
"30539","-104.56782203","37.1123134","8420"," "," "," ","La Belle","Trail"," ",""," ","8420 La Belle Trail ","","81082","Las Animas"
"30540","-104.65460309","37.11659633","8108"," "," "," ","Madrid Canyon","Road"," ",""," ","8108 Madrid Canyon Road ","","81082","Las Animas"
"30541","-104.5512386","37.1117401","8270"," "," "," ","Fishers View","Trail"," ",""," ","8270 Fishers View Trail ","","81082","Las Animas"
"30542","-104.59102029","37.11301625","31104"," "," "," ","Old Sopris","Road"," ",""," ","31104 Old Sopris Road ","","81082","Las Animas"
"30543","-104.47111483","37.17280111","203"," "," "," ","Corundum","Road"," ",""," ","203 Corundum Road ","","81082","Las Animas"
