"2029166","-105.76444017","37.27071948","19044","","","Co Rd","County Road 27 ","","","","","19044 County Road 27 ","SANFORD","81151","Conejos"
"2029167","-105.93613571","37.26950361","17682",""," ","Hwy","Hwy 136"," "," "," "," ","17682 Hwy 136 ","LA JARA"," ","Conejos"
"2029168","-105.93199184","37.2695873","17816",""," ","Hwy","Hwy 136"," "," "," "," ","17816 Hwy 136 ","LA JARA"," ","Conejos"
"2029169","-105.94184176","37.26968657","19049","","","Co Rd","County Road 17.2 ","","","","","19049 County Road 17.2 ","LA JARA","81140","Conejos"
"2029170","-105.96516508","37.26959194","19437","","","Hwy","Highway 285","","","","","19437 Highway 285 ","LA JARA","81140","Conejos"
"2029171","-105.95344231","37.26986317","10",""," ","","Trading Post","Lane"," "," "," ","10 Trading Post Lane ","LA JARA"," ","Conejos"
"2029172","-105.95321788","37.26997178","12","","","","Trading Post","Lane","","","","12 Trading Post Lane ","LA JARA","81140","Conejos"
"2029173","-105.95816444","37.26993393","16334","","","Hwy","Highway 136","","","","","16334 Highway 136 ","LA JARA","81140","Conejos"
"2029174","-105.95766629","37.26993797","16442","","","Hwy","Highway 136","","","","","16442 Highway 136 ","LA JARA","81140","Conejos"
"2029175","-105.96507257","37.27015008","19481","","","Hwy","Highway 285","","","","","19481 Highway 285 ","LA JARA","81140","Conejos"
"2029176","-106.04111954","37.26951139","11753","","","Co Rd","County Road W ","","","","","11753 County Road W ","LA JARA","81140","Conejos"
"2029177","-105.95610457","37.27026115","16482","","","Hwy","Highway 136","","","","","16482 Highway 136 ","LA JARA","81140","Conejos"
"2029178","-105.99967401","37.26990868","14229","","","Co Rd","County Road W ","","","","","14229 County Road W ","LA JARA","81140","Conejos"
"2029179","-105.95687036","37.27030591","16446","","","Hwy","Highway 136","","","","","16446 Highway 136 ","LA JARA","81140","Conejos"
"2029180","-105.94110178","37.27049511","19126","","","Co Rd","County Road 17.2 ","","","","","19126 County Road 17.2 ","LA JARA","81140","Conejos"
"2029181","-106.04801272","37.26964589","11485","","","Co Rd","County Road W ","","","","","11485 County Road W ","LA JARA","81140","Conejos"
"2029182","-105.98819768","37.27031617","14841","","","Co Rd","County Road W ","","","","","14841 County Road W ","LA JARA","81140","Conejos"
"2029183","-105.95605113","37.27107694","19064","","","","Myron","Way","","","","19064 Myron Way ","LA JARA","81140","Conejos"
"2029184","-105.965283","37.27102423","19617","","","Hwy","Highway 285","","","","","19617 Highway 285 ","LA JARA","81140","Conejos"
"2029185","-105.74644198","37.27272391","19126","","","Co Rd","County Road 28 ","","","","","19126 County Road 28 ","SANFORD","81151","Conejos"
"2029186","-105.95624756","37.27148304","19088","","","","Myron","Way","","","","19088 Myron Way ","LA JARA","81140","Conejos"
"2029187","-105.92772646","37.2717635","19066","","","Co Rd","County Road 18 ","","","","","19066 County Road 18 ","SANFORD","81151","Conejos"
"2029188","-105.95051274","37.27183504","16699","","","Co Rd","County Road W.2 ","","","","","16699 County Road W.2 ","LA JARA","81140","Conejos"
"2029189","-105.94923811","37.27189624","16745","","","Co Rd","County Road W.2 ","","","","","16745 County Road W.2 ","LA JARA","81140","Conejos"
"2029190","-105.94866488","37.27195179","16747","","","Co Rd","County Road W.2 ","","","","","16747 County Road W.2 ","LA JARA","81140","Conejos"
"2029191","-105.94758155","37.27201144","16751","","","Co Rd","County Road W.2 ","","","","","16751 County Road W.2 ","LA JARA","81140","Conejos"
"2029192","-105.95134422","37.27203218","16677","","","Co Rd","County Road W.2 ","","","","","16677 County Road W.2 ","LA JARA","81140","Conejos"
"2029193","-105.94111526","37.2722046","19136","","","Co Rd","County Road 17.2 ","","","","","19136 County Road 17.2 ","LA JARA","81140","Conejos"
"2029194","-105.94994271","37.27214538","16731","","","Co Rd","County Road W.2 ","","","","","16731 County Road W.2 ","LA JARA","81140","Conejos"
"2029195","-106.02000248","37.27168387","19033","","","Co Rd","County Road 13 ","","","","","19033 County Road 13 ","LA JARA","81140","Conejos"
"2029196","-105.95134934","37.27243983","16679","","","Co Rd","County Road W.2 ","","","","","16679 County Road W.2 ","LA JARA","81140","Conejos"
"2029197","-105.94099003","37.27261531","19380","","","Co Rd","County Road 17.2 ","","","","","19380 County Road 17.2 ","LA JARA","81140","Conejos"
"2029198","-105.76340707","37.2739127","19130","","","Co Rd","County Road 27 ","","","","","19130 County Road 27 ","SANFORD","81151","Conejos"
"2029199","-105.92774098","37.27294852","19134","","","Co Rd","County Road 18 ","","","","","19134 County Road 18 ","SANFORD","81151","Conejos"
"2029200","-106.07807867","37.27241594","999","","","Co Rd","County Road W ","","","","","999 County Road W ","LA JARA","81140","Conejos"
"2029201","-105.92775066","37.27373854","19200","","","Co Rd","County Road 18 ","","","","","19200 County Road 18 ","SANFORD","81151","Conejos"
"2029202","-105.7721272","37.27548996","19377",""," ","Co Rd","County Rd 28"," "," "," "," ","19377 County Rd 28 ","SANFORD"," ","Conejos"
"2029203","-105.941081","37.27436754","19400","","","Co Rd","County Road 17.2 ","","","","","19400 County Road 17.2 ","LA JARA","81140","Conejos"
"2029204","-105.92763799","37.27462828","19202","","","Co Rd","County Road 18 ","","","","","19202 County Road 18 ","SANFORD","81151","Conejos"
"2029205","-105.87685281","37.27552638","20806","","","Co Rd","County Road W.5 ","","","","","20806 County Road W.5 ","SANFORD","81151","Conejos"
"2029206","-105.87769671","37.27555357","20768","","","Co Rd","County Road W.5 ","","","","","20768 County Road W.5 ","SANFORD","81151","Conejos"
"2029208","-105.94110715","37.27523683","19456","","","Co Rd","County Road 17.2 ","","","","","19456 County Road 17.2 ","LA JARA","81140","Conejos"
"2029209","-105.96733257","37.27546652","15996","","","Co Rd","County Road W.5 ","","","","","15996 County Road W.5 ","LA JARA","81140","Conejos"
"2029210","-105.88172977","37.27635269","20501","","","Co Rd","County Road W.5 ","","","","","20501 County Road W.5 ","SANFORD","81151","Conejos"
"2029211","-105.96425709","37.27652677","20238","","","Hwy","Highway 285","","","","","20238 Highway 285 ","LA JARA","81140","Conejos"
"2029212","-105.89266134","37.27720485","19065","","","Co Rd","County Road 20 ","","","","","19065 County Road 20 ","SANFORD","81151","Conejos"
