2029998,021-014614-002635,0,-105.86991033,37.19566364,14614, , , ,County Road 21, , , , ,14614 County Road 21 ,MANASSA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CF8145B9CAC775AC080D18A810B994240
2029999,021-014255-002636,0,-105.94783390,37.19915721,14255, , ,Cord,County Road 17, , , , ,14255 County Road 17 ,MANASSA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C90A2844FA97C5AC0804CCAFB7D994240
2030000,021-014721-002637,0,-105.98512507,37.20240257,14721, , ,Hwy,Highway 285, , , , ,14721 Highway 285 ,ROMEO, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C68AD074A0C7F5AC0E8AED553E8994240
2030001,021-014767-002638,0,-105.98048834,37.20305239,14767, , ,Hwy,Highway 285, , , , ,14767 Highway 285 ,ROMEO, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C70742852C07E5AC020C5E09EFD994240
2030002,021-014521-002639,0,-106.00269500,37.20366481,14521, , ,Cord,County Road 14, , , , ,14521 County Road 14 ,ROMEO, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C3437A6272C805AC0707145B0119A4240
2030003,021-015176-002640,0,-105.97708266,37.20960363,15176, , ,Hwy,Highway 285, , , , ,15176 Highway 285 ,ROMEO, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C7053B285887E5AC0488BA94AD49A4240
2030004,021-015601-002641,0,-105.97874331,37.21863620,15601, , ,Hwy,Highway 285, , , , ,15601 Highway 285 ,ROMEO, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CDC20FEBAA37E5AC070F36845FC9B4240
2030005,021-015287-002642,0,-105.97810709,37.22648483,15287, , ,Cord,County Road T, , , , ,15287 County Road T ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C08087D4E997E5AC0F05A6C74FD9C4240
2030006,021-015313-002643,0,-105.97698198,37.22665422,15313, , ,Cord,County Road T, , , , ,15313 County Road T ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CC89672DF867E5AC048336701039D4240
2030007,021-015403-002644,0,-105.97514347,37.22617981,15403, , ,Cord,County Road T, , , , ,15403 County Road T ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C74492AC0687E5AC0A07BC375F39C4240
2030008,021-016419-002645,0,-105.97425563,37.22657051,16419, , ,Hwy,Highway 285, , , , ,16419 Highway 285 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CEC1F48345A7E5AC0E0143C43009D4240
2030009,021-016421-002646,0,-105.97421102,37.22688657,16421, , ,Hwy,Highway 285, , , , ,16421 Highway 285 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C00CC3079597E5AC0A06F769E0A9D4240
2030010,021-016423-002647,0,-105.97419690,37.22720349,16423, , ,Hwy,Highway 285, , , , ,16423 Highway 285 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CD00BF03D597E5AC0A83FFF00159D4240
2030011,021-016072-002648,0,-105.98033766,37.22699411,16072, , ,Cord,County Road 15.25, , , , ,16072 County Road 15.25 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C680929DABD7E5AC0D8D392240E9D4240
2030012,021-016425-002649,0,-105.97415772,37.22739764,16425, , ,Hwy,Highway 285, , , , ,16425 Highway 285 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C905BA299587E5AC030A4AB5D1B9D4240
2030013,021-015331-002650,0,-105.97724035,37.22766825,15331, , ,Cord,County Road T.125, , , , ,15331 County Road T.125 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C54D21A1B8B7E5AC078E5B13B249D4240
2030014,021-015451-002651,0,-105.97592885,37.22779908,15451, , ,Cord,County Road T.125, , , , ,15451 County Road T.125 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CA045449E757E5AC0D8082B85289D4240
2030015,021-015297-002652,0,-105.97813329,37.22768282,15297, , ,Cord,County Road T.125, , , , ,15297 County Road T.125 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CD0B25BBC997E5AC03070E6B5249D4240
2030016,021-016171-002653,0,-105.97506240,37.22783941,16171, , ,Cord,County Road 15.5, , , , ,16171 County Road 15.5 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C28AB1C6C677E5AC0D8A383D7299D4240
2030017,021-016155-002654,0,-105.98138339,37.22783287,16155, , ,Cord,County Road 15.125, , , , ,16155 County Road 15.125 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C48ED42FCCE7E5AC050CDA2A0299D4240
2030018,021-016203-002655,0,-105.97493677,37.22868384,16203, , ,Cord,County Road 15.5, , , , ,16203 County Road 15.5 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CD8FF355D657E5AC0C0AA1283459D4240
2030019,021-016195-002656,0,-105.98132757,37.22866480,16195, , ,Cord,County Road 15.125, , , , ,16195 County Road 15.125 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CC8192912CE7E5AC0884856E3449D4240
2030020,021-015170-002657,0,-105.98060587,37.22881799,15170, , ,Cord,County Road T.25, , , , ,15170 County Road T.25 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C987A1F3FC27E5AC0707365E8499D4240
2030021,021-015419-002658,0,-105.97696186,37.22942598,15419, , ,Cord,County Road T.25, , , , ,15419 County Road T.25 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010C6CD40D8B867E5AC0C036A7D45D9D4240
2030022,021-016207-002659,0,-105.97991000,37.22975367,16207, , ,Cord,County Road 15.25, , , , ,16207 County Road 15.25 ,LA JARA, , , ,2017-04-28 00:00:00.0000000,ACTIVE,ADD,Conejos,0xAD100000010CF8756AD8B67E5AC028B07D91689D4240
