620050,029-005164-036727,NULL,-107.94047846,38.72926607,5164, , ,NULL,Eagle Feather,Road, ,NULL, ,5164 Eagle Feather Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C20A6E49F30FC5AC0E85E2B64585D4340
620051,029-005163-036728,NULL,-108.11605543,38.72872705,5163, , ,NULL,1325,Road, , , ,5163 1325 Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CECDDEB466D075BC0705BA2BA465D4340
620052,029-005161-036729,NULL,-107.94134246,38.72938333,5161, , ,NULL,Eagle Feather,Road, ,NULL, ,5161 Eagle Feather Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C98A8C6C73EFC5AC0A84DD13B5C5D4340
620053,029-000516-036730,NULL,-107.72336381,38.80330282,516, , ,NULL,Willow,Drive, , , ,516 Willow Drive ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C74A02D6B4BEE5AC0E8A83B6DD2664340
620054,029-000517-036731,NULL,-107.72287920,38.80352669,517, , ,NULL,Willow,Drive, , , ,517 Willow Drive ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CE0439D7A43EE5AC0B8F832C3D9664340
620055,029-000516-036732,NULL,-108.06922515,38.74004921,516, , ,NULL,Meeker,Street, , , ,516 Meeker Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C70E581026E045BC038D1CBBBB95E4340
620056,029-000516-036733,NULL,-108.06348083,38.71942054,516, ,East,NULL,20Th,Street, , , ,516 East 20Th Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C044315E50F045BC030C1FEC5155C4340
620057,029-000516-036734,NULL,-107.72579802,38.80238168,516, , ,NULL,Cedar,Drive, , , ,516 Cedar Drive ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CB414044D73EE5AC088292F3EB4664340
620058,029-000516-036735,NULL,-107.59337675,38.87023654,516, , ,NULL,4Th,Street, ,NULL, ,516 4Th Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C683304B6F9E55AC0305AD4B5636F4340
620059,029-000516-036736,NULL,-108.03552285,38.72817916,516, , ,NULL,1740,Road, , , ,516 1740 Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C247CDAD445025BC0481993C6345D4340
620060,029-005159-036737,NULL,-107.96557952,38.72875187,5159, , ,NULL,Sunridge,Drive, ,NULL, ,5159 Sunridge Drive ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CBC2758E1CBFD5AC0B0B8C58A475D4340
620061,029-005150-036738,NULL,-107.94056101,38.72871001,5150, , ,NULL,Eagle Feather,Road, ,NULL, ,5150 Eagle Feather Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C74F620FA31FC5AC0D0C29B2B465D4340
620062,029-000515-036739,NULL,-107.93248093,38.89577201,515, ,South West,NULL,2Nd,Court, , , ,515 South West 2Nd Court ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CEC6DB897ADFB5AC0E8200575A8724340
620063,029-000515-036740,NULL,-107.92362694,38.89535230,515, ,South East,NULL,2Nd,Street, , , ,515 South East 2Nd Street ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C802166871CFB5AC0C80F41B49A724340
620064,029-000515-036741,NULL,-107.92438195,38.90672220,515, ,NW,NULL,2Nd,Street, , , ,515 NW 2Nd Street ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA82A27E628FB5AC0E020EE450F744340
620065,029-000515-036742,NULL,-107.92317945,38.90665005,515, ,North,NULL,Grand Mesa,Drive, , , ,515 North Grand Mesa Drive ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C0C547C3215FB5AC0A8BDAAE80C744340
620066,029-000515-036743,NULL,-108.04567816,38.74046099,515, , ,NULL,Labor,Street, , , ,515 Labor Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C8C6B4D37EC025BC000C8103AC75E4340
620067,029-000515-036744,NULL,-107.71438261,38.79871540,515, ,East,NULL,Bridge,Street, , , ,515 East Bridge Street ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C40C74E45B8ED5AC0B01B371B3C664340
620068,029-000447-036745,NULL,-107.71527636,38.79874281,447, ,East,NULL,Bridge,Street, , , ,447 East Bridge Street ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C34C1FAE9C6ED5AC0085721013D664340
620069,029-000515-036746,NULL,-108.07514521,38.73996435,515, , ,NULL,Columbia,Street, , , ,515 Columbia Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CBC360E01CF045BC0500FECF3B65E4340
620070,029-000515-036747,NULL,-107.59349153,38.86992950,515, , ,NULL,4Th,Street, , , ,515 4Th Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CB8CD7797FBE55AC098AD2CA6596F4340
620071,029-000515-036748,NULL,-107.59343854,38.86836057,515, , ,NULL,3Rd,Street, , , ,515 3Rd Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C4C4C37B9FAE55AC0D030183D266F4340
620072,029-000515-036749,NULL,-108.03711443,38.72828683,515, , ,NULL,1740,Road, , , ,515 1740 Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA44669E85F025BC0C012BE4D385D4340
620073,029-005141-036750,NULL,-107.97033434,38.72851759,5141, , ,NULL,Vista,Court, ,NULL, ,5141 Vista Court ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CF4CF7AC819FE5AC0E0B183DD3F5D4340
620074,029-000514-036751,NULL,-107.59356346,38.86865411,514, , ,NULL,3Rd,Street, , , ,514 3Rd Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C900D2AC5FCE55AC0E8D580DB2F6F4340
620075,029-005131-036752,NULL,-107.94131448,38.72873247,5131, , ,NULL,Eagle Feather,Road, ,NULL, ,5131 Eagle Feather Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CC45C6B523EFC5AC0A8AF0AE8465D4340
620076,029-005130-036753,NULL,-107.96444236,38.72769844,5130, , ,NULL,Sunridge,Drive, ,NULL, ,5130 Sunridge Drive ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CEC62B83FB9FD5AC0B09CFE05255D4340
620077,029-000513-036754,NULL,-107.91880677,38.91771943,513, ,North East,NULL,Ginters Grove,Lane, , , ,513 North East Ginters Grove Lane ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CAC13258ECDFA5AC0008C50A177754340
620078,029-000513-036755,NULL,-108.06348374,38.71984564,513, ,East,NULL,20Th,Street, , , ,513 East 20Th Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA48353F10F045BC028C2F9B3235C4340
620079,029-000513-036756,NULL,-108.06357814,38.72142542,513, ,East,NULL,19Th,Street, , , ,513 East 19Th Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C24143B7D11045BC058C52578575C4340
620080,029-000513-036757,NULL,-107.59359467,38.86835656,513, , ,NULL,3Rd,Street, , , ,513 3Rd Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C48630F48FDE55AC0F8306C1B266F4340
620081,029-000512-036758,NULL,-108.06368837,38.71941482,512, ,East,NULL,20Th,Street, , , ,512 East 20Th Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CBC4D9B4B13045BC030000196155C4340
620082,029-000509-036759,NULL,-108.06370338,38.71983759,509, ,East,NULL,20Th,Street, , , ,509 East 20Th Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C3C188F8A13045BC0A0A97470235C4340
620083,029-000512-036760,NULL,-108.05792799,38.73980305,512, , ,NULL,B,Street, , , ,512 B Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA014CEEAB4035BC0885BCEAAB15E4340
620084,029-000512-036761,NULL,-107.59360856,38.86722267,512, , ,NULL,2Nd,Street, , , ,512 2Nd Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CE45D4D82FDE55AC07066B0F3006F4340
620085,029-005119-036762,NULL,-107.97515051,38.72766970,5119, , ,NULL,Pansy,Road, ,NULL, ,5119 Pansy Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CAC31F9B068FE5AC050E6D814245D4340
620086,029-000511-036763,NULL,-108.05823344,38.73977188,511, , ,NULL,B,Street, , , ,511 B Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CE826EFEBB9035BC0980760A5B05E4340
620087,029-005102-036764,NULL,-107.94055179,38.72824978,5102, , ,NULL,Eagle Feather,Road, ,NULL, ,5102 Eagle Feather Road ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA4C470D331FC5AC0D036E916375D4340
620088,029-000510-036765,NULL,-107.92879900,38.90078610,510, ,West,NULL,Main,Street, , , ,510 West Main Street ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CC457984471FB5AC0C86941C24C734340
620089,029-000510-036766,NULL,-107.92620250,38.90634140,510, ,NW,NULL,3Rd,Street, ,NULL, ,510 NW 3Rd Street ,Cedaredge,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CA48C13BA46FB5AC068787FCB02744340
620090,029-000510-036767,NULL,-107.71975050,38.80323442,510, ,North,NULL,2Nd,Street, , , ,510 North 2Nd Street ,Hotchkiss,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CC8FFE13710EE5AC088CF822FD0664340
620091,029-000510-036768,NULL,-108.04524638,38.74068202,510, , ,NULL,Labor,Street, , , ,510 Labor Street ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C80CE4324E5025BC0C85A2878CE5E4340
620092,029-000510-036769,NULL,-107.59368366,38.87189110,510, , ,NULL,5Th,Street, , , ,510 5Th Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CB4604BBDFEE55AC0A0E548ED996F4340
620093,029-000510-036770,NULL,-107.59375021,38.86864918,510, , ,NULL,3Rd,Street, , , ,510 3Rd Street ,Paonia,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010CB05673D4FFE55AC0407221B22F6F4340
620094,029-005096-036771,NULL,-107.96856167,38.72802786,5096, , ,NULL,Vista,Court, ,NULL, ,5096 Vista Court ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C680A5FBDFCFD5AC098A44FD12F5D4340
620095,029-005095-036772,NULL,-107.97077448,38.72754477,5095, , ,NULL,Vista,Court, ,NULL, ,5095 Vista Court ,Delta,NULL,NULL,NULL,2019-02-07 00:00:00.0000000,ACTIVE,NO CHANGE,Delta,0xAD100000010C70D593FE20FE5AC04818EFFC1F5D4340
