"1896616","-104.71190094","40.43097458","316",""," "," ","21St Avenue","Court"," ",""," ","316 21St Avenue Court ","Greeley","80631","Weld"
"1896617","-104.7798707","40.43132923","236",""," "," ","63Rd","Avenue"," ",""," ","236 63Rd Avenue ","Greeley","80634","Weld"
"1896618","-104.71283456","40.43099016","314",""," "," ","21St Avenue","Place"," ",""," ","314 21St Avenue Place ","Greeley","80631","Weld"
"1896619","-104.70952411","40.43089527","315",""," "," ","19Th Avenue","Court"," ",""," ","315 19Th Avenue Court ","Greeley","80631","Weld"
"1896620","-104.75568886","40.43125125","218",""," "," ","47Th Avenue","Court"," ",""," ","218 47Th Avenue Court ","Greeley","80634","Weld"
"1896621","-104.70732233","40.43093362","312",""," "," ","18Th","Avenue"," ",""," ","312 18Th Avenue ","Greeley","80631","Weld"
"1896622","-104.69947087","40.43091832","306",""," "," ","13Th","Avenue"," ",""," ","306 13Th Avenue ","Greeley","80631","Weld"
"1896623","-104.71997101","40.43099623","328",""," "," ","25Th","Avenue"," ",""," ","328 25Th Avenue ","Greeley","80631","Weld"
"1896624","-104.74186549","40.43087803","218",""," "," ","38Th","Avenue"," ",""," ","218 38Th Avenue ","Greeley","80634","Weld"
"1896625","-104.74681997","40.43113679","237",""," "," ","42Nd","Avenue"," ",""," ","237 42Nd Avenue ","Greeley","80634","Weld"
"1896626","-104.72049785","40.43100048","323",""," "," ","25Th","Avenue"," ",""," ","323 25Th Avenue ","Greeley","80631","Weld"
"1896627","-104.76544481","40.43129314","229",""," "," ","51St","Avenue"," ",""," ","229 51St Avenue ","Greeley","80634","Weld"
"1896628","-104.69298355","40.43082021","313",""," "," ","9Th","Avenue"," ",""," ","313 9Th Avenue ","Greeley","80631","Weld"
"1896629","-104.757307","40.43120298","223",""," "," ","48Th","Avenue"," ",""," ","223 48Th Avenue ","Greeley","80634","Weld"
"1896630","-104.71692914","40.43094656","309",""," "," ","23Rd Avenue","Court"," ",""," ","309 23Rd Avenue Court ","Greeley","80631","Weld"
"1896631","-104.70988232","40.4306898","1975",""," "," ","4Th","Street"," ",""," ","1975 4Th Street ","Greeley","80631","Weld"
"1896632","-104.71087304","40.43080518","316",""," "," ","21St","Avenue"," ",""," ","316 21St Avenue ","Greeley","80631","Weld"
"1896633","-104.69402086","40.43077831","310",""," "," ","10Th","Avenue"," ",""," ","310 10Th Avenue ","Greeley","80631","Weld"
"1896634","-104.7049678","40.4308667","233",""," "," ","16Th","Avenue"," ",""," ","233 16Th Avenue ","Greeley","80631","Weld"
"1896635","-104.70904571","40.43088696","312",""," "," ","19Th Avenue","Court"," ",""," ","312 19Th Avenue Court ","Greeley","80631","Weld"
"1896636","-104.71341734","40.43090472","313",""," "," ","21St Avenue","Place"," ",""," ","313 21St Avenue Place ","Greeley","80631","Weld"
"1896637","-104.7567245","40.43118161","224",""," "," ","48Th","Avenue"," ",""," ","224 48Th Avenue ","Greeley","80634","Weld"
"1896638","-104.70099111","40.43082236","312",""," "," ","14Th","Avenue"," ",""," ","312 14Th Avenue ","Greeley","80631","Weld"
"1896639","-104.73028872","40.43100268","346",""," "," ","32Nd","Avenue"," ",""," ","346 32Nd Avenue ","Greeley","80631","Weld"
"1896640","-104.71633445","40.43089883","310",""," "," ","23Rd Avenue","Court"," ",""," ","310 23Rd Avenue Court ","Greeley","80631","Weld"
"1896641","-104.72885801","40.43096813","3027",""," "," ","3Rd Street","Road"," ",""," ","3027 3Rd Street Road ","Greeley","80631","Weld"
"1896642","-104.69223774","40.43074179","312",""," "," ","9Th","Avenue"," ",""," ","312 9Th Avenue ","Greeley","80631","Weld"
"1896643","-104.72929711","40.4309817","352",""," "," ","31St","Avenue"," ",""," ","352 31St Avenue ","Greeley","80631","Weld"
"1896644","-104.70059424","40.43084335","311",""," "," ","13Th","Avenue"," ",""," ","311 13Th Avenue ","Greeley","80631","Weld"
"1896645","-104.7081635","40.4308285","316",""," "," ","19Th","Avenue"," ",""," ","316 19Th Avenue ","Greeley","80631","Weld"
"1896647","-104.73096172","40.43100142","349",""," "," ","32Nd","Avenue"," ",""," ","349 32Nd Avenue ","Greeley","80631","Weld"
"1896648","-104.70782273","40.43082561","317",""," "," ","18Th","Avenue"," ",""," ","317 18Th Avenue ","Greeley","80631","Weld"
"1896649","-104.75270061","40.43106956","204",""," "," ","46Th","Avenue"," ",""," ","204 46Th Avenue ","Greeley","80634","Weld"
"1896650","-104.75628038","40.43112686","221",""," "," ","47Th Avenue","Court"," ",""," ","221 47Th Avenue Court ","Greeley","80634","Weld"
"1896651","-104.69829184","40.43078759","315",""," "," ","12Th","Avenue"," ",""," ","315 12Th Avenue ","Greeley","80631","Weld"
"1896652","-104.73126469","40.43098706","350",""," "," ","33Rd","Avenue"," ",""," ","350 33Rd Avenue ","Greeley","80631","Weld"
"1896653","-104.77052171","40.43110581","5513",""," "," ","3Rd","Street"," ",""," ","5513 3Rd Street ","Greeley","80634","Weld"
"1896654","-104.69765624","40.43081018","310",""," "," ","12Th","Avenue"," ",""," ","310 12Th Avenue ","Greeley","80631","Weld"
"1896655","-104.77206824","40.43120516","214",""," "," ","57Th","Avenue"," ",""," ","214 57Th Avenue ","Greeley","80634","Weld"
"1896656","-104.73194763","40.43098968","347",""," "," ","33Rd","Avenue"," ",""," ","347 33Rd Avenue ","Greeley","80631","Weld"
"1896657","-104.74732735","40.43103237","236",""," "," ","43Rd","Avenue"," ",""," ","236 43Rd Avenue ","Greeley","80634","Weld"
"1896658","-104.73230032","40.4309909","348",""," "," ","34Th","Avenue"," ",""," ","348 34Th Avenue ","Greeley","80631","Weld"
"1896659","-104.70864307","40.43082145","317",""," "," ","19Th","Avenue"," ",""," ","317 19Th Avenue ","Greeley","80631","Weld"
"1896660","-104.72276211","40.43094085","329",""," "," ","26Th","Avenue"," ",""," ","329 26Th Avenue ","Greeley","80631","Weld"
"1896661","-104.76485904","40.43119058","234",""," "," ","51St","Avenue"," ",""," ","234 51St Avenue ","Greeley","80634","Weld"
"1896662","-104.75487759","40.43096058","4634",""," "," ","2Nd","Street"," ",""," ","4634 2Nd Street ","Greeley","80634","Weld"
"1896663","-104.74258277","40.43084133","201",""," "," ","38Th","Avenue"," ",""," ","201 38Th Avenue ","Greeley","80634","Weld"
"1896664","-104.72221777","40.43090406","330",""," "," ","26Th","Avenue"," ",""," ","330 26Th Avenue ","Greeley","80631","Weld"
"1896665","-104.69293957","40.4307438","315",""," "," ","9Th","Avenue"," ",""," ","315 9Th Avenue ","Greeley","80631","Weld"
"1896666","-104.69944529","40.43079995","308",""," "," ","13Th","Avenue"," ",""," ","308 13Th Avenue ","Greeley","80631","Weld"
"1896667","-104.76972249","40.43104272","5506",""," "," ","3Rd","Street"," ",""," ","5506 3Rd Street ","Greeley","80634","Weld"
"1896668","-104.76924911","40.4311735","303",""," "," ","54Th","Avenue"," ",""," ","303 54Th Avenue ","Greeley","80634","Weld"
"1896669","-104.75317005","40.43106294","4602",""," "," ","2Nd","Street"," ",""," ","4602 2Nd Street ","Greeley","80634","Weld"
"1896670","-104.7298563","40.43092202","3115",""," "," ","3Rd Street","Road"," ",""," ","3115 3Rd Street Road ","Greeley","80631","Weld"
"1896671","-104.75459937","40.43102035","4630",""," "," ","2Nd","Street"," ",""," ","4630 2Nd Street ","Greeley","80634","Weld"
"1896672","-104.70446965","40.43080038","234",""," "," ","16Th","Avenue"," ",""," ","234 16Th Avenue ","Greeley","80631","Weld"
"1896673","-104.75873195","40.43112034","230",""," "," ","49Th","Avenue"," ",""," ","230 49Th Avenue ","Greeley","80634","Weld"
"1896674","-104.76007571","40.43107222","4918",""," "," ","2Nd Street","Road"," ",""," ","4918 2Nd Street Road ","Greeley","80634","Weld"
"1896675","-104.72826801","40.43091102","334",""," "," ","30Th","Avenue"," ",""," ","334 30Th Avenue ","Greeley","80631","Weld"
"1896676","-104.74959328","40.43096695","4327",""," "," ","3Rd","Street"," ",""," ","4327 3Rd Street ","Greeley","80634","Weld"
"1896677","-104.7543873","40.43103295","4626",""," "," ","2Nd","Street"," ",""," ","4626 2Nd Street ","Greeley","80634","Weld"
"1896678","-104.77145258","40.43113115","225",""," "," ","56Th","Avenue"," ",""," ","225 56Th Avenue ","Greeley","80634","Weld"
"1896679","-104.75341496","40.4310401","4608",""," "," ","2Nd","Street"," ",""," ","4608 2Nd Street ","Greeley","80634","Weld"
"1896680","-104.72572614","40.43074444","2801",""," "," ","4Th","Street"," ",""," ","2801 4Th Street ","Greeley","80631","Weld"
"1896681","-104.77958623","40.43112743","6282",""," "," ","2Nd","Street"," ",""," ","6282 2Nd Street ","Greeley","80634","Weld"
"1896682","-104.74936928","40.43093682","4323",""," "," ","3Rd","Street"," ",""," ","4323 3Rd Street ","Greeley","80634","Weld"
"1896683","-104.7498592","40.43094076","4331",""," "," ","3Rd","Street"," ",""," ","4331 3Rd Street ","Greeley","80634","Weld"
"1896684","-104.7540826","40.43101277","4622",""," "," ","2Nd","Street"," ",""," ","4622 2Nd Street ","Greeley","80634","Weld"
"1896685","-104.72088017","40.43082015","334",""," "," ","25Th Avenue","Court"," ",""," ","334 25Th Avenue Court ","Greeley","80631","Weld"
"1896686","-104.75831953","40.43106985","227",""," "," ","48Th Avenue","Court"," ",""," ","227 48Th Avenue Court ","Greeley","80634","Weld"
"1896687","-104.75363052","40.43099012","4612",""," "," ","2Nd","Street"," ",""," ","4612 2Nd Street ","Greeley","80634","Weld"
"1896688","-104.75389917","40.43104107","4618",""," "," ","2Nd","Street"," ",""," ","4618 2Nd Street ","Greeley","80634","Weld"
"1896689","-104.74796616","40.43093715","239",""," "," ","43Rd","Avenue"," ",""," ","239 43Rd Avenue ","Greeley","80634","Weld"
"1896690","-104.76869318","40.43111586","302",""," "," ","54Th","Avenue"," ",""," ","302 54Th Avenue ","Greeley","80634","Weld"
"1896691","-104.71997398","40.43082829","332",""," "," ","25Th","Avenue"," ",""," ","332 25Th Avenue ","Greeley","80631","Weld"
"1896692","-104.75009009","40.43093441","4335",""," "," ","3Rd","Street"," ",""," ","4335 3Rd Street ","Greeley","80634","Weld"
"1896693","-104.72050545","40.43083558","329",""," "," ","25Th","Avenue"," ",""," ","329 25Th Avenue ","Greeley","80631","Weld"
"1896694","-104.78006297","40.43112954","256",""," "," ","63Rd","Avenue"," ",""," ","256 63Rd Avenue ","Greeley","80634","Weld"
"1896695","-104.75574277","40.43106776","226",""," "," ","47Th Avenue","Court"," ",""," ","226 47Th Avenue Court ","Greeley","80634","Weld"
"1896696","-104.71690521","40.43084069","313",""," "," ","23Rd Avenue","Court"," ",""," ","313 23Rd Avenue Court ","Greeley","80631","Weld"
