"790000","-104.98231428","39.7163451","8","","South","","Logan","Street","","","","8 South Logan Street","","","Denver"
"790001","-105.10463001","39.62799786","4875","","South","","Holland","Street","","","","4875 South Holland Street","","","Denver"
"790002","-104.98897367","39.71274769","54","","West","","Cedar","Avenue","","","","54 West Cedar Avenue","","","Denver"
"790003","-104.82579753","39.78103009","14413","","East","","Andrews","Drive","","","","14413 East Andrews Drive","","","Denver"
"790004","-105.01010379","39.70181523","815","","South","","Shoshone","Street","","","","815 South Shoshone Street","","","Denver"
"790005","-104.93316791","39.74866665","2067","","North","","Dexter","Street","","","","2067 North Dexter Street","","","Denver"
"790006","-104.91039347","39.72022339","210","","North","","Niagara","Street","","","","210 North Niagara Street","","","Denver"
"790007","-104.97684176","39.78474646","4838","","North","","Clarkson","Street","","","","4838 North Clarkson Street","","","Denver"
"790008","-105.00981479","39.70960793","1547","","West","","Dakota","Avenue","","","","1547 West Dakota Avenue","","","Denver"
"790009","-104.92971579","39.75989457","2985","","North","","Elm","Street","","","","2985 North Elm Street","","","Denver"
"790010","-105.04224357","39.69951787","938","","South","","Raleigh","Street","","","","938 South Raleigh Street","","","Denver"
"790011","-104.97377402","39.69145396","1381","","South","","Downing","Street","","","","1381 South Downing Street","","","Denver"
"790012","-105.00243036","39.730927","918","","North","","Mariposa","Street","","","","918 North Mariposa Street","","","Denver"
"790013","-105.03612861","39.75684812","2705","","North","","Meade","Street","","","","2705 North Meade Street","","","Denver"
"790014","-105.03309364","39.76768255","3433","","West","","37Th","Avenue","","","","3433 West 37Th Avenue","","","Denver"
"790015","-104.96723217","39.66240908","3033","","South","","Williams","Street","","","","3033 South Williams Street","","","Denver"
"790016","-105.04820469","39.7559149","2658","","North","","Wolff","Street","","","","2658 North Wolff Street","","","Denver"
"790017","-104.96270361","39.78305488","4755","","North","","Vine","Street","","","","4755 North Vine Street","","","Denver"
"790018","-104.97424991","39.7000297","902","","South","","Corona","Street","","","","902 South Corona Street","","","Denver"
"790019","-104.82760491","39.77696371","14439","","East","","44Th","Avenue","","","","14439 East 44Th Avenue","","","Denver"
"790020","-104.93584395","39.74183554","1621","","North","","Clermont","Street","","","","1621 North Clermont Street","","","Denver"
"790021","-104.95691193","39.67317301","2431","","East","","Wesley","Avenue","","","","2431 East Wesley Avenue","","","Denver"
"790022","-104.74816178","39.77553882","20724","","East","","Mitchell","Place","","","","20724 East Mitchell Place","","","Denver"
"790023","-104.95687378","39.66157375","3055","","South","","Clayton","Street","","","","3055 South Clayton Street","","","Denver"
"790024","-104.97542928","39.70723316","500","","South","","Ogden","Street","","","","500 South Ogden Street","","","Denver"
"790025","-104.9569137","39.67707688","2171","","South","","Columbine","Street","","","","2171 South Columbine Street","","","Denver"
"790026","-104.94705182","39.72029434","240","","North","","Cook","Street","","","","240 North Cook Street","","","Denver"
"790027","-104.91440317","39.70833702","449","","South","","Locust","Street","","","","449 South Locust Street","","","Denver"
"790028","-104.9832123","39.70880498","431","","South","","Logan","Street","","","","431 South Logan Street","","","Denver"
"790029","-104.80741924","39.78794853","15581","","East","","51St","Avenue","","","","15581 East 51St Avenue","","","Denver"
"790030","-105.04016841","39.77214669","4030","","North","","Quitman","Street","","","","4030 North Quitman Street","","","Denver"
"790031","-104.84051562","39.7978512","12701","","East","","Randolph","Place","","","","12701 East Randolph Place","","","Denver"
"790032","-105.10400865","39.62863818","9423","","West","","Saratoga","Place","","","","9423 West Saratoga Place","","","Denver"
"790033","-104.94278634","39.67798557","3908","","East","","Evans","Avenue","","","","3908 East Evans Avenue","","","Denver"
"790034","-104.84351841","39.78997541","5152","","North","","Scranton","Street","","","","5152 North Scranton Street","","","Denver"
"790035","-104.90659591","39.74343768","1690","","North","","Olive","Street","","","","1690 North Olive Street","","","Denver"
"790036","-105.04613661","39.75643143","4525","","West","","27Th","Avenue","","","","4525 West 27Th Avenue","","","Denver"
"790037","-104.93343486","39.78062138","4611","","East","","46Th","Avenue","","","","4611 East 46Th Avenue","","","Denver"
"790038","-104.97875919","39.7574164","815","","","","28Th","Street","","","","815 28Th Street","","","Denver"
"790039","-104.96436636","39.77173836","3918","","North","","High","Street","","","","3918 North High Street","","","Denver"
"790040","-104.96138009","39.73627523","1265","","North","","Gaylord","Street","","","","1265 North Gaylord Street","","","Denver"
"790041","-104.9505376","39.6692148","2600","","South","","Saint Paul","Street","","","","2600 South Saint Paul Street","","","Denver"
"790042","-104.93128522","39.71813549","100","","North","","Dahlia","Street","","","","100 North Dahlia Street","","","Denver"
"790043","-105.03877699","39.75328148","3925","","West","","Byron","Place","","","","3925 West Byron Place","","","Denver"
