672260,031-000506-356611,NULL,-105.04302890,39.70766390,506,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,506 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C5C61C1FDC0425AC0B8B37AB794DA4340
672261,031-000570-356612,NULL,-105.04293130,39.70630243,570,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,570 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF086BA63BF425AC03056D11568DA4340
672262,031-000572-356613,NULL,-105.04285853,39.70629980,572,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,572 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C58CEAF2ABE425AC0406B601368DA4340
672263,031-000584-356614,NULL,-105.04292569,39.70601650,584,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,584 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CAC87B74DBF425AC020099ABA5EDA4340
672264,031-000596-356615,NULL,-105.04285089,39.70586081,596,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,596 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CC0B2E018BE425AC0A8038EAE59DA4340
672265,031-000594-356616,NULL,-105.04294287,39.70586273,594,NULL,South,NULL,Stuart,Street,NULL,NULL,NULL,594 South Streetuart St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CC8A88A8DBF425AC0280B75B159DA4340
672266,031-000353-356617,NULL,-105.03988748,39.71032954,353,NULL,South,NULL,Perry,Street,NULL,NULL,NULL,353 South Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CC87A62848D425AC0C04D301DECDA4340
672267,031-000685-356618,NULL,-105.03994201,39.70434559,685,NULL,South,NULL,Perry,Street,NULL,NULL,NULL,685 South Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C7F99648E425AC06048540328DA4340
672268,031-000687-356619,NULL,-105.04007445,39.70434610,687,NULL,South,NULL,Perry,Street,NULL,NULL,NULL,687 South Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C048D0D9B90425AC07027C20728DA4340
672269,031-000433-356620,NULL,-105.03871932,39.70867644,433,NULL,South,NULL,Osceola,Street,NULL,NULL,NULL,433 South Osceola Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CFC89675C7A425AC068C13EE6B5DA4340
672270,031-000435-356621,NULL,-105.03871962,39.70876027,435,NULL,South,NULL,Osceola,Street,NULL,NULL,NULL,435 South Osceola Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C5065F7687A425AC048F93FB0B8DA4340
672271,031-002160-356622,NULL,-105.00163278,39.67731875,2160,NULL,South,NULL,Lipan,Street,NULL,NULL,NULL,2160 South Lipan Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE4590AC71A405AC03076A462B2D64340
672272,031-001543-356623,NULL,-104.99465365,39.74634147,1543,NULL,NULL,NULL,Champa,Street,NULL,NULL,NULL,1543 Champa Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF0F4C167A83F5AC0483D0F1E88DF4340
672273,031-004606-356624,NULL,-105.04725053,39.70711366,4606,NULL,West,NULL,Bingham,Place,NULL,NULL,NULL,4606 West Bingham Place,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB843432C06435AC0F88872B882DA4340
672274,031-002807-356625,NULL,-105.05000410,39.75766233,2807,NULL,North,NULL,Xavier,Street,NULL,NULL,NULL,2807 North Xavier Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C384DB24A33435AC040641415FBE04340
672275,031-001245-356626,NULL,-104.95776618,39.73597586,1245,NULL,North,NULL,Columbine,Street,NULL,Unit,404,1245 North Columbine Street Unit 404,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C207D7C0A4C3D5AC04843057534DE4340
672276,031-001245-356627,NULL,-104.95776618,39.73597586,1245,NULL,North,NULL,Columbine,Street,NULL,Unit,306,1245 North Columbine Street Unit 306,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C207D7C0A4C3D5AC04843057534DE4340
672277,031-001245-356628,NULL,-104.95776618,39.73597586,1245,NULL,North,NULL,Columbine,Street,NULL,Unit,103,1245 North Columbine Street Unit 103,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C207D7C0A4C3D5AC04843057534DE4340
672278,031-001245-356629,NULL,-104.95776618,39.73597586,1245,NULL,North,NULL,Columbine,Street,NULL,Unit,102,1245 North Columbine Street Unit 102,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C207D7C0A4C3D5AC04843057534DE4340
672279,031-001245-356630,NULL,-104.95776618,39.73597586,1245,NULL,North,NULL,Columbine,Street,NULL,Unit,407,1245 North Columbine Street Unit 407,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C207D7C0A4C3D5AC04843057534DE4340
672280,031-000738-356631,NULL,-104.91725410,39.70316254,738,NULL,South,NULL,Kearney,Street,NULL,NULL,NULL,738 South Kearney Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CCC678A4AB43A5AC040F2DF3A01DA4340
672281,031-003758-356632,NULL,-105.00504494,39.76903941,3758,NULL,North,NULL,Osage,Street,NULL,Unit,101,3758 North Osage Street Unit 101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C94A2FCA752405AC0005921E26FE24340
672282,031-003758-356633,NULL,-105.00504494,39.76903941,3758,NULL,North,NULL,Osage,Street,NULL,Unit,102,3758 North Osage Street Unit 102,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C94A2FCA752405AC0005921E26FE24340
672283,031-001279-356634,NULL,-104.98265300,39.73665091,1279,NULL,North,NULL,Logan,Street,NULL,NULL,NULL,1279 North Logan Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE0484EC3E33E5AC06881E5914ADE4340
672284,031-001260-356635,NULL,-104.99228757,39.73677805,1260,NULL,North,NULL,Delaware,Street,NULL,NULL,NULL,1260 North Delaware Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CBCA09CA0813F5AC0E81AD4BB4EDE4340
672285,031-001698-356636,NULL,-105.00252837,39.75498970,1698,NULL,NULL,NULL,Bassett,Street,NULL,NULL,NULL,1698 Bassett Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C34FD417329405AC0404F2280A3E04340
672286,031-000264-356637,NULL,-104.97305357,39.71168365,264,NULL,South,NULL,Downing,Street,NULL,NULL,NULL,264 South Downing Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CDC2C7C82463E5AC090EC287318DB4340
672287,031-001555-356638,NULL,-105.00990622,39.75839360,1555,NULL,NULL,NULL,Central,Street,NULL,Unit,208,1555 Central Street Unit 208,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C80EBBC53A2405AC0B87B2B1213E14340
672288,031-001555-356639,NULL,-105.00981652,39.75843365,1555,NULL,NULL,NULL,Central,Street,NULL,Unit,207,1555 Central Street Unit 207,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C4496BACEA0405AC0A87F505114E14340
672289,031-001555-356640,NULL,-105.00983007,39.75833305,1555,NULL,NULL,NULL,Central,Street,NULL,Unit,206,1555 Central Street Unit 206,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE4AA4C0DA1405AC0F020CE1411E14340
672290,031-001555-356641,NULL,-105.01000147,39.75847827,1555,NULL,NULL,NULL,Central,Street,NULL,Unit,312,1555 Central Street Unit 312,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA03D1FE4A3405AC0187E5EC815E14340
672291,031-001555-356642,NULL,-105.00995532,39.75843689,1555,NULL,NULL,NULL,Central,Street,NULL,Unit,310,1555 Central Street Unit 310,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C74487614A3405AC03896306D14E14340
672292,031-003107-356643,NULL,-104.95097513,39.74045761,3107,NULL,East,NULL,Colfax,Avenue,NULL,NULL,NULL,3107 East Colfax Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB4F5CEC6DC3C5AC098A09450C7DE4340
672293,031-002804-356644,NULL,-104.95161088,39.75101613,2804,NULL,East,NULL,23Rd,Avenue,NULL,NULL,NULL,2804 East 23Rd Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C28405531E73C5AC028F8E14B21E04340
672294,031-004105-356645,NULL,-104.74430104,39.77294452,4105,NULL,North,NULL,Lisbon,Street,NULL,NULL,NULL,4105 North Lisbon Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1084D7A0A22F5AC0E88295D8EFE24340
672295,031-019505-356646,NULL,-104.75883612,39.77243022,19505,NULL,East,NULL,41St,Avenue,NULL,NULL,NULL,19505 East 41St Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF8AD60C590305AC0903A4CFEDEE24340
672296,031-002718-356647,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,208,2718 West 28Th Avenue # 208,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672297,031-000350-356648,NULL,-104.97994724,39.74985448,350,NULL,NULL,NULL,24Th,Street,NULL,#,104,350 24Th Street # 104,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C2045A674B73E5AC078E2453BFBDF4340
672298,031-000350-356649,NULL,-104.97994724,39.74985448,350,NULL,NULL,NULL,24Th,Street,NULL,#,105,350 24Th Street # 105,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C2045A674B73E5AC078E2453BFBDF4340
672299,031-000305-356650,NULL,-104.98018242,39.74931470,305,NULL,NULL,NULL,Park,Avenue,West,#,220,305 Park Avenue West # 220,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C4448084FBB3E5AC0004F478BE9DF4340
672300,031-000305-356651,NULL,-104.98018242,39.74931470,305,NULL,NULL,NULL,Park,Avenue,West,#,301,305 Park Avenue West # 301,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C4448084FBB3E5AC0004F478BE9DF4340
672301,031-000305-356652,NULL,-104.98018242,39.74931470,305,NULL,NULL,NULL,Park,Avenue,West,#,302,305 Park Avenue West # 302,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C4448084FBB3E5AC0004F478BE9DF4340
672302,031-001937-356653,NULL,-104.98194301,39.68141490,1937,NULL,South,NULL,Pennsylvania,Street,NULL,NULL,NULL,1937 South Pennsylvania Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD8C48027D83E5AC0301B799A38D74340
672303,031-001632-356654,NULL,-104.96702053,39.74223070,1632,NULL,North,NULL,Gilpin,Street,NULL,NULL,NULL,1632 North Gilpin Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C849411AAE33D5AC0A868566A01DF4340
672304,031-001622-356655,NULL,-104.96670588,39.74198769,1622,NULL,North,NULL,Gilpin,Street,NULL,NULL,NULL,1622 North Gilpin Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9C025982DE3D5AC098D9D873F9DE4340
672305,031-001618-356656,NULL,-104.96685879,39.74198838,1618,NULL,North,NULL,Gilpin,Street,NULL,NULL,NULL,1618 North Gilpin Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF880AD03E13D5AC0600EA979F9DE4340
672306,031-001616-356657,NULL,-104.96694370,39.74204642,1616,NULL,North,NULL,Gilpin,Street,NULL,NULL,NULL,1616 North Gilpin Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C88A0CC67E23D5AC0C86A8060FBDE4340
672307,031-001614-356658,NULL,-104.96701167,39.74199182,1614,NULL,North,NULL,Gilpin,Street,NULL,NULL,NULL,1614 North Gilpin Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C48D1F084E33D5AC018F57D96F9DE4340
672308,031-003921-356659,NULL,-104.99960693,39.77095250,3921,NULL,North,NULL,Jason,Street,NULL,NULL,NULL,3921 North Jason Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C7C52468CF93F5AC08013818CAEE24340
672309,031-003907-356660,NULL,-104.99837093,39.77071898,3907,NULL,North,NULL,Inca,Street,NULL,NULL,NULL,3907 North Inca Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C3C9EA54AE53F5AC0F06CFEE8A6E24340
672310,031-001840-356661,NULL,-105.00899625,39.77998172,1840,NULL,West,NULL,46Th,Avenue,NULL,NULL,NULL,1840 West 46Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CFCA3116193405AC01047EF72D6E34340
672311,031-004577-356662,NULL,-105.00688076,39.77963272,4577,NULL,North,NULL,Pecos,Street,NULL,NULL,NULL,4577 North Pecos Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9C0303BC70405AC010343F01CBE34340
672312,031-001045-356663,NULL,-104.95193897,39.73295686,1045,NULL,North,NULL,Milwaukee,Street,NULL,NULL,NULL,1045 North Milwaukee Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C8C05F997EC3C5AC02865ED84D1DD4340
672313,031-007149-356664,NULL,-104.90454339,39.72256860,7149,NULL,East,NULL,4Th,Avenue,NULL,NULL,NULL,7149 East 4Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9CD5FA09E4395AC0F8A5C5207DDC4340
672314,031-004360-356665,NULL,-105.03777180,39.77627985,4360,NULL,North,NULL,Osceola,Street,NULL,NULL,NULL,4360 North Osceola Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C20A66CDA6A425AC060B455235DE34340
672315,031-004334-356666,NULL,-105.02481261,39.77600589,4334,NULL,North,NULL,Federal,Boulevard,NULL,#,101,4334 North Federal Boulevard # 101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9C1EA18796415AC0E01D402954E34340
672316,031-001438-356667,NULL,-104.96811802,39.73912527,1438,NULL,North,NULL,Franklin,Street,NULL,#,200,1438 North Franklin Street # 200,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF84543A5F53D5AC0102627A89BDE4340
672317,031-001438-356668,NULL,-104.96811802,39.73912527,1438,NULL,North,NULL,Franklin,Street,NULL,#,210,1438 North Franklin Street # 210,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CF84543A5F53D5AC0102627A89BDE4340
672318,031-003033-356669,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,101,3033 Blake Street # 101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672319,031-003033-356670,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,102,3033 Blake Street # 102,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672320,031-003033-356671,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,103,3033 Blake Street # 103,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672321,031-003033-356672,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,104,3033 Blake Street # 104,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672322,031-003033-356673,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,105,3033 Blake Street # 105,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672323,031-003033-356674,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,106,3033 Blake Street # 106,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672324,031-003033-356675,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,107,3033 Blake Street # 107,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672325,031-003033-356676,NULL,-104.98187725,39.76445126,3033,NULL,NULL,NULL,Blake,Street,NULL,#,108,3033 Blake Street # 108,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C49AC13D73E5AC080A8E789D9E14340
672326,031-000860-356677,NULL,-104.99829329,39.72872419,860,NULL,West,NULL,8Th,Avenue,NULL,NULL,NULL,860 West 8Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C303D8C09E43F5AC098C78FD546DD4340
672327,031-000776-356678,NULL,-104.99849939,39.72877755,776,NULL,North,NULL,Santa Fe,Drive,NULL,NULL,NULL,776 North Santa Fe Drive,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA897DD68E73F5AC0F0B8759248DD4340
672328,031-000774-356679,NULL,-104.99850987,39.72870547,774,NULL,North,NULL,Santa Fe,Drive,NULL,NULL,NULL,774 North Santa Fe Drive,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C44A8BC97E73F5AC00028203C46DD4340
672329,031-001316-356680,NULL,-104.94909625,39.73716428,1316,NULL,North,NULL,Steele,Street,NULL,NULL,NULL,1316 North Streeteele St,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C90E6DDF8BD3C5AC0806624705BDE4340
672330,031-002914-356681,NULL,-105.03895740,39.75884130,2914,NULL,North,NULL,Perry,Street,NULL,NULL,NULL,2914 North Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB44A27477E425AC0D8E12EB621E14340
672331,031-002912-356682,NULL,-105.03897206,39.75877547,2912,NULL,North,NULL,Perry,Street,NULL,NULL,NULL,2912 North Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD058A4847E425AC0A09FFE8D1FE14340
672332,031-002141-356683,NULL,-105.03963690,39.74961170,2141,NULL,North,NULL,Perry,Street,NULL,NULL,NULL,2141 North Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1C15326989425AC0403FB646F3DF4340
672333,031-002143-356684,NULL,-105.03964006,39.74967211,2143,NULL,North,NULL,Perry,Street,NULL,NULL,NULL,2143 North Perry Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C6808727689425AC0F0246F41F5DF4340
672334,031-002718-356685,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,209,2718 West 28Th Avenue # 209,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672335,031-002718-356686,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,210,2718 West 28Th Avenue # 210,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672336,031-002718-356687,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,211,2718 West 28Th Avenue # 211,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672337,031-002718-356688,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,212,2718 West 28Th Avenue # 212,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672338,031-002718-356689,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,214,2718 West 28Th Avenue # 214,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672339,031-002718-356690,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,216,2718 West 28Th Avenue # 216,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672340,031-002718-356691,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,218,2718 West 28Th Avenue # 218,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672341,031-002718-356692,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,220,2718 West 28Th Avenue # 220,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672342,031-002718-356693,NULL,-105.02096887,39.75693839,2718,NULL,West,NULL,28Th,Avenue,NULL,#,222,2718 West 28Th Avenue # 222,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0A5CF8D57415AC008C66A5BE3E04340
672343,031-000678-356694,NULL,-105.04181871,39.70525938,678,NULL,South,NULL,Raleigh,Street,NULL,NULL,NULL,678 South Raleigh Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA4196428AD425AC0108F71F045DA4340
672344,031-000925-356695,NULL,-104.98073071,39.69976474,925,NULL,South,NULL,Pearl,Street,NULL,NULL,NULL,925 South Pearl Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CFC1CB94AC43E5AC0200A1FE491D94340
672345,031-000926-356696,NULL,-104.99920557,39.73195920,926,NULL,West,NULL,10Th,Avenue,NULL,NULL,NULL,926 West 10Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CFC91A0FAF23F5AC0B02552D7B0DD4340
