540062,013-004929-091316,NULL,-105.28509231,40.06452311,4929,NULL, ,NULL,10Th, ,NULL, , ,4929 10Th ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C402BD4F33E525AC070611E4B42084440
540063,013-006489-091317,NULL,-105.20238322,40.05844270,6489,NULL, ,NULL,Barnacle, ,NULL, , ,6489 Barnacle , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C8C91BCD8F34C5AC01027E00C7B074440
540064,013-005145-091318,NULL,-105.20751876,40.06781592,5145,NULL, ,NULL,63Rd, ,NULL, , ,5145 63Rd ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C68E0C3FC474D5AC038DD3331AE084440
540065,013-004300-091319,NULL,-105.23946225,39.99703354,4300,NULL, ,NULL,Chippewa, ,NULL, , ,4300 Chippewa ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF82A7A59534F5AC058117FCB9EFF4340
540066,013-002856-091320,NULL,-105.28521384,40.02782985,2856,NULL, ,NULL,9Th, ,NULL, , ,2856 9Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C88DD8DF140525AC02036ABED8F034440
540067,013-004365-091321,NULL,-105.23900444,39.99835546,4365,NULL, ,NULL,Comanche, ,NULL, , ,4365 Comanche ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C08A54BD94B4F5AC0A0639B1CCAFF4340
540068,013-000700-091322,NULL,-105.28747788,40.05225301,700,NULL, ,NULL,Utica, ,NULL, , ,700 Utica ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD860A10966525AC030D4083AB0064440
540069,013-002530-091323,NULL,-105.29129370,40.02247039,2530,NULL, ,NULL,4Th, ,NULL, , ,2530 4Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD8D4558EA4525AC0E0164B4FE0024440
540070,013-000418-091324,NULL,-105.29052385,40.06274468,418,NULL, ,NULL,Lee,Road,NULL, , ,418 Lee Road ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C4C9D58F197525AC05809910408084440
540071,013-000740-091325,NULL,-105.29027485,40.00110306,740,NULL, ,NULL,Flagstaff, ,NULL, , ,740 Flagstaff ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD8ADF3DC93525AC0D8DE1C2524004440
