2390037,105-000228-002393,2623,-106.15335166,37.57865005,228,, ,,Bronk,Street, , , ,228 Bronk Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C2C1F7B83D0895AC0588D653411CA4240
2390038,105-000219-002394,2623,-106.14576681,37.57872783,219,, ,,Jefferson,Street, , , ,219 Jefferson Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C7498523E54895AC0D0DCEBC013CA4240
2390039,105-000220-002395,2623,-106.13227083,37.57886821,220,, ,,Alameda,Boulevard, , , ,220 Alameda Boulevard ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C800B0F2077885AC0B82C7D5A18CA4240
2390040,105-000218-002396,2623,-106.14773577,37.57871884,218,,,,Washington,Street,,,,218 Washington Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CDC71BF8074895AC010FC817513CA4240
2390041,105-000223-002397,2623,-106.13166702,37.57887962,223,, ,,Covey,Street, , , ,223 Covey Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C2437823B6D885AC018D940BA18CA4240
2390042,105-000224-002398,2623,-106.15195134,37.57868905,224,, ,,Dennis,Street, , , ,224 Dennis Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C680B1E92B9895AC058DB937B12CA4240
2390043,105-001020-002399,2623,-106.14439891,37.57876927,1020,,,,2Nd,Avenue,,,,1020 2Nd Avenue ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C2C60F2D43D895AC08024851C15CA4240
2390044,105-000216-002400,2623,-106.15052453,37.57871760,216,, ,,Batterson,Street, , , ,216 Batterson Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C5C40A131A2895AC060661F6B13CA4240
2390045,105-000244-002401,2623,-106.13658576,37.57885703,244,,,,Tyndal,Street,,,,244 Tyndal Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C64ED30D2BD885AC03003B0FC17CA4240
2390046,105-001020-002402,2623,-106.14501765,37.57877679,1020,,,,2Nd,Avenue,,,,1020 2Nd Avenue ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C2CE019F847895AC038389A5B15CA4240
2390047,105-000243-002403,2623,-106.13596599,37.57886760,243,, ,,Stallo,Street, , , ,243 Stallo Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C4466B6AAB3885AC0705B615518CA4240
2390048,105-000218-002404,2623,-106.14912498,37.57874025,218,,North,,Broadway, , , , ,218 North Broadway ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CF85284438B895AC08850172914CA4240
2390049,105-000221-002405,2623,-106.14711816,37.57876090,221,, ,,Adams,Street, , , ,221 Adams Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CBC2A45626A895AC050B44ED614CA4240
2390050,105-000222-002406,2623,-106.15466585,37.57869857,222,,,,Davis,Street,,,,222 Davis Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CB4E3970BE6895AC0B0E66FCB12CA4240
2390051,105-000217-002407,2623,-106.14990614,37.57875351,217,,South,,Broadway, , , , ,217 South Broadway ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C7C0BEA0F98895AC0203E579814CA4240
2390052,105-000210-002408,2623,-106.14638646,37.57879505,210,, ,,Adams,Street, , , ,210 Adams Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CBC9150655E895AC0D8F9C2F415CA4240
2390053,105-000242-002409,2623,-106.13518336,37.57891008,242,, ,,Stallo,Street, , , ,242 Stallo Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C549D1CD8A6885AC03033C5B919CA4240
2390054,105-000243-002410,2623,-106.13458098,37.57891880,243,,,,Faraday,Street,,,,243 Faraday Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C404F90F99C885AC010EED7021ACA4240
2390055,105-000219-002411,2623,-106.15134291,37.57876378,219,,,,Batterson,Street,,,,219 Batterson Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C9C3B2C9AAF895AC0504F75EE14CA4240
2390056,105-000225-002412,2623,-106.15824174,37.57870578,225,,,,Morris,Street,,,,225 Morris Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CBC51F3A1208A5AC0E067ED0713CA4240
2390057,105-000242-002413,2623,-106.13382213,37.57894569,242,,,,Faraday,Street,,,,242 Faraday Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C1008B38A90885AC0F0F17AE41ACA4240
2390058,105-000245-002414,2623,-106.13729070,37.57891834,245,, ,,Tyndal,Street, , , ,245 Tyndal Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C60EEF25EC9885AC0A88702FF19CA4240
2390059,105-000219-002415,2623,-106.15406200,37.57875630,219,,,,Bronk,Street,,,,219 Bronk Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CB8D0DB26DC895AC0586DBAAF14CA4240
2390060,105-000219-002416,2623,-106.15687644,37.57874170,219,,,,Dunham,Street,,,,219 Dunham Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CA07575430A8A5AC0F875453514CA4240
2390061,105-000219-002417,2623,-106.15545400,37.57875621,219,,,,Davis,Street,,,,219 Davis Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CB4BA58F5F2895AC058BE01AF14CA4240
2390062,105-000220-002418,2623,-106.15608866,37.57875225,220,,,,Dunham,Street,,,,220 Dunham Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C3CA44C5BFD895AC0908FC78D14CA4240
2390063,105-001305-002419,2623,-106.14104118,37.57891141,1305,, ,,Park,Avenue, , , ,1305 Park Avenue ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C6CCC94D106895AC060C3E4C419CA4240
2390064,105-000217-002420,2623,-106.15268934,37.57879843,217,,,,Dennis,Street,,,,217 Dennis Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C38377FA9C5895AC008C4211116CA4240
2390065,105-000215-002421,2623,-106.14711983,37.57887017,215,, ,,Adams,Street, , , ,215 Adams Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CFCD44D696A895AC0D8CCE76A18CA4240
2390066,105-000221-002422,2623,-106.13166929,37.57902608,221,, ,,Covey,Street, , , ,221 Covey Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C9C3D02456D885AC0C8F9C5861DCA4240
2390067,105-000214-002423,2623,-106.15194905,37.57883158,214,, ,,Dennis,Street, , , ,214 Dennis Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C9CCE7D88B9895AC0F867302717CA4240
2390068,105-000208-002424,2623,-106.15750561,37.57878538,208,,,,Morris,Street,,,,208 Morris Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C3C446D92148A5AC070D7B3A315CA4240
2390069,105-001106-002425,2623,-106.14368472,37.57892941,1106,, ,,2Nd,Avenue, , , ,1106 2Nd Avenue ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C08F75F2132895AC050E9E95B1ACA4240
2390070,105-000207-002426,2623,-106.14306619,37.57893541,207,, ,,Monroe,Street, , , ,207 Monroe Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CA4CD17FF27895AC0607C2B8E1ACA4240
2390071,105-000212-002427,2623,-106.14912722,37.57888557,212,, ,,Broadway,Street,South, , ,212 Broadway Street South ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C3810E34C8B895AC0A0E614EC18CA4240
2390072,105-000218-002428,2623,-106.13227361,37.57905183,218,, ,,Alameda,Boulevard, , , ,218 Alameda Boulevard ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CF81EB92B77885AC000AEC75E1ECA4240
2390073,105-000212-002429,2623,-106.15466281,37.57884559,212,,,,Davis,Street,,,,212 Davis Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C3C7ED4FEE5895AC0F8D4C79C17CA4240
2390074,105-000201-002430,2623,-106.14563728,37.57894653,201,, ,,Jefferson,Street, , , ,201 Jefferson Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CE45F021F52895AC0D03D7EEB1ACA4240
2390075,105-000950-002431,2623,-106.14590850,37.57894390,950,, ,,2Nd,Avenue, , , ,950 2Nd Avenue ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C94C7989056895AC080106AD51ACA4240
2390076,105-000416-002432,2623,-106.15317817,37.57887714,416,, ,,2Nd,Avenue, , , ,416 2Nd Avenue ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C5881CDABCD895AC068A56CA518CA4240
2390077,105-000215-002433,2623,-106.14850939,37.57892538,215,, ,,Washington,Street, , , ,215 Washington Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C3401832D81895AC098D0103A1ACA4240
2390078,105-000237-002434,2623,-106.13458268,37.57906805,237,,,,Faraday,Street,,,,237 Faraday Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CD098B0009D885AC05074E0E61ECA4240
2390079,105-000211-002435,2623,-106.15133194,37.57890852,211,, ,,Batterson,Street, , , ,211 Batterson Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C74FD246CAF895AC050CC9BAC19CA4240
2390080,105-000235-002436,2623,-106.13732726,37.57905456,235,, ,,Tyndal,Street, , , ,235 Tyndal Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C04B647F8C9885AC0280CB9751ECA4240
2390081,105-000230-002437,2623,-106.13382429,37.57909102,230,,,,Faraday,Street,,,,230 Faraday Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010CF888C59390885AC018B689A71FCA4240
2390082,105-000206-002438,2623,-106.14638924,37.57897641,206,, ,,Adams,Street, , , ,206 Adams Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C30A5FA705E895AC0C8E722E61BCA4240
2390083,105-000211-002439,2623,-106.15545218,37.57889029,211,,,,Davis,Street,,,,211 Davis Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C6439B2EDF2895AC0189DB51319CA4240
2390084,105-000404-002440,2623,-106.15343933,37.57891192,404,, ,,2Nd,Avenue, , , ,404 2Nd Avenue ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CC4C52DF3D1895AC0206C32C919CA4240
2390085,105-000211-002441,2623,-106.15687590,37.57887914,211,,,,Dunham,Street,,,,211 Dunham Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C744D3B410A8A5AC0C8C235B618CA4240
2390086,105-000210-002442,2623,-106.15608607,37.57888914,210,,,,Dunham,Street,,,,210 Dunham Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C94936E50FD895AC02873160A19CA4240
2390087,105-000234-002443,2623,-106.13793436,37.57906947,234,, ,,Lyell,Street, , , ,234 Lyell Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C744CA3EAD3885AC09878D2F21ECA4240
2390088,105-000211-002444,2623,-106.15824384,37.57888604,211,,,,Morris,Street,,,,211 Morris Street ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C7CB1C9AA208A5AC0E0CE0EF018CA4240
2390089,105-000604-002445,2623,-106.15052354,37.57896716,604,,,,2Nd,Avenue,,,,604 2Nd Avenue ,MONTE VISTA,81144,NULL,NULL,NULL,NULL,NULL,Rio Grande,0xAD100000010C5C2C792DA2895AC0006386981BCA4240
2390090,105-000201-002446,2623,-106.14712203,37.57901323,201,, ,,Adams,Street, , , ,201 Adams Street ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010CFCB182726A895AC058F5FC1A1DCA4240
2390091,105-000205-002447,2623,-106.14990521,37.57900190,205,,South,,Broadway, , , , ,205 South Broadway ,MONTE VISTA, ,NULL,NULL,2017-05-23 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Rio Grande,0xAD100000010C4851010C98895AC080DAFEBB1CCA4240
