760000,031-001259-444351,NULL,-104.95615290,39.69365240,1259,NULL,South,NULL,Elizabeth,Street,NULL,NULL,NULL,1259 South Elizabeth Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0880E99B313D5AC0D882059AC9D84340
760001,031-004517-444352,NULL,-105.00820725,39.77820251,4517,NULL,North,NULL,Quivas,Street,NULL,NULL,NULL,4517 North Quivas Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CC095B37786405AC0C8A5D5239CE34340
760002,031-004511-444353,NULL,-105.02199378,39.77876990,4511,NULL,North,NULL,Decatur,Street,NULL,NULL,NULL,4511 North Decatur Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C70E59F5868415AC0086572BBAEE34340
760003,031-008084-444354,NULL,-104.89440434,39.65213466,8084,NULL,East,NULL,Hampden,Circle,NULL,NULL,NULL,8084 East Hampden Circle,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C34CBB8EB3D395AC060C2F92579D34340
760004,031-019280-444355,NULL,-104.76222574,39.77622901,19280,NULL,East,NULL,45Th,Avenue,NULL,NULL,NULL,19280 East 45Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C8412744EC8305AC0905FE6785BE34340
760005,031-003685-444356,NULL,-104.94432792,39.67326794,3685,NULL,East,NULL,Wesley,Avenue,NULL,NULL,NULL,3685 East Wesley Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CBC0D5CDE6F3C5AC0286ECDA42DD64340
760006,031-001640-444357,NULL,-104.89605721,39.74282129,1640,NULL,North,NULL,Trenton,Street,NULL,NULL,NULL,1640 North Trenton Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0000560059395AC0083897C414DF4340
760007,031-003448-444358,NULL,-105.01551218,39.76525061,3448,NULL,North,NULL,Zuni,Street,NULL,NULL,NULL,3448 North Zuni Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CCCE3D226FE405AC0D8015BBBF3E14340
760008,031-001735-444359,NULL,-104.91793806,39.74453479,1735,NULL,North,NULL,Kearney,Street,NULL,NULL,NULL,1735 North Kearney Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE8EF477FBF3A5AC0280A81EA4CDF4340
760009,031-001221-444360,NULL,-104.96137856,39.73554772,1221,NULL,North,NULL,Gaylord,Street,NULL,NULL,NULL,1221 North Gaylord Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C44CAF339873D5AC058E07A6D26DE4340
