2440016,117-000363-055816,NULL,-106.07695348,39.62932495,363,NULL,West,NULL,3Rd,Street,,NULL,NULL,363 West 3Rd Street,Silverthorne,80498,NULL,1500100,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C14334DCEEC845AC0108D51B88DD04340
2440017,117-000104-055817,NULL,-106.06908899,39.50640102,0104,NULL,,NULL,Lodgepole,Circle,,NULL,NULL,0104 Lodgepole Circle,Unincorporated Summit County,80424,NULL,200504,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C50FE37F46B845AC090569FBFD1C04340
2440018,117-001329-055818,NULL,-106.06152478,39.50167251,1329,NULL,,NULL,American,Way,,NULL,NULL,1329 American Way,Unincorporated Summit County,80424,NULL,200544,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C7492A205F0835AC098510ECE36C04340
2440019,117-000103-055819,NULL,-106.04635794,39.48244651,103,NULL,North,NULL,Main,Street,,NULL,NULL,103 North Main Street,Breckenridge,80424,NULL,300380,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C8CFA4987F7825AC08042A7CEC0BD4340
2440020,117-000220-055820,NULL,-106.04188649,39.48809166,220,NULL,,NULL,Royal Tiger,Road,,NULL,NULL,220 Royal Tiger Road,Breckenridge,80424,NULL,300428,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CC8F3A844AE825AC008B99CC979BE4340
2440021,117-000220-055821,NULL,-106.04310151,39.62820301,220,NULL,East,NULL,La Bonte,Street,,NULL,NULL,220 East La Bonte Street,Dillon,80435,NULL,4009475,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CCC09D72CC2825AC0B873C9F468D04340
2440022,117-000129-055822,NULL,-106.07845999,39.64088951,129,B,West,NULL,10Th,Street,,NULL,NULL,129 B West 10Th Street,Silverthorne,80498,NULL,6503868,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C28B30B7D05855AC09829D4AA08D24340
2440023,117-000129-055823,NULL,-106.07833115,39.64088239,129,A,West,NULL,10Th,Street,,NULL,NULL,129 A West 10Th Street,Silverthorne,80498,NULL,6503867,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C4406AA6003855AC0B8F6266F08D24340
2440024,117-000048-055824,NULL,-106.09234052,39.61963222,0048,NULL,,NULL,Twenty Grand,Court,,NULL,NULL,0048 Twenty Grand Court,Unincorporated Summit County,80498,NULL,6505223,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C38AB3AE8E8855AC018C8C51B50CF4340
2440025,117-000062-055825,NULL,-106.09205187,39.61978557,0062,NULL,,NULL,Twenty Grand,Court,,NULL,NULL,0062 Twenty Grand Court,Unincorporated Summit County,80498,NULL,6505783,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C3C93832DE4855AC0F022352255CF4340
2440026,117-000064-055826,NULL,-106.09206661,39.61984568,0064,NULL,,NULL,Twenty Grand,Court,,NULL,NULL,0064 Twenty Grand Court,Unincorporated Summit County,80498,NULL,6505784,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C58AD586BE4855AC0283B701A57CF4340
2440027,117-000060-055827,NULL,-106.09204214,39.61973191,0060,NULL,,NULL,Twenty Grand,Court,,NULL,NULL,0060 Twenty Grand Court,Unincorporated Summit County,80498,NULL,6505782,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C1424B504E4855AC07875176053CF4340
2440028,117-000050-055828,NULL,-106.09235629,39.61956707,0050,NULL,,NULL,Twenty Grand,Court,,NULL,NULL,0050 Twenty Grand Court,Unincorporated Summit County,80498,NULL,6505224,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C6C355A2AE9855AC0581B4EF94DCF4340
2440029,117-000143-055829,NULL,-106.06054103,39.37176861,0143,NULL,,NULL,Carroll,Lane,,NULL,NULL,0143 Carroll Lane,Unincorporated Summit County,80424,NULL,2800904,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CFCC178E7DF835AC058F6241D96AF4340
2440030,117-000196-055830,NULL,-106.03552575,39.48040081,0196,NULL,,NULL,Moonstone,Road,,NULL,NULL,0196 Moonstone Road,Unincorporated Summit County,80424,NULL,2800972,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C7CADCC0D46825AC0C81B16C67DBD4340
2440031,117-001220-055831,NULL,-106.07525254,39.64342857,1220,NULL,,NULL,Mesa,Drive,,NULL,NULL,1220 Mesa Drive,Silverthorne,80498,NULL,1501396,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CC85604F0D0845AC0702C13DE5BD24340
2440032,117-001266-055832,NULL,-106.07625734,39.64382468,1266,NULL,,NULL,Mesa,Drive,,NULL,NULL,1266 Mesa Drive,Silverthorne,80498,NULL,1501440,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CD0A37B66E1845AC020C6E0D868D24340
2440033,117-000715-055833,NULL,-106.09436037,39.65332382,715,NULL,,NULL,Eveningstar,Court,,NULL,NULL,715 Eveningstar Court,Silverthorne,80498,NULL,1501480,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CB00417000A865AC0C8266A1DA0D34340
2440034,117-000086-055834,NULL,-106.02900828,39.47326610,0086,NULL,,NULL,Hummingbird,Drive,,NULL,NULL,0086 Hummingbird Drive,Unincorporated Summit County,80424,NULL,1600024,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C707A8B45DB815AC0287ED3FB93BC4340
2440035,117-001162-055835,NULL,-106.03010035,39.47264915,1162,NULL,,NULL,Boreas Pass,Road,,NULL,NULL,1162 Boreas Pass Road,Unincorporated Summit County,80424,NULL,1600092,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C64A3032AED815AC0C0DD70C47FBC4340
2440036,117-000029-055836,NULL,-106.01649282,39.46941188,0029,NULL,,NULL,Washington Lode,Road,,NULL,NULL,0029 Washington Lode Road,Unincorporated Summit County,80424,NULL,1800700,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CD4D9E9370E815AC060543EB015BC4340
2440037,117-001647-055837,NULL,-106.08586303,39.65332340,1647,NULL,North,NULL,Chipmunk,Lane,,NULL,NULL,1647 North Chipmunk Lane,Silverthorne,80498,NULL,4400260,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C605FA5C77E855AC018C4DD19A0D34340
2440038,117-000100-055838,NULL,-106.05519780,39.48412415,100,NULL,,NULL,Windwood,Circle,,NULL,NULL,100 Windwood Circle,Breckenridge,80424,NULL,4500004,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C4CD25F5C88835AC05894B5C7F7BD4340
2440039,117-000065-055839,NULL,-106.03881568,39.49092903,0065,NULL,,NULL,Reiling,Road,,NULL,NULL,0065 Reiling Road,Unincorporated Summit County,80424,NULL,2800976,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C9CACBDF47B825AC0B8FD3AC3D6BE4340
2440040,117-000033-055840,NULL,-106.09886746,39.58473763,33,NULL,,NULL,Hawn,Drive,,NULL,NULL,33 Hawn Drive,Frisco,80443,NULL,1900232,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CE8AF2CD853865AC02017C7AED8CA4340
2440041,117-000120-055841,NULL,-106.09706377,39.58608311,120,A,,NULL,Hawn,Drive,,NULL,NULL,120 A Hawn Drive,Frisco,80443,NULL,1900264,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CB071F54A36865AC0D0A670C504CB4340
2440042,117-000321-055842,NULL,-106.05313448,39.63203959,0321,NULL,,NULL,Piney Acres,Circle,,NULL,NULL,0321 Piney Acres Circle,Unincorporated Summit County,80435,NULL,3000216,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C3053278E66835AC0E8D253ACE6D04340
2440043,117-000140-055843,NULL,-106.05982158,39.37767971,0140,NULL,,NULL,Quandary View,Drive,,NULL,NULL,0140 Quandary View Drive,Unincorporated Summit County,80424,NULL,2801468,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C3C92E61DD4835AC0106809CF57B04340
2440044,117-000115-055844,NULL,-106.06783721,39.66377421,0115,NULL,,NULL,Lakeview,Circle,,NULL,NULL,0115 Lakeview Circle,Unincorporated Summit County,80498,NULL,4900076,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C1461DE7157845AC0B861AC8DF6D44340
2440045,117-000013-055845,NULL,-106.04897224,39.38770031,0013,NULL,,NULL,Rena,Road,,NULL,NULL,0013 Rena Road,Unincorporated Summit County,80424,NULL,2801812,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CCC27745C22835AC0B8A3F429A0B14340
2440046,117-000685-055846,NULL,-106.04382382,39.45604602,0685,NULL,,NULL,Gold King,Way,,NULL,NULL,0685 Gold King Way,Unincorporated Summit County,80424,NULL,2801888,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C84A46F02CE825AC0006446B75FBA4340
2440047,117-000187-055847,NULL,-106.05172522,39.55660005,0187,NULL,,NULL,Lake View,Circle,East,NULL,NULL,0187 Lake View Circle East,Unincorporated Summit County,80424,NULL,2801932,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C6CB346774F835AC0E0D9A1AB3EC74340
2440048,117-000119-055848,NULL,-106.01522198,39.46705090,0119,NULL,,NULL,Club House,Road,,NULL,NULL,0119 Club House Road,Unincorporated Summit County,80424,NULL,6500220,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C4C599965F9805AC0A888EA52C8BB4340
2440049,117-000629-055849,NULL,-106.00034321,39.59359178,0629,NULL,,NULL,Idlewild,Drive,,NULL,NULL,0629 Idlewild Drive,Unincorporated Summit County,80435,NULL,1000740,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CECA2829F05805AC07094C7D0FACB4340
2440050,117-000215-055850,NULL,-106.04481521,39.48026339,215,NULL,South,NULL,Ridge,Street,,NULL,NULL,215 South Ridge Street,Breckenridge,80424,NULL,302857,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CEC669E40DE825AC0102B484579BD4340
2440051,117-000066-055851,NULL,-106.06287049,39.50166057,0066,NULL,,NULL,Protector,Place,,NULL,NULL,0066 Protector Place,Unincorporated Summit County,80424,NULL,200545,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CFC75F01106845AC0285DE56936C04340
2440052,117-001458-055852,NULL,-106.06374260,39.50048165,1458,NULL,,NULL,American,Way,,NULL,NULL,1458 American Way,Unincorporated Summit County,80424,NULL,200673,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C6871D55B14845AC088A561C80FC04340
2440053,117-000161-055853,NULL,-106.08414002,39.61896985,0161,NULL,,NULL,North Side,Circle,,NULL,NULL,0161 North Side Circle,Unincorporated Summit County,80498,NULL,601396,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C1066D08C62855AC0F01178673ACF4340
2440054,117-000112-055854,NULL,-106.03861124,39.48444697,112,NULL,North,NULL,Pine,Street,,NULL,NULL,112 North Pine Street,Breckenridge,80424,NULL,300325,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C587C4A9B78825AC078B1BE5B02BE4340
2440055,117-000208-055855,NULL,-106.04139655,39.48658389,208,NULL,North,NULL,Gold Flake,Terrace,,NULL,NULL,208 North Gold Flake Terrace,Breckenridge,80424,NULL,300413,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C7440B93DA6825AC0884D856148BE4340
2440056,117-000106-055856,NULL,-106.04116143,39.48190756,106,NULL,South,NULL,High,Street,,NULL,NULL,106 South High Street,Breckenridge,80424,NULL,300821,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C74C78A63A2825AC018A79825AFBD4340
2440057,117-000026-055857,NULL,-106.01091592,39.59723665,0026,NULL,,NULL,Sunlight,Drive,,NULL,NULL,0026 Sunlight Drive,Unincorporated Summit County,80435,NULL,1000172,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CB8FFB1D8B2805AC0C84D2A4072CC4340
2440058,117-000385-055858,NULL,-106.07927565,39.63105362,385,NULL,,NULL,Warren,Avenue,,NULL,NULL,385 Warren Avenue,Silverthorne,80498,NULL,1501153,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C602D2FDA12855AC0208D7A5DC6D04340
2440059,117-000564-055859,NULL,-106.09159735,39.65180415,564,NULL,,NULL,Bighorn,Circle,,NULL,NULL,564 Bighorn Circle,Silverthorne,80498,NULL,1501257,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C20F525BBDC855AC0E0698A516ED34340
2440060,117-000391-055860,NULL,-106.04180779,39.63865246,0391,NULL,,NULL,Alpine,Road,,NULL,NULL,0391 Alpine Road,Unincorporated Summit County,80435,NULL,800028,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C04C495FAAC825AC02875205DBFD14340
2440061,117-000133-055861,NULL,-106.04846841,39.63585733,0133,NULL,,NULL,Canyon,Trail,,NULL,NULL,0133 Canyon Trail,Unincorporated Summit County,80435,NULL,800052,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C30AA3A1B1A835AC01814E9C563D14340
2440062,117-000378-055862,NULL,-106.05219777,39.55565850,0378,NULL,,NULL,Lake View,Circle,West,NULL,NULL,0378 Lake View Circle West,Unincorporated Summit County,80424,NULL,2800845,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C4010553557835AC058365FD11FC74340
2440063,117-000725-055863,NULL,-106.04148785,39.64038116,0725,NULL,,NULL,Straight Creek,Drive,,NULL,NULL,0725 Straight Creek Drive,Unincorporated Summit County,80435,NULL,801212,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C5CE1A9BCA7825AC060968502F8D14340
2440064,117-000116-055864,NULL,-106.08148535,39.65371582,116,NULL,,NULL,Blue Grouse,Lane,,NULL,NULL,116 Blue Grouse Lane,Silverthorne,80498,NULL,4400221,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C388F570E37855AC01898BDF5ACD34340
2440065,117-000138-055865,NULL,-106.08316402,39.65336723,138,NULL,,NULL,Blue Grouse,Lane,,NULL,NULL,138 Blue Grouse Lane,Silverthorne,80498,NULL,4400245,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C84992F8F52855AC068F98989A1D34340
2440066,117-000102-055866,NULL,-106.05473768,39.48426831,102,NULL,,NULL,Windwood,Circle,,NULL,NULL,102 Windwood Circle,Breckenridge,80424,NULL,4500005,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C5C5D78D280835AC0488F0D81FCBD4340
2440067,117-000205-055867,NULL,-106.01228786,39.59485989,0205,NULL,,NULL,Gingerquill,Court,,NULL,NULL,0205 Gingerquill Court,Unincorporated Summit County,80435,NULL,1001236,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CFCFC0153C9805AC0907A6C5E24CC4340
2440068,117-000044-055868,NULL,-106.01196038,39.46779026,0044,NULL,,NULL,Colorado,Way,,NULL,NULL,0044 Colorado Way,Unincorporated Summit County,80424,NULL,1800617,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C28887CF5C3805AC038A2268DE0BB4340
2440069,117-000036-055869,NULL,-106.04222732,39.43801698,0036,NULL,,NULL,Blue Rock,Drive,,NULL,NULL,0036 Blue Rock Drive,Blue River,80424,NULL,101140,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C54AC38DAB3825AC030CDB9F010B84340
2440070,117-000279-055870,NULL,-106.04161541,39.44783621,0279,NULL,,NULL,Spruce Creek,Road,,NULL,NULL,0279 Spruce Creek Road,Blue River,80424,NULL,101188,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CEC88B2D3A9825AC0606670B252B94340
2440071,117-000160-055871,NULL,-106.05772107,39.48225690,160,NULL,,NULL,Park Forest,Drive,,NULL,NULL,160 Park Forest Drive,Breckenridge,80424,NULL,305225,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CEC21B9B3B1835AC0984B0E98BABD4340
2440072,117-000068-055872,NULL,-106.10071928,39.58519996,68,NULL,,NULL,Hawn,Drive,,NULL,NULL,68 Hawn Drive,Frisco,80443,NULL,1900149,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CB0C94C2F72865AC0085208D5E7CA4340
2440073,117-000177-055873,NULL,-105.95562619,39.61052596,0177,NULL,,NULL,Rasor,Drive,,NULL,NULL,0177 Rasor Drive,Unincorporated Summit County,80435,NULL,2000049,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CACF1BAFA287D5AC0D838FAB625CE4340
2440074,117-000113-055874,NULL,-106.02803031,39.47391593,0113,NULL,,NULL,Blue Jay,Drive,,NULL,NULL,0113 Blue Jay Drive,Unincorporated Summit County,80424,NULL,1600057,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C4C7BA83FCB815AC0307FFA46A9BC4340
2440075,117-000207-055875,NULL,-105.95623446,39.61051750,0207,NULL,,NULL,Rasor,Drive,,NULL,NULL,0207 Rasor Drive,Unincorporated Summit County,80435,NULL,2000009,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CA42D04F2327D5AC0607AF36F25CE4340
2440076,117-000484-055876,NULL,-106.05936376,39.37581042,0484,NULL,,NULL,Carroll,Lane,,NULL,NULL,0484 Carroll Lane,Unincorporated Summit County,80424,NULL,2800133,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C804FAD9DCC835AC0B8B24B8E1AB04340
2440077,117-000033-055877,NULL,-106.00794142,39.59851340,0033,NULL,,NULL,Cooper,Drive,,NULL,NULL,0033 Cooper Drive,Unincorporated Summit County,80435,NULL,1000216,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CE0B8B91C82805AC0A8C14D169CCC4340
2440078,117-000537-055878,NULL,-106.04464753,39.63483942,0537,NULL,,NULL,Deer Path,Road,,NULL,NULL,0537 Deer Path Road,Unincorporated Summit County,80435,NULL,800108,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CF8134D81DB825AC088D1FE6A42D14340
2440079,117-000321-055879,NULL,-106.04506108,39.48614731,321,A,North,NULL,French,Street,,NULL,NULL,321 A North French Street,Breckenridge,80424,NULL,6502728,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C8886E247E2825AC088272E133ABE4340
2440080,117-000356-055880,NULL,-106.06584225,39.37737854,0356,NULL,,NULL,Hamilton,Lane,,NULL,NULL,0356 Hamilton Lane,Unincorporated Summit County,80424,NULL,2800173,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CFCE76DC236845AC0180DA8F04DB04340
