650000,031-002031-334351,NULL,-104.98082954,39.67968043,2031,NULL,South,NULL,Pearl,Street,NULL,NULL,NULL,2031 South Pearl Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C283D42E9C53E5AC0B0BBB7C4FFD64340
650001,031-002001-334352,NULL,-104.98083795,39.68023522,2001,NULL,South,NULL,Pearl,Street,NULL,NULL,NULL,2001 South Pearl Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CCCC4A913C63E5AC0500408F111D74340
650002,031-002655-334353,NULL,-104.95411028,39.66843255,2655,NULL,South,NULL,Fillmore,Street,NULL,NULL,NULL,2655 South Fillmore Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C44458F24103D5AC08881AB328FD54340
650003,031-002651-334354,NULL,-104.95410864,39.66864394,2651,NULL,South,NULL,Fillmore,Street,NULL,NULL,NULL,2651 South Fillmore Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CDC1CAB1D103D5AC0C00AE11F96D54340
650004,031-002640-334355,NULL,-104.95347691,39.66856688,2640,NULL,South,NULL,Fillmore,Street,NULL,NULL,NULL,2640 South Fillmore Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9CDA09C4053D5AC0F8CD719993D54340
650005,031-002601-334356,NULL,-104.95267940,39.66925225,2601,NULL,South,NULL,Milwaukee,Street,NULL,NULL,NULL,2601 South Milwaukee Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE87E02B3F83C5AC0E0D1C00EAAD54340
650006,031-002630-334357,NULL,-104.95328751,39.66871150,2630,NULL,South,NULL,Fillmore,Street,NULL,NULL,NULL,2630 South Fillmore Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C68EE9FA9023D5AC088099D5698D54340
650007,031-002655-334358,NULL,-104.95249451,39.66836190,2655,NULL,South,NULL,Milwaukee,Street,NULL,NULL,NULL,2655 South Milwaukee Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C708488ABF53C5AC07875F0E18CD54340
650008,031-000170-334359,NULL,-104.93014759,39.71333120,170,NULL,South,NULL,Eudora,Street,NULL,NULL,NULL,170 South Eudora Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB094BD89873B5AC0B89BCF6F4EDB4340
650009,031-000185-334360,NULL,-104.92964991,39.71333428,185,NULL,South,NULL,Elm,Street,NULL,NULL,NULL,185 South Elm Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1C4459627F3B5AC02090A1894EDB4340
650010,031-000140-334361,NULL,-104.93014673,39.71387476,140,NULL,South,NULL,Eudora,Street,NULL,NULL,NULL,140 South Eudora Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0292286873B5AC0F0688E3F60DB4340
650011,031-000155-334362,NULL,-104.92847888,39.71352626,155,NULL,South,NULL,Fairfax,Street,NULL,NULL,NULL,155 South Fairfax Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C5802AC326C3B5AC0C82D0FD454DB4340
650012,031-000175-334363,NULL,-104.92731665,39.71350962,175,NULL,South,NULL,Forest,Street,NULL,NULL,NULL,175 South Forest Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C900CED27593B5AC090EF854854DB4340
650013,031-000101-334364,NULL,-104.92731261,39.71444026,101,NULL,South,NULL,Forest,Street,NULL,NULL,NULL,101 South Forest Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C10FCF816593B5AC0B0D247C772DB4340
650014,031-000142-334365,NULL,-104.92662483,39.71378078,142,NULL,South,NULL,Forest,Street,NULL,NULL,NULL,142 South Forest Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CDC0D3AD24D3B5AC0884E292B5DDB4340
650015,031-000161-334366,NULL,-104.92612897,39.71356149,161,NULL,South,NULL,Glencoe,Street,NULL,NULL,NULL,161 South Glencoe Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C8CA773B2453B5AC0D09590FB55DB4340
650016,031-000250-334367,NULL,-104.92911008,39.72026629,250,NULL,North,NULL,Elm,Street,NULL,NULL,NULL,250 North Elm Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C34D91D8A763B5AC010FB8FAF31DC4340
650017,031-000260-334368,NULL,-104.92543899,39.72055315,260,NULL,North,NULL,Glencoe,Street,NULL,NULL,NULL,260 North Glencoe Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C901F75643A3B5AC01067E0153BDC4340
650018,031-000200-334369,NULL,-104.92544684,39.71959508,200,NULL,North,NULL,Glencoe,Street,NULL,NULL,NULL,200 North Glencoe Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA0B35D853A3B5AC0F072FCB01BDC4340
