"973528","-104.99367314","39.53462534","417"," "," ","","Winterthur","Way"," ",""," ","417 Winterthur Way ","Highlands Ranch","80129","Douglas"
"973529","-105.02928911","39.53479457","3584"," "," ","","Boardwalk","Circle"," ",""," ","3584 Boardwalk Circle ","Highlands Ranch","80129","Douglas"
"973530","-104.89903261","39.53420007","10003"," "," ","","Andrush","Court"," ",""," ","10003 Andrush Court ","Lone Tree","80124","Douglas"
"973531","-104.90119921","39.53420467","10013"," "," ","","Armadillo","Drive"," ",""," ","10013 Armadillo Drive ","Lone Tree","80124","Douglas"
"973532","-104.95423598","39.53432771","9973"," "," ","","Clairton","Street"," ",""," ","9973 Clairton Street ","Highlands Ranch","80126","Douglas"
"973533","-104.90632152","39.53418014","10022"," "," ","","Saddlehorn","Lane"," ",""," ","10022 Saddlehorn Lane ","Highlands Ranch","80130","Douglas"
"973534","-104.9562109","39.53434271","9982"," "," ","","Wyecliff","Place"," ",""," ","9982 Wyecliff Place ","Highlands Ranch","80126","Douglas"
"973535","-104.95359852","39.53438892","9994"," "," ","","Clairton","Street"," ",""," ","9994 Clairton Street ","Highlands Ranch","80126","Douglas"
"973536","-104.95298353","39.53443158","2992"," "," ","","Wyecliff","Way"," ",""," ","2992 Wyecliff Way ","Highlands Ranch","80126","Douglas"
"973537","-105.01921749","39.5347301","9957"," "," ","","Spring Hill","Lane"," ",""," ","9957 Spring Hill Lane ","Highlands Ranch","80129","Douglas"
"973538","-104.98809321","39.53463578","10029"," "," ","","Macalister","Trail"," ",""," ","10029 Macalister Trail ","Highlands Ranch","80129","Douglas"
"973539","-104.98569568","39.5346126","10036"," "," ","","Gwendelyn","Lane"," ",""," ","10036 Gwendelyn Lane ","Highlands Ranch","80129","Douglas"
"973540","-104.92787289","39.53437198","10042"," "," ","","Mackay","Drive"," ",""," ","10042 Mackay Drive ","Highlands Ranch","80130","Douglas"
"973541","-104.94107808","39.53437233","9985"," "," ","","Strathfield","Lane"," ",""," ","9985 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973542","-104.89873739","39.53412539","10012"," "," ","","Andrush","Court"," ",""," ","10012 Andrush Court ","Lone Tree","80124","Douglas"
"973543","-104.92430935","39.5343319","10043"," "," ","","Matthew","Lane"," ",""," ","10043 Matthew Lane ","Highlands Ranch","80130","Douglas"
"973544","-104.89702546","39.53410253","10016"," "," ","","Astoria","Court"," ",""," ","10016 Astoria Court ","Lone Tree","80124","Douglas"
"973545","-104.90411492","39.53422283","7391"," "," ","","Rattlesnake","Drive"," ",""," ","7391 Rattlesnake Drive ","Lone Tree","80124","Douglas"
"973546","-104.8873988","39.53404833","10042"," "," ","","Oak Tree","Court"," ",""," ","10042 Oak Tree Court ","Lone Tree","80124","Douglas"
"973547","-104.80589984","39.53362659","10047"," "," ","","Chelmsford","Terrace"," ",""," ","10047 Chelmsford Terrace ","Parker","80134","Douglas"
"973548","-104.94127485","39.53437361","9987"," "," ","","Strathfield","Lane"," ",""," ","9987 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973549","-104.92932643","39.53435438","10031"," "," ","","Apollo Bay","Way"," ",""," ","10031 Apollo Bay Way ","Highlands Ranch","80130","Douglas"
"973550","-104.94147074","39.53437489","9989"," "," ","","Strathfield","Lane"," ",""," ","9989 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973551","-104.9416958","39.53435978","9991"," "," ","","Strathfield","Lane"," ",""," ","9991 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973552","-104.93093256","39.53433147","4958"," "," ","","Kingston","Avenue"," ",""," ","4958 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973553","-104.93022744","39.53438184","4959"," "," ","","Tarcoola","Lane"," ",""," ","4959 Tarcoola Lane ","Highlands Ranch","80130","Douglas"
"973554","-105.02593454","39.53474677","9997"," "," ","","Deer Creek","Street"," ",""," ","9997 Deer Creek Street ","Highlands Ranch","80129","Douglas"
"973555","-104.94186537","39.53420183","9993"," "," ","","Strathfield","Lane"," ",""," ","9993 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973556","-104.78835738","39.53353135","17371"," "," ","","Cornerstone","Lane"," ",""," ","17371 Cornerstone Lane ","Parker","80134","Douglas"
"973557","-104.98318804","39.53452762","737"," "," ","","Huntington","Drive"," ",""," ","737 Huntington Drive ","Highlands Ranch","80126","Douglas"
"973558","-104.91475463","39.53429218","10074"," "," ","","Blackbird","Place"," ",""," ","10074 Blackbird Place ","Highlands Ranch","80130","Douglas"
"973559","-104.91438589","39.53429171","10040"," "," ","","Blackbird","Circle"," ",""," ","10040 Blackbird Circle ","Highlands Ranch","80130","Douglas"
"973560","-104.93607091","39.53437807","10045"," "," ","","Brisbane","Lane"," ",""," ","10045 Brisbane Lane ","Highlands Ranch","80130","Douglas"
"973561","-104.90662822","39.53417826","10032"," "," ","","Saddlehorn","Lane"," ",""," ","10032 Saddlehorn Lane ","Highlands Ranch","80130","Douglas"
"973562","-104.93888692","39.53437919","10037"," "," ","","Strathfield","Lane"," ",""," ","10037 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973563","-104.97644593","39.53431519","1175"," "," ","","Kistler","Court"," ",""," ","1175 Kistler Court ","Highlands Ranch","80126","Douglas"
"973564","-105.02479187","39.53474975","2976"," "," ","","Deer Creek","Place"," ",""," ","2976 Deer Creek Place ","Highlands Ranch","80129","Douglas"
"973565","-104.91569508","39.53429378","9936"," "," ","","Blackbird","Circle"," ",""," ","9936 Blackbird Circle ","Highlands Ranch","80130","Douglas"
"973566","-105.02284542","39.53473423","10066"," "," ","","Deer Creek","Street"," ",""," ","10066 Deer Creek Street ","Highlands Ranch","80129","Douglas"
"973567","-104.92974643","39.53437699","4960"," "," ","","Tarcoola","Lane"," ",""," ","4960 Tarcoola Lane ","Highlands Ranch","80130","Douglas"
"973568","-104.89935874","39.53409322","10015"," "," ","","Andrush","Court"," ",""," ","10015 Andrush Court ","Lone Tree","80124","Douglas"
"973569","-104.80841373","39.53361844","15684"," "," ","","Rockmont","Lane"," ",""," ","15684 Rockmont Lane ","Parker","80134","Douglas"
"973570","-104.76652125","39.53324354","10179"," "," ","","Parkglenn","Way"," ",""," ","10179 Parkglenn Way ","Parker","80138","Douglas"
"973571","-104.91625253","39.53429426","9935"," "," ","","Blackbird","Circle"," ",""," ","9935 Blackbird Circle ","Highlands Ranch","80130","Douglas"
"973572","-105.03100173","39.53476918","3621"," "," ","","Seramonte","Drive"," ",""," ","3621 Seramonte Drive ","Highlands Ranch","80129","Douglas"
"973573","-105.02988941","39.5347582","3589"," "," ","","Boardwalk","Circle"," ",""," ","3589 Boardwalk Circle ","Highlands Ranch","80129","Douglas"
"973574","-104.9926118","39.53454834","395"," "," ","","Winterthur","Way"," ",""," ","395 Winterthur Way ","Highlands Ranch","80129","Douglas"
"973575","-104.9938822","39.53453624","423"," "," ","","Winterthur","Way"," ",""," ","423 Winterthur Way ","Highlands Ranch","80129","Douglas"
"973576","-104.91531757","39.53428229","10073"," "," ","","Blackbird","Place"," ",""," ","10073 Blackbird Place ","Highlands Ranch","80130","Douglas"
"973577","-104.89511152","39.5341517","10030"," "," ","","Longview","Drive"," ",""," ","10030 Longview Drive ","Lone Tree","80124","Douglas"
"973578","-104.96304273","39.53442703","2344"," "," ","","Stratford","Court"," ",""," ","2344 Stratford Court ","Highlands Ranch","80126","Douglas"
"973579","-104.95931053","39.53440415","9965"," "," ","","Wyecliff","Drive"," ",""," ","9965 Wyecliff Drive ","Highlands Ranch","80126","Douglas"
"973580","-104.89083557","39.53394392","8448"," "," ","","Colonial","Drive"," ",""," ","8448 Colonial Drive ","Lone Tree","80124","Douglas"
"973581","-105.02688282","39.53475312","9981"," "," ","","Deer Creek","Street"," ",""," ","9981 Deer Creek Street ","Highlands Ranch","80129","Douglas"
"973582","-104.92683763","39.5343333","10050"," "," ","","Kingston","Court"," ",""," ","10050 Kingston Court ","Highlands Ranch","80130","Douglas"
"973583","-104.90168629","39.53416243","10032"," "," ","","Poudre","Court"," ",""," ","10032 Poudre Court ","Lone Tree","80124","Douglas"
"973584","-104.99539145","39.53455964","715"," "," ","","Mueller","Drive"," ",""," ","715 Mueller Drive ","Highlands Ranch","80129","Douglas"
"973585","-104.92156773","39.53415232","5726"," "," ","","Jack","Place"," ",""," ","5726 Jack Place ","Highlands Ranch","80130","Douglas"
"973586","-104.93112971","39.53431507","4946"," "," ","","Kingston","Avenue"," ",""," ","4946 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973587","-104.93129279","39.53431689","4938"," "," ","","Kingston","Avenue"," ",""," ","4938 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973588","-104.93145677","39.53431665","4926"," "," ","","Kingston","Avenue"," ",""," ","4926 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973589","-104.93161986","39.53431744","4918"," "," ","","Kingston","Avenue"," ",""," ","4918 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973590","-104.93178297","39.53431583","4906"," "," ","","Kingston","Avenue"," ",""," ","4906 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973591","-104.93194694","39.53431731","4896"," "," ","","Kingston","Avenue"," ",""," ","4896 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973592","-104.8882468","39.53397792","8618"," "," ","","Colonial","Drive"," ",""," ","8618 Colonial Drive ","Lone Tree","80124","Douglas"
"973593","-105.02017847","39.53469425","9907"," "," ","","Spring Hill","Lane"," ",""," ","9907 Spring Hill Lane ","Highlands Ranch","80129","Douglas"
"973594","-104.93211005","39.5343157","4886"," "," ","","Kingston","Avenue"," ",""," ","4886 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973595","-104.93227137","39.53431716","4878"," "," ","","Kingston","Avenue"," ",""," ","4878 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973596","-104.93243358","39.53431658","4870"," "," ","","Kingston","Avenue"," ",""," ","4870 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973597","-104.93259755","39.5343184","4864"," "," ","","Kingston","Avenue"," ",""," ","4864 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973598","-104.93276154","39.53431782","4856"," "," ","","Kingston","Avenue"," ",""," ","4856 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973599","-104.93292553","39.53431621","4848"," "," ","","Kingston","Avenue"," ",""," ","4848 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973600","-105.0287817","39.53471978","3566"," "," ","","Boardwalk","Circle"," ",""," ","3566 Boardwalk Circle ","Highlands Ranch","80129","Douglas"
"973601","-104.9332464","39.53431707","4828"," "," ","","Kingston","Avenue"," ",""," ","4828 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973602","-104.93341304","39.53431754","4820"," "," ","","Kingston","Avenue"," ",""," ","4820 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973603","-104.9335788","39.53431731","4816"," "," ","","Kingston","Avenue"," ",""," ","4816 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973604","-104.93372991","39.53431195","4806"," "," ","","Kingston","Avenue"," ",""," ","4806 Kingston Avenue ","Highlands Ranch","80130","Douglas"
"973605","-104.94002359","39.53433287","9972"," "," ","","Strathfield","Lane"," ",""," ","9972 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973606","-104.97947945","39.53448395","853"," "," ","","Huntington","Drive"," ",""," ","853 Huntington Drive ","Highlands Ranch","80126","Douglas"
"973607","-104.98661912","39.53456471","10048"," "," ","","Sylvestor","Road"," ",""," ","10048 Sylvestor Road ","Highlands Ranch","80129","Douglas"
"973608","-104.98943371","39.53452902","10012"," "," ","","Clyde","Circle"," ",""," ","10012 Clyde Circle ","Highlands Ranch","80129","Douglas"
"973609","-104.81168645","39.53366603","10149"," "," ","","Quarry Hill","Place"," ",""," ","10149 Quarry Hill Place ","Parker","80134","Douglas"
"973610","-105.02825367","39.53470325","3569"," "," ","","Boardwalk","Circle"," ",""," ","3569 Boardwalk Circle ","Highlands Ranch","80129","Douglas"
"973611","-105.03204169","39.53473592","3680"," "," ","","Seramonte","Drive"," ",""," ","3680 Seramonte Drive ","Highlands Ranch","80129","Douglas"
"973612","-104.95236979","39.53438937","2991"," "," ","","Wyecliff","Way"," ",""," ","2991 Wyecliff Way ","Highlands Ranch","80126","Douglas"
"973613","-104.9341919","39.53437046","10003"," "," ","","Darwin","Lane"," ",""," ","10003 Darwin Lane ","Highlands Ranch","80130","Douglas"
"973614","-104.81077973","39.53359667","10040"," "," ","","Quarry Hill","Place"," ",""," ","10040 Quarry Hill Place ","Parker","80134","Douglas"
"973615","-104.96458393","39.53437651","10016"," "," ","","Stratford","Place"," ",""," ","10016 Stratford Place ","Highlands Ranch","80126","Douglas"
"973616","-105.01937825","39.53467384","9947"," "," ","","Spring Hill","Lane"," ",""," ","9947 Spring Hill Lane ","Highlands Ranch","80129","Douglas"
"973617","-104.90229557","39.53413869","10023"," "," ","","Poudre","Court"," ",""," ","10023 Poudre Court ","Lone Tree","80124","Douglas"
"973618","-104.93552774","39.53434695","10046"," "," ","","Brisbane","Lane"," ",""," ","10046 Brisbane Lane ","Highlands Ranch","80130","Douglas"
"973619","-104.92371096","39.53429375","10046"," "," ","","Matthew","Lane"," ",""," ","10046 Matthew Lane ","Highlands Ranch","80130","Douglas"
"973620","-104.92881091","39.53431341","10032"," "," ","","Apollo Bay","Way"," ",""," ","10032 Apollo Bay Way ","Highlands Ranch","80130","Douglas"
"973621","-104.89568888","39.53411521","10029"," "," ","","Longview","Drive"," ",""," ","10029 Longview Drive ","Lone Tree","80124","Douglas"
"973622","-105.03137178","39.5347154","3669"," "," ","","Seramonte","Drive"," ",""," ","3669 Seramonte Drive ","Highlands Ranch","80129","Douglas"
"973623","-104.93950996","39.53428741","10034"," "," ","","Strathfield","Lane"," ",""," ","10034 Strathfield Lane ","Highlands Ranch","80126","Douglas"
"973624","-104.94661846","39.53432875","9974"," "," ","","Hawthorne","Street"," ",""," ","9974 Hawthorne Street ","Highlands Ranch","80126","Douglas"
"973625","-105.030256","39.53469104","3628"," "," ","","Seramonte","Drive"," ",""," ","3628 Seramonte Drive ","Highlands Ranch","80129","Douglas"
