"820143","-105.03021195","39.77140978","3995","","North","","Irving","Street","","","","3995 North Irving Street","","","Denver"
"820144","-104.88013216","39.75938688","9169","","East","","29Th","Place","","","","9169 East 29Th Place","","","Denver"
"820145","-104.88223742","39.6429638","9120","","East","","Nassau","Avenue","","","","9120 East Nassau Avenue","","","Denver"
"820146","-105.03420573","39.76414012","3481","","West","","33Rd","Avenue","","","","3481 West 33Rd Avenue","","","Denver"
"820147","-105.046294","39.76508777","4555","","West","","34Th","Avenue","","","","4555 West 34Th Avenue","","","Denver"
"820148","-104.99158972","39.71276452","170","","West","","Cedar","Avenue","","","","170 West Cedar Avenue","","","Denver"
"820149","-104.90776191","39.74643591","1908","","North","","Oneida","Street","","","","1908 North Oneida Street","","","Denver"
"820150","-104.9161962","39.72181166","315","","North","","Krameria","Street","","","","315 North Krameria Street","","","Denver"
"820151","-105.04835926","39.7636627","4638","","West","","33Rd","Avenue","","","","4638 West 33Rd Avenue","","","Denver"
"820152","-105.05734716","39.78804968","5570","","West","","51St","Avenue","","","","5570 West 51St Avenue","","","Denver"
"820153","-105.01514754","39.71026661","2200","","West","","Alameda","Avenue","","Unit","44","2200 West Alameda Avenue Unit 44","","","Denver"
"820154","-104.93721275","39.68224939","1896","","South","","Bellaire","Street","","","","1896 South Bellaire Street","","","Denver"
"820155","-105.00774809","39.76404343","3340","","North","","Quivas","Street","","","","3340 North Quivas Street","","","Denver"
"820156","-104.89084477","39.73988528","8330","","East","","Colfax","Avenue","","","","8330 East Colfax Avenue","","","Denver"
"820157","-104.98238092","39.71405857","134","","South","","Logan","Street","","","","134 South Logan Street","","","Denver"
"820158","-104.95780513","39.65780045","3233","","South","","Columbine","Street","","","","3233 South Columbine Street","","","Denver"
"820159","-104.89486744","39.74140685","1564","","North","","Tamarac","Street","","","","1564 North Tamarac Street","","","Denver"
"820160","-105.03806582","39.73004283","836","","North","","Osceola","Street","","","","836 North Osceola Street","","","Denver"
"820161","-104.9375677","39.74150887","4161","","East","","16Th","Avenue","","","","4161 East 16Th Avenue","","","Denver"
"820162","-105.0230747","39.73233297","955","","North","","Decatur","Street","","Ste","D","955 North Decatur Street Ste D","","","Denver"
"820163","-104.97100073","39.73408971","1119","","North","","Lafayette","Street","","","","1119 North Lafayette Street","","","Denver"
"820164","-104.91676383","39.69971748","917","","South","","Krameria","Street","","","","917 South Krameria Street","","","Denver"
"820165","-104.87498895","39.75817817","9652","","East","","29Th","Avenue","","","","9652 East 29Th Avenue","","","Denver"
"820166","-104.99203549","39.73318587","1049","","North","","Cherokee","Street","","","","1049 North Cherokee Street","","","Denver"
"820167","-104.96453781","39.76995062","1900","","East","","38Th","Avenue","","","","1900 East 38Th Avenue","","","Denver"
"820168","-104.87000364","39.75920029","2962","","North","","Fulton","Street","","","","2962 North Fulton Street","","","Denver"
"820169","-104.96063914","39.76650539","3538","","North","","Gaylord","Street","","","","3538 North Gaylord Street","","","Denver"
"820170","-104.84422405","39.77807319","12330","","East","","46Th","Avenue","","Ste","800","12330 East 46Th Avenue Ste 800","","","Denver"
"820171","-104.84422405","39.77807319","12330","","East","","46Th","Avenue","","Ste","700","12330 East 46Th Avenue Ste 700","","","Denver"
"820172","-105.00745726","39.71328775","1441","","West","","Cedar","Avenue","","Ste","A","1441 West Cedar Avenue Ste A","","","Denver"
"820173","-104.96841077","39.68408061","1794","","South","","Franklin","Street","","","","1794 South Franklin Street","","","Denver"
"820174","-104.96312635","39.73576161","1238","","North","","Race","Street","","","","1238 North Race Street","","","Denver"
"820175","-105.04393756","39.68876835","1558","","South","","Tennyson","Street","","","","1558 South Tennyson Street","","","Denver"
"820176","-104.95452986","39.76713884","3600","","North","","Clayton","Street","","","","3600 North Clayton Street","","","Denver"
"820177","-104.93692858","39.75556158","2648","","North","","Bellaire","Street","","","","2648 North Bellaire Street","","","Denver"
"820178","-104.97091084","39.72291052","449","","North","","Lafayette","Street","","","","449 North Lafayette Street","","","Denver"
"820179","-105.00331449","39.76724772","3617","","North","","Mariposa","Street","","","","3617 North Mariposa Street","","","Denver"
"820180","-105.03817412","39.63204917","3775","","West","","Union","Avenue","","","","3775 West Union Avenue","","","Denver"
"820181","-104.96255132","39.7105737","324","","South","","Vine","Street","","","","324 South Vine Street","","","Denver"
"820182","-104.97898347","39.68714504","1620","","South","","Washington","Street","","","","1620 South Washington Street","","","Denver"
"820183","-104.92783062","39.74942871","2204","","North","","Fairfax","Street","","","","2204 North Fairfax Street","","","Denver"
"820184","-104.79670117","39.79788047","16227","","East","","Randolph","Place","","","","16227 East Randolph Place","","","Denver"
"820185","-104.9708107","39.66879169","2632","","South","","Lafayette","Street","","","","2632 South Lafayette Street","","","Denver"
"820186","-104.96067986","39.74780215","2044","","North","","Gaylord","Street","","","","2044 North Gaylord Street","","","Denver"
"820187","-105.09856623","39.63233143","8992","","West","","Temple","Place","","","","8992 West Temple Place","","","Denver"
"820188","-105.01435629","39.77549105","4300","","North","","Wyandot","Street","","","","4300 North Wyandot Street","","","Denver"
"820189","-104.89327831","39.71429224","8155","","East","","Fairmount","Drive","","","","8155 East Fairmount Drive","","","Denver"
"820190","-104.95667753","39.68601733","1690","","South","","Columbine","Street","","","","1690 South Columbine Street","","","Denver"
"820191","-105.06563909","39.65642279","3293","","South","","Jay","Street","","","","3293 South Jay Street","","","Denver"
"820192","-104.94214099","39.72851801","765","","North","","Harrison","Street","","","","765 North Harrison Street","","","Denver"
"820193","-104.81845941","39.78263225","4941","","North","","Eagle","Street","","","","4941 North Eagle Street","","","Denver"
"820194","-104.98229241","39.71979035","222","","North","","Logan","Street","","","","222 North Logan Street","","","Denver"
"820195","-104.99060332","39.74483334","1630","","","","Welton","Street","","Ste","245","1630 Welton Street Ste 245","","","Denver"
"820196","-104.96976454","39.72640834","651","","North","","Humboldt","Street","","","","651 North Humboldt Street","","","Denver"
"820197","-105.05160113","39.7623464","5035","","West","","32Nd","Avenue","","","","5035 West 32Nd Avenue","","","Denver"
"820198","-104.89840722","39.74454912","1740","","North","","Syracuse","Street","","","","1740 North Syracuse Street","","","Denver"
"820199","-105.0018995","39.73408456","1117","","North","","Lipan","Street","","","","1117 North Lipan Street","","","Denver"
"820200","-104.92076457","39.71490784","90","","South","","Ivy","Street","","","","90 South Ivy Street","","","Denver"
"820201","-105.05185163","39.70145188","825","","South","","Yates","Street","","","","825 South Yates Street","","","Denver"
"820202","-104.9613765","39.68766144","1594","","South","","Gaylord","Street","","","","1594 South Gaylord Street","","","Denver"
"820203","-104.90429867","39.67351666","7242","","East","","Wesley","Avenue","","","","7242 East Wesley Avenue","","","Denver"
"820204","-104.91795705","39.78166723","4725","","North","","Leyden","Street","","","","4725 North Leyden Street","","","Denver"
"820205","-104.96809315","39.72427474","518","","North","","Franklin","Street","","","","518 North Franklin Street","","","Denver"
"820206","-105.01796581","39.71777865","49","","North","","Alcott","Street","","","","49 North Alcott Street","","","Denver"
"820207","-105.04058439","39.65112784","4051","","West","","Kenyon","Avenue","","","","4051 West Kenyon Avenue","","","Denver"
"820208","-104.98371893","39.68294362","1854","","South","","Grant","Street","","","","1854 South Grant Street","","","Denver"
"820209","-105.02609092","39.78584717","3011","","West","","49Th","Avenue","","","","3011 West 49Th Avenue","","","Denver"
"820210","-105.00228739","39.71048775","1229","","West","","Nevada","Place","","","","1229 West Nevada Place","","","Denver"
"820211","-105.04252513","39.7680847","3724","","North","","Stuart","Street","","","","3724 North Streetuart St","","","Denver"
"820212","-105.04241692","39.78302927","4750","","North","","Stuart","Street","","","","4750 North Streetuart St","","","Denver"
"820213","-105.07807712","39.66352909","2997","","South","","Upham","Street","","","","2997 South Upham Street","","","Denver"
"820214","-105.00761053","39.77856514","4536","","North","","Quivas","Street","","","","4536 North Quivas Street","","","Denver"
"820215","-105.01000056","39.76223823","1917","","West","","32Nd","Avenue","","","","1917 West 32Nd Avenue","","","Denver"
"820216","-104.99483492","39.69550506","700","","West","","Mississippi","Avenue","","Unit","E4","700 West Mississippi Avenue Unit E4","","","Denver"
"820217","-104.93935073","39.69328523","4101","","East","","Louisiana","Avenue","","Ste","300","4101 East Louisiana Avenue Ste 300","","","Denver"
"820218","-104.93935073","39.69328523","4101","","East","","Louisiana","Avenue","","Ste","101","4101 East Louisiana Avenue Ste 101","","","Denver"
"820219","-104.96511631","39.72240663","417","","North","","High","Street","","","","417 North High Street","","","Denver"
"820220","-104.93574979","39.68547128","4440","","East","","Mexico","Avenue","","","","4440 East Mexico Avenue","","","Denver"
"820221","-105.01646429","39.71436833","120","","South","","Alcott","Street","","","","120 South Alcott Street","","","Denver"
"820222","-105.02728314","39.75152558","3113","","West","","23Rd","Avenue","","","","3113 West 23Rd Avenue","","","Denver"
"820223","-104.89608454","39.73799522","1350","","North","","Trenton","Street","","","","1350 North Trenton Street","","","Denver"
"820224","-105.04323179","39.65962401","3094","","South","","Raleigh","Street","","","","3094 South Raleigh Street","","","Denver"
"820225","-104.96928323","39.7538424","2530","","North","","Humboldt","Street","","","","2530 North Humboldt Street","","","Denver"
"820226","-104.89372331","39.74294655","1652","","North","","Ulster","Street","","","","1652 North Ulster Street","","","Denver"
"820227","-105.03825218","39.70119337","855","","South","","Osceola","Street","","","","855 South Osceola Street","","","Denver"
"820228","-104.94409866","39.72465093","519","","North","","Garfield","Street","","","","519 North Garfield Street","","","Denver"
"820229","-105.03285665","39.78572565","3465","","West","","49Th","Avenue","","","","3465 West 49Th Avenue","","","Denver"
"820230","-104.97620592","39.72336337","442","","North","","Emerson","Street","","","","442 North Emerson Street","","","Denver"
"820231","-104.91630788","39.73598129","1259","","North","","Krameria","Street","","","","1259 North Krameria Street","","","Denver"
"820232","-104.8973931","39.75827579","7771","","East","","29Th","Avenue","","","","7771 East 29Th Avenue","","","Denver"
"820233","-104.73822572","39.77675974","4400","","North","","Perth","Circle","","","","4400 North Perth Circle","","","Denver"
"820234","-105.03309876","39.67610834","2261","","South","","King","Street","","","","2261 South King Street","","","Denver"
"820235","-104.94338423","39.66279822","2965","","South","","Jackson","Street","","","","2965 South Jackson Street","","","Denver"
"820236","-105.04946447","39.66197337","2917","","South","","Wolff","Street","","","","2917 South Wolff Street","","","Denver"
"820237","-105.00077356","39.75760323","2095","","","","19Th","Street","","","","2095 19Th Street","","","Denver"
"820238","-104.894697","39.69193552","1357","","South","","Ulster","Street","","","","1357 South Ulster Street","","","Denver"
"820239","-105.02949135","39.73462365","1090","","North","","Irving","Street","","","","1090 North Irving Street","","","Denver"
"820240","-105.05466669","39.66052444","2959","","South","","Depew","Street","","","","2959 South Depew Street","","","Denver"
"820241","-104.91725566","39.75946567","2956","","North","","Kearney","Street","","","","2956 North Kearney Street","","","Denver"
