2360005,055-000411-002063,29,-104.78735942,37.62546259,00411,,,,02Nd,Street,W,,,00411 02Nd Street W ,WALSENBURG,81089,NULL,50402,NULL,NULL,NULL,Huerfano,0xAD100000010C988DC01864325AC0B80476280FD04240
2360006,055-000367-002064,29,-104.77461215,37.62535553,00367,,,,06Th,Street,E,,,00367 06Th Street E ,WALSENBURG,81089,NULL,44840,NULL,NULL,NULL,Huerfano,0xAD100000010C60D5D63E93315AC0486B60A60BD04240
2360007,055-000138-002065,29,-104.78328192,37.62540207,00138,,,,04Th,Street,W,,,00138 04Th Street W ,WALSENBURG,81089,NULL,44012,NULL,NULL,NULL,Huerfano,0xAD100000010C8C8F7E4A21325AC0E0E5D02C0DD04240
2360008,055-000808-002066,29,-104.79274519,37.62553739,00808,,,,Pinon,Street,W,,,00808 Pinon Street W ,WALSENBURG,81089,NULL,29750,NULL,NULL,NULL,Huerfano,0xAD100000010CB8E84C56BC325AC098CBED9B11D04240
2360009,055-000128-002067,29,-104.78006031,37.62536785,00128,,,,05Th,Street,E,,,00128 05Th Street E ,WALSENBURG,81089,NULL,42611,NULL,NULL,NULL,Huerfano,0xAD100000010C64621882EC315AC068B6BD0D0CD04240
2360010,055-000201-002068,29,-104.79513635,37.62553365,00201,,,,Welton,Avenue,,,,00201 Welton Avenue ,WALSENBURG,81089,NULL,11167,NULL,NULL,NULL,Huerfano,0xAD100000010CF4D99383E3325AC0203D9D7C11D04240
2360011,055-000508-002069,29,-104.78910731,37.62535512,00508,,,,02Nd,Street,W,,,00508 02Nd Street W ,WALSENBURG,81089,NULL,13532,NULL,NULL,NULL,Huerfano,0xAD100000010C84AAF6BB80325AC02819F2A20BD04240
2360012,055-000425-002070,29,-104.78754488,37.62535994,00425,,,,02Nd,Street,W,,,00425 02Nd Street W ,WALSENBURG,81089,NULL,1734310,NULL,NULL,NULL,Huerfano,0xAD100000010C18C9A12267325AC028F860CB0BD04240
2360013,055-000334-002071,29,-104.77678854,37.62532006,00334,,,,06Th,Street,E,,,00334 06Th Street E ,WALSENBURG,81089,NULL,19170,NULL,NULL,NULL,Huerfano,0xAD100000010C08F349E7B6315AC01078D97C0AD04240
2360014,055-000200-002072,29,-104.77326211,37.62534358,00200,,,,09Th,Street,E,,,00200 09Th Street E ,WALSENBURG,81089,NULL,11602,NULL,NULL,NULL,Huerfano,0xAD100000010CE46B5C207D315AC050FD21420BD04240
2360015,055-000810-002073,29,-104.79322720,37.62549926,00810,,,,Pinon,Street,W,,,00810 Pinon Street W ,WALSENBURG,81089,NULL,32074,NULL,NULL,NULL,Huerfano,0xAD100000010C6CF1093CC4325AC0683E125C10D04240
2360016,055-000128-002074,29,-104.78025013,37.62530424,00128,,,,05Th,Street,E,,,00128 05Th Street E ,WALSENBURG,81089,NULL,42611,NULL,NULL,NULL,Huerfano,0xAD100000010C0CD63E9EEF315AC0989228F809D04240
2360017,055-000227-002075,29,-104.78491116,37.62532571,00227,,,,03Rd,Street,W,,,00227 03Rd Street W ,WALSENBURG,81089,NULL,31226,NULL,NULL,NULL,Huerfano,0xAD100000010C246501FC3B325AC0682936AC0AD04240
2360018,055-000202-002076,29,-104.79071298,37.62548103,00202,,,,Sproull,Avenue,,,,00202 Sproull Avenue ,WALSENBURG,81089,NULL,34869,NULL,NULL,NULL,Huerfano,0xAD100000010C988D9F0A9B325AC0300F2CC30FD04240
2360019,055-000201-002077,29,-104.79155690,37.62548485,00201,,,,Sproull,Avenue,,,,00201 Sproull Avenue ,WALSENBURG,81089,NULL,21990,NULL,NULL,NULL,Huerfano,0xAD100000010C706242DEA8325AC0200131E30FD04240
2360020,055-000401-002078,29,-104.78195513,37.62536178,00401,,,,Main,Street,,,,00401 Main Street ,WALSENBURG,81089,NULL,61293,NULL,NULL,NULL,Huerfano,0xAD100000010C24CB8A8D0B325AC0580BCCDA0BD04240
2360021,055-000408-002079,29,-104.78673998,37.62524666,00408,,,,03Rd,Street,W,,,00408 03Rd Street W ,WALSENBURG,81089,NULL,40940,NULL,NULL,NULL,Huerfano,0xAD100000010C9023A5F259325AC090051E1508D04240
2360022,055-000200-002080,29,-104.77339463,37.62529437,00200,,,,09Th,Street,E,,,00200 09Th Street E ,WALSENBURG,81089,NULL,11602,NULL,NULL,NULL,Huerfano,0xAD100000010C3C9D2F4C7F315AC0F02B52A509D04240
2360023,055-000710-002081,29,-104.79215029,37.62548063,00710,,,,Pinon,Street,W,,,00710 Pinon Street W ,WALSENBURG,81089,NULL,22853,NULL,NULL,NULL,Huerfano,0xAD100000010CE87C2497B2325AC0E0A7D9BF0FD04240
2360024,055-000202-002082,29,-104.78374603,37.62526903,00202,,,,04Th,Street,W,,,00202 04Th Street W ,WALSENBURG,81089,NULL,44182,NULL,NULL,NULL,Huerfano,0xAD100000010CD0F31DE528325AC0A086C9D008D04240
2360025,055-000124-002083,29,-104.78042378,37.62524521,00124,,,,05Th,Street,E,,,00124 05Th Street E ,WALSENBURG,81089,NULL,13910,NULL,NULL,NULL,Huerfano,0xAD100000010CD8F49376F2315AC0A8C2FC0808D04240
2360026,055-000902-002084,29,-104.79394249,37.62545960,00902,,,,Pinon,Street,W,,,00902 Pinon Street W ,WALSENBURG,81089,NULL,192934,NULL,NULL,NULL,Huerfano,0xAD100000010CDC822BF4CF325AC02013700F0FD04240
2360027,055-000239-002085,29,-104.78510459,37.62525858,00239,,,,03Rd,Street,W,,,00239 03Rd Street W ,WALSENBURG,81089,NULL,40930,NULL,NULL,NULL,Huerfano,0xAD100000010C507F52273F325AC06052207908D04240
2360028,055-000200-002086,29,-104.77353636,37.62523993,00200,,,,09Th,Street,E,,,00200 09Th Street E ,WALSENBURG,81089,NULL,11602,NULL,NULL,NULL,Huerfano,0xAD100000010CE01DA69E81315AC0304FA7DC07D04240
2360029,055-000318-002087,29,-104.77717492,37.62517032,00318,,,,06Th,Street,E,,,00318 06Th Street E ,WALSENBURG,81089,NULL,37470,NULL,NULL,NULL,Huerfano,0xAD100000010C7876E43BBD315AC08044BD9405D04240
2360030,055-000210-002088,29,-104.78394223,37.62520082,00210,,,,04Th,Street,W,,,00210 04Th Street W ,WALSENBURG,81089,NULL,32070,NULL,NULL,NULL,Huerfano,0xAD100000010C4806091C2C325AC09013919406D04240
2360031,055-000308-002089,29,-104.77730158,37.62529899,00308,,,,06Th,Street,E,,,00308 06Th Street E ,WALSENBURG,81089,NULL,26250,NULL,NULL,NULL,Huerfano,0xAD100000010CA84E204FBF315AC0D8B924CC09D04240
2360032,055-000112-002090,29,-104.78060550,37.62518488,00112,,,,05Th,Street,E,,,00112 05Th Street E ,WALSENBURG,81089,NULL,413541,NULL,NULL,NULL,Huerfano,0xAD100000010C5CC3CA70F5315AC0A8ECE40E06D04240
2360033,055-000200-002091,29,-104.77367815,37.62518635,00200,,,,09Th,Street,E,,,00200 09Th Street E ,WALSENBURG,81089,NULL,11602,NULL,NULL,NULL,Huerfano,0xAD100000010C2C0B5DF183315AC0306E351B06D04240
2360034,055-000308-002092,29,-104.77738966,37.62515551,00308,,,,06Th,Street,E,,,00308 06Th Street E ,WALSENBURG,81089,NULL,26250,NULL,NULL,NULL,Huerfano,0xAD100000010CB47C8FC0C0315AC0A8C58B1805D04240
2360035,055-000351-002093,29,-104.77538444,37.62510949,00351,,,,06Th,Street,E,,,00351 06Th Street E ,WALSENBURG,81089,NULL,39850,NULL,NULL,NULL,Huerfano,0xAD100000010C04FB0FE69F315AC098B0739603D04240
2360036,055-000404-002094,29,-104.77399799,37.62512322,00404,,,,07Th,Street,E,,,00404 07Th Street E ,WALSENBURG,81089,NULL,442903,NULL,NULL,NULL,Huerfano,0xAD100000010C2C7BDC2E89315AC0A8C9A20904D04240
2360037,055-000205-002095,29,-104.78235961,37.62520145,00205,,,,04Th,Street,W,,,00205 04Th Street W ,WALSENBURG,81089,NULL,42310,NULL,NULL,NULL,Huerfano,0xAD100000010C9084082E12325AC040E0E69906D04240
2360038,055-000401-002096,29,-104.78187588,37.62521011,00401,,,,Main,Street,,,,00401 Main Street ,WALSENBURG,81089,NULL,61293,NULL,NULL,NULL,Huerfano,0xAD100000010CE03C1D410A325AC010337FE206D04240
2360039,055-000110-002097,29,-104.78078260,37.62512683,00110,,,,05Th,Street,E,,,00110 05Th Street E ,WALSENBURG,81089,NULL,35880,NULL,NULL,NULL,Huerfano,0xAD100000010CAC709A57F8315AC0A0E8E62704D04240
2360040,055-000212-002098,29,-104.78413843,37.62513278,00212,,,,04Th,Street,W,,,00212 04Th Street W ,WALSENBURG,81089,NULL,29205,NULL,NULL,NULL,Huerfano,0xAD100000010CC018F4522F325AC0F849CE5904D04240
2360041,055-000200-002099,29,-104.77382637,37.62512974,00200,,,,09Th,Street,E,,,00200 09Th Street E ,WALSENBURG,81089,NULL,11602,NULL,NULL,NULL,Huerfano,0xAD100000010C8C0E0B5F86315AC088CA4B4004D04240
2360042,055-000304-002100,29,-104.77753539,37.62508831,00304,,,,06Th,Street,E,,,00304 06Th Street E ,WALSENBURG,81089,NULL,35550,NULL,NULL,NULL,Huerfano,0xAD100000010C70A9C823C3315AC0B0D6C5E402D04240
2360043,055-000402-002101,29,-104.77414751,37.62506826,00402,,,,07Th,Street,E,,,00402 07Th Street E ,WALSENBURG,81089,NULL,44290,NULL,NULL,NULL,Huerfano,0xAD100000010C54A702A28B315AC060F0963C02D04240
2360044,055-000501-002102,29,-104.78802675,37.62512721,00501,,,,02Nd,Street,W,,,00501 02Nd Street W ,WALSENBURG,81089,NULL,13000,NULL,NULL,NULL,Huerfano,0xAD100000010CE0E7BF076F325AC060D6232B04D04240
2360045,055-000301-002103,29,-104.78560265,37.62518467,00301,,,,03Rd,Street,W,,,00301 03Rd Street W ,WALSENBURG,81089,NULL,17500,NULL,NULL,NULL,Huerfano,0xAD100000010CA859565047325AC070A81D0D06D04240
2360046,055-000347-002104,29,-104.77561486,37.62503970,00347,,,,06Th,Street,E,,,00347 06Th Street E ,WALSENBURG,81089,NULL,39851,NULL,NULL,NULL,Huerfano,0xAD100000010CB45980ACA3315AC058CE024D01D04240
2360047,055-000220-002105,29,-104.78431692,37.62507097,00220,,,,04Th,Street,W,,,00220 04Th Street W ,WALSENBURG,81089,NULL,15740,NULL,NULL,NULL,Huerfano,0xAD100000010CD8FA933F32325AC0A09E525302D04240
2360048,055-000424-002106,29,-104.78706478,37.62506324,00424,,,,03Rd,Street,W,,,00424 03Rd Street W ,WALSENBURG,81089,NULL,43980,NULL,NULL,NULL,Huerfano,0xAD100000010C20DAF9445F325AC0F0B77C1202D04240
2360049,055-000511-002107,29,-104.78826773,37.62501591,00511,,,,02Nd,Street,W,,,00511 02Nd Street W ,WALSENBURG,81089,NULL,42765,NULL,NULL,NULL,Huerfano,0xAD100000010CC4487FFA72325AC0C005708500D04240
2360050,055-000366-002108,29,-104.77434438,37.62499383,00366,,,,07Th,Street,E,,,00366 07Th Street E ,WALSENBURG,81089,NULL,15850,NULL,NULL,NULL,Huerfano,0xAD100000010C0022BDDB8E315AC0609537CCFFCF4240
2360051,055-000305-002109,29,-104.78577691,37.62512749,00305,,,,03Rd,Street,W,,,00305 03Rd Street W ,WALSENBURG,81089,NULL,20069,NULL,NULL,NULL,Huerfano,0xAD100000010C38E5402B4A325AC0C0B0762D04D04240
2360052,055-000345-002110,29,-104.77587073,37.62496134,00345,,,,06Th,Street,E,,,00345 06Th Street E ,WALSENBURG,81089,NULL,34860,NULL,NULL,NULL,Huerfano,0xAD100000010C240AB8DDA7315AC048DFBABBFECF4240
2360053,055-000205-002111,29,-104.78263529,37.62507782,00205,,,,04Th,Street,W,,,00205 04Th Street W ,WALSENBURG,81089,NULL,42310,NULL,NULL,NULL,Huerfano,0xAD100000010C30844FB216325AC0B807CB8C02D04240
2360054,055-000418-002112,29,-104.78113042,37.62511931,00418,,,,Main,Street,,,,00418 Main Street ,WALSENBURG,81089,NULL,42372,NULL,NULL,NULL,Huerfano,0xAD100000010CC006730AFE315AC0F802E3E803D04240
2360055,055-000222-002113,29,-104.78451029,37.62500538,00222,,,,04Th,Street,W,,,00222 04Th Street W ,WALSENBURG,81089,NULL,21080,NULL,NULL,NULL,Huerfano,0xAD100000010CBC06AA6A35325AC05076212D00D04240
2360056,055-000364-002114,29,-104.77445345,37.62495657,00364,,,,07Th,Street,E,,,00364 07Th Street E ,WALSENBURG,81089,NULL,22140,NULL,NULL,NULL,Huerfano,0xAD100000010C08B62FA590315AC01060B793FECF4240
2360057,055-000401-002115,29,-104.78179544,37.62505815,00401,,,,Main,Street,,,,00401 Main Street ,WALSENBURG,81089,NULL,61293,NULL,NULL,NULL,Huerfano,0xAD100000010CACAABCEF08325AC09895C3E701D04240
2360058,055-000403-002116,29,-104.78589719,37.62499406,00403,,,,03Rd,Street,W,,,00403 03Rd Street W ,WALSENBURG,81089,NULL,22062,NULL,NULL,NULL,Huerfano,0xAD100000010C5C44BA234C325AC0F8A627CEFFCF4240
2360059,055-000405-002117,29,-104.77302679,37.62487722,00405,,,,07Th,Street,E,,,00405 07Th Street E ,WALSENBURG,81089,NULL,17461,NULL,NULL,NULL,Huerfano,0xAD100000010CD47E5B4579315AC0F08305FAFBCF4240
2360060,055-000426-002118,29,-104.78725550,37.62496318,00426,,,,03Rd,Street,W,,,00426 03Rd Street W ,WALSENBURG,81089,NULL,21930,NULL,NULL,NULL,Huerfano,0xAD100000010CA8D1E86462325AC0003E2ACBFECF4240
2360061,055-000308-002119,29,-104.77795736,37.62491766,00308,,,,06Th,Street,E,,,00308 06Th Street E ,WALSENBURG,81089,NULL,26250,NULL,NULL,NULL,Huerfano,0xAD100000010CF46CA60DCA315AC018EF524DFDCF4240
2360062,055-000205-002120,29,-104.78282695,37.62499195,00205,,,,04Th,Street,W,,,00205 04Th Street W ,WALSENBURG,81089,NULL,42310,NULL,NULL,NULL,Huerfano,0xAD100000010C383E36D619325AC0F89B76BCFFCF4240
2360063,055-000420-002121,29,-104.78109255,37.62504533,00420,,,,Main,Street,,,,00420 Main Street ,WALSENBURG,81089,NULL,10018,NULL,NULL,NULL,Huerfano,0xAD100000010C080E976BFD315AC0D094437C01D04240
2360064,055-000136-002122,29,-104.79085852,37.62510743,00136,,,,Sproull,Avenue,,,,00136 Sproull Avenue ,WALSENBURG,81089,NULL,1632015,NULL,NULL,NULL,Huerfano,0xAD100000010CF015126D9D325AC0586E258503D04240
2360065,055-000636-002123,29,-104.79050536,37.62509878,00636,,,,Pinon,Street,W,,,00636 Pinon Street W ,WALSENBURG,81089,NULL,29860,NULL,NULL,NULL,Huerfano,0xAD100000010CCC20CBA397325AC090499E3C03D04240
2360066,055-000139-002124,29,-104.79161668,37.62482148,00139,,,,Sproull,Avenue,,,,00139 Sproull Avenue ,WALSENBURG,81089,NULL,27363,NULL,NULL,NULL,Huerfano,0xAD100000010CDC2F06D9A9325AC0E8F48126FACF4240
2360067,055-000637-002125,29,-104.79022295,37.62487865,00637,,,,Pinon,Street,W,,,00637 Pinon Street W ,WALSENBURG,81089,NULL,15112,NULL,NULL,NULL,Huerfano,0xAD100000010CDCD8490393325AC040B60806FCCF4240
2360068,055-000327-002126,29,-104.77610682,37.62488723,00327,,,,06Th,Street,E,,,00327 06Th Street E ,WALSENBURG,81089,NULL,24698,NULL,NULL,NULL,Huerfano,0xAD100000010C10D2F4BBAB315AC0281F024EFCCF4240
2360069,055-000230-002127,29,-104.78472031,37.62493491,00230,,,,04Th,Street,W,,,00230 04Th Street W ,WALSENBURG,81089,NULL,45367,NULL,NULL,NULL,Huerfano,0xAD100000010C3CFD88DB38325AC05824FADDFDCF4240
2360070,055-000637-002128,29,-104.79000395,37.62487062,00637,,,,Pinon,Street,W,,,00637 Pinon Street W ,WALSENBURG,81089,NULL,15112,NULL,NULL,NULL,Huerfano,0xAD100000010C1C76BD6C8F325AC01802B5C2FBCF4240
2360071,055-000709-002129,29,-104.79214120,37.62509715,00709,,,,Pinon,Street,W,,,00709 Pinon Street W ,WALSENBURG,81089,NULL,3366512,NULL,NULL,NULL,Huerfano,0xAD100000010C58CEFE70B2325AC0E054F82E03D04240
2360072,055-000403-002130,29,-104.78607115,37.62493696,00403,,,,03Rd,Street,W,,,00403 03Rd Street W ,WALSENBURG,81089,NULL,22062,NULL,NULL,NULL,Huerfano,0xAD100000010C4C3F5CFD4E325AC0C07B2CEFFDCF4240
2360073,055-000127-002131,29,-104.79273297,37.62507520,00127,,,,Champa,Avenue,,,,00127 Champa Avenue ,WALSENBURG,81089,NULL,11425,NULL,NULL,NULL,Huerfano,0xAD100000010C9C721523BC325AC0405CDB7602D04240
2360074,055-000180-002132,29,-104.79441620,37.62502858,00180,,,,Welton,Avenue,,,,00180 Welton Avenue ,WALSENBURG,81089,NULL,12856,NULL,NULL,NULL,Huerfano,0xAD100000010CC46108B7D7325AC0B060C3EF00D04240
2360075,055-000125-002133,29,-104.79392779,37.62508798,00125,,,,Stout,Avenue,,,,00125 Stout Avenue ,WALSENBURG,81089,NULL,19295,NULL,NULL,NULL,Huerfano,0xAD100000010CDC5B81B6CF325AC0085103E202D04240
2360076,055-000199-002134,29,-104.79512180,37.62492547,00199,,,,Welton,Avenue,,,,00199 Welton Avenue ,WALSENBURG,81089,NULL,35751,NULL,NULL,NULL,Huerfano,0xAD100000010CA8C28A46E3325AC0F099C58EFDCF4240
2360077,055-000303-002135,29,-104.78558313,37.62498329,00303,,,,Hendren,Avenue,,,,00303 Hendren Avenue ,WALSENBURG,81089,NULL,26740,NULL,NULL,NULL,Huerfano,0xAD100000010C08D675FE46325AC02849DE73FFCF4240
2360078,055-000232-002136,29,-104.77810948,37.62486348,00232,,,,06Th,Street,E,,,00232 06Th Street E ,WALSENBURG,81089,NULL,210132,NULL,NULL,NULL,Huerfano,0xAD100000010CCC40B38BCC315AC09062C786FBCF4240
2360079,055-000321-002137,29,-104.77629125,37.62482937,00321,,,,06Th,Street,E,,,00321 06Th Street E ,WALSENBURG,81089,NULL,45110,NULL,NULL,NULL,Huerfano,0xAD100000010C0CA87DC1AE315AC0406CA068FACF4240
2360080,055-001601-002138,29,-104.78211651,37.62499693,01601,,,Co Rd,County Road 320 ,,,,,01601 County Road 320 ,WALSENBURG,81089,NULL,10933,NULL,NULL,NULL,Huerfano,0xAD100000010CC43F6B320E325AC068C838E6FFCF4240
2360081,055-000205-002139,29,-104.78301854,37.62490600,00205,,,,04Th,Street,W,,,00205 04Th Street W ,WALSENBURG,81089,NULL,42310,NULL,NULL,NULL,Huerfano,0xAD100000010C885DCBF91C325AC0003E74EBFCCF4240
2360082,055-000358-002140,29,-104.77482841,37.62483362,00358,,,,07Th,Street,E,,,00358 07Th Street E ,WALSENBURG,81089,NULL,34250,NULL,NULL,NULL,Huerfano,0xAD100000010CC817E4C996315AC0F0EE428CFACF4240
2360083,055-000424-002141,29,-104.78103146,37.62492667,00424,,,,Main,Street,,,,00424 Main Street ,WALSENBURG,81089,NULL,43601,NULL,NULL,NULL,Huerfano,0xAD100000010C54635F6BFC315AC0F02BDF98FDCF4240
2360084,055-000236-002142,29,-104.78491214,37.62487056,00236,,,,04Th,Street,W,,,00236 04Th Street W ,WALSENBURG,81089,NULL,29323,NULL,NULL,NULL,Huerfano,0xAD100000010C40CF1F003C325AC0C02834C2FBCF4240
2360085,055-000403-002143,29,-104.78624491,37.62487930,00403,,,,03Rd,Street,W,,,00403 03Rd Street W ,WALSENBURG,81089,NULL,21710,NULL,NULL,NULL,Huerfano,0xAD100000010C8C2431D651325AC010DF800BFCCF4240
2360086,055-000403-002144,29,-104.77330410,37.62465275,00403,,,,07Th,Street,E,,,00403 07Th Street E ,WALSENBURG,81089,NULL,144851,NULL,NULL,NULL,Huerfano,0xAD100000010C34D77AD07D315AC0A84D0E9FF4CF4240
2360087,055-000515-002145,29,-104.78862110,37.62485267,00515,,,,02Nd,Street,W,,,00515 02Nd Street W ,WALSENBURG,81089,NULL,23090,NULL,NULL,NULL,Huerfano,0xAD100000010CDC5BA2C478325AC03816192CFBCF4240
2360088,055-000401-002146,29,-104.78171497,37.62490622,00401,,,,Main,Street,,,,00401 Main Street ,WALSENBURG,81089,NULL,61297,NULL,NULL,NULL,Huerfano,0xAD100000010CC41A3F9E07325AC0C86448EDFCCF4240
2360089,055-000230-002147,29,-104.77823235,37.62482188,00230,,,,06Th,Street,E,,,00230 06Th Street E ,WALSENBURG,81089,NULL,35206,NULL,NULL,NULL,Huerfano,0xAD100000010C9C47138FCE315AC0709FC929FACF4240
2360090,055-000901-002148,29,-105.04108070,37.62343165,00901,,,,Cedar Ridge,Road,,,,00901 Cedar Ridge Road ,LA VETA,81055,NULL,474885,NULL,NULL,NULL,Huerfano,0xAD100000010C8CE5F310A1425AC018C2C49BCCCF4240
2360091,055-000356-002149,29,-104.77493985,37.62479682,00356,,,,07Th,Street,E,,,00356 07Th Street E ,WALSENBURG,81089,NULL,31140,NULL,NULL,NULL,Huerfano,0xAD100000010C402D529D98315AC08802A557F9CF4240
2360092,055-000767-002150,29,-104.83221730,37.62496883,00767,,,,Huerfano,Boulevard,,,,00767 Huerfano Boulevard ,WALSENBURG,81089,NULL,46085,NULL,NULL,NULL,Huerfano,0xAD100000010CF071560C43355AC090C984FAFECF4240
2360093,055-000319-002151,29,-104.77647818,37.62476901,00319,,,,06Th,Street,E,,,00319 06Th Street E ,WALSENBURG,81089,NULL,29591,NULL,NULL,NULL,Huerfano,0xAD100000010CD46F8BD1B1315AC0D831576EF8CF4240
2360094,055-000224-002152,29,-104.77836895,37.62477412,00224,,,,06Th,Street,E,,,00224 06Th Street E ,WALSENBURG,81089,NULL,22480,NULL,NULL,NULL,Huerfano,0xAD100000010CACD2FBCBD0315AC050B03299F8CF4240
2360095,055-000435-002153,29,-104.77508112,37.62475182,00435,,,,Harrison,Avenue,,,,00435 Harrison Avenue ,WALSENBURG,81089,NULL,29731,NULL,NULL,NULL,Huerfano,0xAD100000010C6889D7ED9A315AC0A03619DEF7CF4240
2360096,055-001601-002154,29,-104.78230385,37.62491816,01601,,,Co Rd,County Road 320 ,,,,,01601 County Road 320 ,WALSENBURG,81089,NULL,10933,NULL,NULL,NULL,Huerfano,0xAD100000010CBC1D2F4411325AC0B83B7E51FDCF4240
2360097,055-000132-002155,29,-104.79070491,37.62494728,00132,,,,Sproull,Avenue,,,,00132 Sproull Avenue ,WALSENBURG,81089,NULL,14335,NULL,NULL,NULL,Huerfano,0xAD100000010C0462C5E89A325AC0005EBC45FECF4240
2360098,055-000131-002156,29,-104.78003770,37.62473138,00131,,,,05Th,Street,E,,,00131 05Th Street E ,WALSENBURG,81089,NULL,26880,NULL,NULL,NULL,Huerfano,0xAD100000010CCC274423EC315AC050F1A632F7CF4240
2360099,055-000317-002157,29,-104.77668044,37.62470501,00317,,,,06Th,Street,E,,,00317 06Th Street E ,WALSENBURG,81089,NULL,41500,NULL,NULL,NULL,Huerfano,0xAD100000010C4C75E221B5315AC078356955F6CF4240
2360100,055-000000-002158,29,-104.78198767,37.62474331,0,,,,Courthouse,,,,,0 Courthouse ,WALSENBURG,81089,NULL,61292,NULL,NULL,NULL,Huerfano,0xAD100000010CF8E8FF150C325AC0B0B7BE96F7CF4240
2360101,055-001601-002159,29,-104.77282638,37.62477793,01601,,,Co Rd,County Road 320 ,,,,,01601 County Road 320 ,WALSENBURG,81089,NULL,10933,NULL,NULL,NULL,Huerfano,0xAD100000010C80E5C6FC75315AC028DD1DB9F8CF4240
2360102,055-000300-002160,29,-104.79206580,37.62494135,00300,,,,Sproull,Avenue,,,,00300 Sproull Avenue ,WALSENBURG,81089,NULL,21820,NULL,NULL,NULL,Huerfano,0xAD100000010C08BFBF34B1325AC0887EF913FECF4240
2360103,055-000220-002161,29,-104.77854191,37.62471005,00220,,,,06Th,Street,E,,,00220 06Th Street E ,WALSENBURG,81089,NULL,39855,NULL,NULL,NULL,Huerfano,0xAD100000010C78356EA1D3315AC05069BD7FF6CF4240
2360104,055-000346-002162,29,-104.77523912,37.62470003,00346,,,,07Th,Street,E,,,00346 07Th Street E ,WALSENBURG,81089,NULL,20930,NULL,NULL,NULL,Huerfano,0xAD100000010C506085849D315AC0C097A02BF6CF4240
2360105,055-000502-002163,29,-104.78774642,37.62473367,00502,,,,03Rd,Street,W,,,00502 03Rd Street W ,WALSENBURG,81089,NULL,11395,NULL,NULL,NULL,Huerfano,0xAD100000010C58C9F46F6A325AC0601FE345F7CF4240
2360106,055-000205-002164,29,-104.78374998,37.62462594,00205,,,,04Th,Street,W,,,00205 04Th Street W ,WALSENBURG,81089,NULL,42310,NULL,NULL,NULL,Huerfano,0xAD100000010C08F0AAF528325AC090B52EBEF3CF4240
