1890019,123-033732-162301,NULL,-104.84541955,40.49087609,33732,NULL, , ,Siasconset,Road, ,NULL, ,33732 Siasconset Road ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C68BC9A5A1B365AC0E0061207D53E4440
1890020,123-033714-162302,NULL,-104.84276598,40.49057819,33714,NULL, , ,Siasconset,Road, ,NULL, ,33714 Siasconset Road ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C406CB6E0EF355AC0685A1644CB3E4440
1890021,123-033745-162303,NULL,-104.84649463,40.49066209,33745,NULL, , ,Siasconset,Road, ,NULL, ,33745 Siasconset Road ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C7C2BD2F72C365AC0F8F7EE03CE3E4440
1890022,123-033761-162304,NULL,-104.90801117,40.49104274,33761,NULL, ,Hwy,257, , ,NULL, ,33761 Hwy 257 ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C5CE3E1DA1C3A5AC000530A7DDA3E4440
1890023,123-033741-162305,NULL,-104.90796795,40.49074209,33741,NULL, ,Hwy,257, , ,NULL, ,33741 Hwy 257 ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C58B199251C3A5AC0905D01A3D03E4440
1890024,123-033721-162306,NULL,-104.84614972,40.49025180,33721,NULL, , ,Siasconset,Road, ,NULL, ,33721 Siasconset Road ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CB8CD285127365AC010502392C03E4440
1890025,123-033703-162307,NULL,-104.84568658,40.49002159,33703,NULL, , ,Siasconset,Road, ,NULL, ,33703 Siasconset Road ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C684FA0BA1F365AC0281AFF06B93E4440
1890026,123-033725-162308,NULL,-104.90806259,40.49046234,33725,NULL, ,Hwy,257, , ,NULL, ,33725 Hwy 257 ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CD46589B21D3A5AC0E8D85978C73E4440
1890027,123-033727-162309,NULL,-104.47566131,40.48809663,33727,NULL, ,Hwy,392, , ,NULL, ,33727 Hwy 392 ,Gill,80624,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CACD3253C711E5AC070B74DF3793E4440
1890028,123-033671-162310,NULL,-104.91000885,40.49006300,33671,NULL, ,Hwy,257, , ,NULL, ,33671 Hwy 257 ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CA061C1953D3A5AC0288C6062BA3E4440
1890029,123-033501-162311,NULL,-104.47687507,40.48587882,33501,NULL, ,Hwy,392, , ,NULL, ,33501 Hwy 392 ,Gill,80624,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C9C55011F851E5AC00845EC46313E4440
1890030,123-028117-162312,NULL,-104.52076847,40.48102444,28117,NULL, ,Hwy,392, , ,NULL, ,28117 Hwy 392 ,Gill,80624,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C88274B4554215AC0F8BE7035923D4440
1890031,123-028039-162313,NULL,-104.52180170,40.48466844,28039,NULL, ,Hwy,392, , ,NULL, ,28039 Hwy 392 ,Gill,80624,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CD01FF53265215AC0500B949D093E4440
1890032,123-033497-162314,NULL,-104.47842662,40.48582592,33497,NULL, ,Hwy,392, , ,NULL, ,33497 Hwy 392 ,Gill,80624,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CA4C1B18A9E1E5AC0C0D3308B2F3E4440
1890033,123-033061-162315,NULL,-104.85004717,40.48799339,33061,NULL, , ,May,Drive, ,NULL, ,33061 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CE06E392C67365AC0B8CC4791763E4440
1890034,123-033009-162316,NULL,-104.85065985,40.48802060,33009,NULL, , ,May,Drive, ,NULL, ,33009 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C68DE013671365AC020CC7975773E4440
1890035,123-033093-162317,NULL,-104.84927241,40.48777922,33093,NULL, , ,May,Drive, ,NULL, ,33093 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C5470A87A5A365AC0C031A28C6F3E4440
1890036,123-024435-162318,NULL,-104.59690897,40.48543472,24435,NULL, ,Hwy,392, , ,NULL, ,24435 Hwy 392 ,Greeley,80631,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF00FACC133265AC0E08495B9223E4440
1890037,123-033129-162319,NULL,-104.84870908,40.48733806,33129,NULL, , ,May,Drive, ,NULL, ,33129 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CA4ADE43F51365AC03057F917613E4440
1890038,123-023249-162320,NULL,-104.61598313,40.48105939,23249,NULL, ,Hwy,392, , ,NULL, ,23249 Hwy 392 ,Greeley,80631,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CB8DA85446C275AC0B04C9F5A933D4440
1890039,123-022217-162321,NULL,-104.63544826,40.47911942,22217,NULL, ,Hwy,392, , ,NULL, ,22217 Hwy 392 ,Greeley,80631,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C3C9A2B2FAB285AC0B07A08C9533D4440
1890040,123-022795-162322,NULL,-104.62500680,40.47921808,22795,NULL, ,Hwy,392, , ,NULL, ,22795 Hwy 392 ,Greeley,80631,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C6013801C00285AC0C0549A04573D4440
1890041,123-033050-162323,NULL,-104.85020997,40.48729958,33050,NULL, , ,May,Drive, ,NULL, ,33050 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CC0D211D769365AC030231FD55F3E4440
1890042,123-033112-162324,NULL,-104.84956947,40.48729218,33112,NULL, , ,May,Drive, ,NULL, ,33112 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CFC67A1585F365AC0E8E70D975F3E4440
1890043,123-033034-162325,NULL,-104.85078493,40.48738994,33034,NULL, , ,May,Drive, ,NULL, ,33034 May Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C206CA04273365AC090F02ECB623E4440
1890044,123-025503-162326,NULL,-104.57488549,40.48086342,25503,NULL, ,Hwy,392, , ,NULL, ,25503 Hwy 392 ,Eaton,80615,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C28547EECCA245AC0D8EDB4EE8C3D4440
1890045,123-011095-162327,NULL,-104.84918842,40.48092379,11095,NULL, ,Hwy,392, , ,NULL, ,11095 Hwy 392 ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C28B75E1A59365AC0D0381CE98E3D4440
1890046,123-000968-162328,NULL,-104.91091840,40.48692564,968,NULL, , ,Durum,Court, ,NULL, ,968 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C48A0B47C4C3A5AC0281A4994533E4440
1890047,123-000963-162329,NULL,-104.91146020,40.48685008,963,NULL, , ,Durum,Court, ,NULL, ,963 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C80CC2B5D553A5AC020AE771A513E4440
1890048,123-000960-162330,NULL,-104.91079009,40.48680261,960,NULL, , ,Durum,Court, ,NULL, ,960 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C689785624A3A5AC060C7448C4F3E4440
1890049,123-021727-162331,NULL,-104.64723640,40.48252427,21727,NULL, ,Hwy,392, , ,NULL, ,21727 Hwy 392 ,Greeley,80631,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF4B138526C295AC05025ED5AC33D4440
1890050,123-000949-162332,NULL,-104.91148001,40.48666918,949,NULL, , ,Durum,Court, ,NULL, ,949 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C78D845B0553A5AC0E8C5042D4B3E4440
1890051,123-001144-162333,NULL,-104.92032117,40.48667488,1144,NULL, , ,Fairfield,Avenue, ,NULL, ,1144 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C3485C08AE63A5AC0C8FCCE5C4B3E4440
1890052,123-001204-162334,NULL,-104.92079889,40.48668488,1204,NULL, , ,Fairfield,Avenue, ,NULL, ,1204 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C10FB7B5EEE3A5AC0701EB6B04B3E4440
1890053,123-001208-162335,NULL,-104.92103890,40.48664469,1208,NULL, , ,Fairfield,Avenue, ,NULL, ,1208 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C5C3D214DF23A5AC000B8835F4A3E4440
1890054,123-001212-162336,NULL,-104.92121367,40.48664538,1212,NULL, , ,Fairfield,Avenue, ,NULL, ,1212 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C28192B2AF53A5AC040A14F654A3E4440
1890055,123-001216-162337,NULL,-104.92134999,40.48664855,1216,NULL, , ,Fairfield,Avenue, ,NULL, ,1216 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C7095EF65F73A5AC0A8DBE27F4A3E4440
1890056,123-001220-162338,NULL,-104.92155118,40.48662402,1220,NULL, , ,Fairfield,Avenue, ,NULL, ,1220 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CA8A0C8B1FA3A5AC018F829B2493E4440
1890057,123-001224-162339,NULL,-104.92175222,40.48661684,1224,NULL, , ,Fairfield,Avenue, ,NULL, ,1224 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C94FA05FDFD3A5AC098E3EC75493E4440
1890058,123-001228-162340,NULL,-104.92200226,40.48659923,1228,NULL, , ,Fairfield,Avenue, ,NULL, ,1228 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF0ADC815023B5AC038FF37E2483E4440
1890059,123-001232-162341,NULL,-104.92221892,40.48660413,1232,NULL, , ,Fairfield,Avenue, ,NULL, ,1232 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C24A886A2053B5AC078D0540B493E4440
1890060,123-001302-162342,NULL,-104.92240589,40.48660889,1302,NULL, , ,Fairfield,Avenue, ,NULL, ,1302 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C04CCB6B2083B5AC058193833493E4440
1890061,123-000954-162343,NULL,-104.91074713,40.48667183,954,NULL, , ,Durum,Court, ,NULL, ,954 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C40334FAE493A5AC0504F3B434B3E4440
1890062,123-001318-162344,NULL,-104.92262617,40.48659914,1318,NULL, , ,Fairfield,Avenue, ,NULL, ,1318 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C3CB8A34E0C3B5AC0E8B067E1483E4440
1890063,123-001334-162345,NULL,-104.92281167,40.48657054,1334,NULL, , ,Fairfield,Avenue, ,NULL, ,1334 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CB8F9B0580F3B5AC0A0A87DF1473E4440
1890064,123-001350-162346,NULL,-104.92302126,40.48658607,1350,NULL, , ,Fairfield,Avenue, ,NULL, ,1350 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF814C0C7123B5AC030D1CE73483E4440
1890065,123-001366-162347,NULL,-104.92316665,40.48660560,1366,NULL, , ,Fairfield,Avenue, ,NULL, ,1366 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C00EC9629153B5AC0402CA317493E4440
1890066,123-001406-162348,NULL,-104.92363749,40.48656810,1406,NULL, , ,Fairfield,Avenue, ,NULL, ,1406 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CD4726EE01C3B5AC0B0A603DD473E4440
1890067,123-001410-162349,NULL,-104.92379333,40.48655736,1410,NULL, , ,Fairfield,Avenue, ,NULL, ,1410 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C78010D6E1F3B5AC01001FF82473E4440
1890068,123-001414-162350,NULL,-104.92400541,40.48654673,1414,NULL, , ,Fairfield,Avenue, ,NULL, ,1414 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C7C7798E7223B5AC0C040D329473E4440
1890069,123-001418-162351,NULL,-104.92418621,40.48654310,1418,NULL, , ,Fairfield,Avenue, ,NULL, ,1418 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF00FEEDD253B5AC0D8DA500B473E4440
1890070,123-001422-162352,NULL,-104.92444196,40.48653507,1422,NULL, , ,Fairfield,Avenue, ,NULL, ,1422 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C7C04980E2A3B5AC02844F0C7463E4440
1890071,123-001426-162353,NULL,-104.92465382,40.48654826,1426,NULL, , ,Fairfield,Avenue, ,NULL, ,1426 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CE08C3B872D3B5AC0A09BA436473E4440
1890072,123-001430-162354,NULL,-104.92479438,40.48650630,1430,NULL, , ,Fairfield,Avenue, ,NULL, ,1430 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C78B3C8D42F3B5AC068C0A1D6453E4440
1890073,123-001434-162355,NULL,-104.92499079,40.48650274,1434,NULL, , ,Fairfield,Avenue, ,NULL, ,1434 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CCCF6900C333B5AC0F88FC2B8453E4440
1890074,123-001438-162356,NULL,-104.92525557,40.48653288,1438,NULL, , ,Fairfield,Avenue, ,NULL, ,1438 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CFC522263373B5AC0F04691B5463E4440
1890075,123-001442-162357,NULL,-104.92539287,40.48650758,1442,NULL, , ,Fairfield,Avenue, ,NULL, ,1442 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C1CC8FEA2393B5AC0D8F055E1453E4440
1890076,123-001446-162358,NULL,-104.92561016,40.48649818,1446,NULL, , ,Fairfield,Avenue, ,NULL, ,1446 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C88BB68323D3B5AC0F8548692453E4440
1890077,123-000516-162359,NULL,-104.92587982,40.48654945,516,NULL, , ,Fieldstone,Drive, ,NULL, ,516 Fieldstone Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CCC06739D413B5AC048F79D40473E4440
1890078,123-000502-162360,NULL,-104.92609832,40.48648894,502,NULL, , ,Fieldstone,Drive, ,NULL, ,502 Fieldstone Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CB477E531453B5AC040950345453E4440
1890079,123-000941-162361,NULL,-104.91145193,40.48648492,941,NULL, , ,Durum,Court, ,NULL, ,941 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF8197E3A553A5AC020245123453E4440
1890080,123-000940-162362,NULL,-104.91091119,40.48638143,940,NULL, , ,Durum,Court, ,NULL, ,940 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C6C6E6F5E4C3A5AC0682C21BF413E4440
1890081,123-000442-162363,NULL,-104.91034426,40.48621101,442,NULL, , ,Bluegrass,Court, ,NULL, ,442 Bluegrass Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CC4E78D14433A5AC060288D293C3E4440
1890082,123-000430-162364,NULL,-104.92623140,40.48634923,430,NULL, , ,Fieldstone,Drive, ,NULL, ,430 Fieldstone Drive ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C2CA90D60473B5AC0780D02B1403E4440
1890083,123-001055-162365,NULL,-104.91697590,40.48633192,1055,NULL, , ,Fairfield,Avenue, ,NULL, ,1055 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF480B0BBAF3A5AC0D867D11F403E4440
1890084,123-000935-162366,NULL,-104.91146138,40.48634237,935,NULL, , ,Durum,Court, ,NULL, ,935 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C70D01E62553A5AC0D8C17C77403E4440
1890085,123-001143-162367,NULL,-104.92030342,40.48623708,1143,NULL, , ,Fairfield,Avenue, ,NULL, ,1143 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C9C744B40E63A5AC0309D37043D3E4440
1890086,123-000932-162368,NULL,-104.91088642,40.48624790,932,NULL, , ,Durum,Court, ,NULL, ,932 Durum Court ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CCCC589F64B3A5AC020910C5F3D3E4440
1890087,123-001203-162369,NULL,-104.92074562,40.48622557,1203,NULL, , ,Fairfield,Avenue, ,NULL, ,1203 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010CF4C00D7FED3A5AC09067BDA33C3E4440
1890088,123-001207-162370,NULL,-104.92098629,40.48619375,1207,NULL, , ,Fairfield,Avenue, ,NULL, ,1207 Fairfield Avenue ,Windsor,80550,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Weld,0xAD100000010C70D47970F13A5AC00897C3983B3E4440
