1690000,077-000534-161549,NULL,-108.67297497,39.08281619,534, , , ,20 1/4,Road, ,NULL, ,534 20 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C4CCB9B05122B5BC0903985B8998A4340
1690001,077-000530-161550,NULL,-108.67308967,39.08243229,530, , , ,20 1/4,Road, ,NULL, ,530 20 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CDC33B5E6132B5BC060FD2C248D8A4340
1690002,077-002001-161551,NULL,-108.67771796,39.08470311,2001, ,South, ,Broadway, , ,NULL, ,2001 South Broadway ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CA43B22BB5F2B5BC0F0A82F8DD78A4340
1690003,077-002003-161552,NULL,-108.67743468,39.08333256,2003, ,South, ,Broadway, , ,NULL, ,2003 South Broadway ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C08B9F9165B2B5BC0388936A4AA8A4340
1690004,077-000533-161553,NULL,-108.67382073,39.08258431,533, , , ,20 1/4,Road, ,NULL, ,533 20 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C80E6FEE01F2B5BC078E56F1F928A4340
1690005,077-000531-161554,NULL,-108.67382425,39.08221661,531, , , ,20 1/4,Road, ,NULL, ,531 20 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C98F4BAEF1F2B5BC030DDED12868A4340
1690006,077-002020-161555,NULL,-108.67460108,39.08178917,2020, , , ,E 1/4,Road, ,NULL, ,2020 E 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C0CD1FDA92C2B5BC060E55311788A4340
1690007,077-000508-161556,NULL,-108.67557548,39.07967292,508, , , ,Tiara,Drive, ,NULL, ,508 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C9870F4A03C2B5BC078E3E4B8328A4340
1690008,077-000502-161557,NULL,-108.67598244,39.07893021,502, , , ,Tiara,Drive, ,NULL, ,502 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C54F8D74B432B5BC0F04E97621A8A4340
1690009,077-000498-161558,NULL,-108.67579903,39.07856607,498, , , ,Tiara,Drive, ,NULL, ,498 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C6CFB904A402B5BC01877F4730E8A4340
1690010,077-000496-161559,NULL,-108.67557721,39.07835772,496, , , ,Tiara,Drive, ,NULL, ,496 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C387F2EA83C2B5BC000CE29A0078A4340
1690011,077-000494-161560,NULL,-108.67537560,39.07804199,494, , , ,Tiara,Drive, ,NULL, ,494 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CA8428F5A392B5BC0283CA747FD894340
1690012,077-000506-161561,NULL,-108.67586377,39.07946736,506, , , ,Tiara,Drive, ,NULL, ,506 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CC03F1E5A412B5BC0588F7FFC2B8A4340
1690013,077-000504-161562,NULL,-108.67604438,39.07920488,504, , , ,Tiara,Drive, ,NULL, ,504 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C28FBA94F442B5BC0907EAE62238A4340
1690014,077-002010-161563,NULL,-108.67668072,39.07830772,2010, , , ,Wood,Court, ,NULL, ,2010 Wood Court ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C5056A3BC4E2B5BC0A0A7CAFC058A4340
1690015,077-002008-161564,NULL,-108.67710151,39.07820135,2008, , , ,Wood,Court, ,NULL, ,2008 Wood Court ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CECAC96A1552B5BC0A83A7680028A4340
1690016,077-002004-161565,NULL,-108.67785270,39.07841015,2004, , , ,Wood,Court, ,NULL, ,2004 Wood Court ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CD03446F0612B5BC0585FFA57098A4340
1690017,077-000526-161566,NULL,-108.67314642,39.08188554,526, , , ,20 1/4,Road, ,NULL, ,526 20 1/4 Road ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C50E7B9D4142B5BC068BFBA397B8A4340
1690018,077-000531-161567,NULL,-108.67227396,39.08192208,531,1/2, , ,Tiara,Drive, ,NULL, ,531 1/2 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C60425F89062B5BC0D8CC3F6C7C8A4340
1690019,077-000531-161568,NULL,-108.67241564,39.08164516,531, , , ,Tiara,Drive, ,NULL, ,531 Tiara Drive ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CD8A199DB082B5BC0207B4459738A4340
1690020,077-000520-161569,NULL,-108.67175868,39.07981600,520, , , ,Liberty Cap,Court, ,NULL, ,520 Liberty Cap Court ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CFC461D18FE2A5BC050D92269378A4340
1690021,077-000518-161570,NULL,-108.67195938,39.07955795,518, , , ,Liberty Cap,Court, ,NULL, ,518 Liberty Cap Court ,Grand Junction,81507,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C887BEC61012B5BC010FD78F42E8A4340
