1680000,077-001400-151549,NULL,-108.56197846,39.07915510,1400, ,North, ,5Th,Street, ,Unit,M2,1400 North 5Th Street Unit M2,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C28D68274F7235BC028C218C1218A4340
1680001,077-001400-151550,NULL,-108.56198136,39.07923096,1400, ,North, ,5Th,Street, ,Unit,M1,1400 North 5Th Street Unit M1,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CF02BA580F7235BC038757D3D248A4340
1680002,077-001400-151551,NULL,-108.56374482,39.07939085,1400, ,North, ,5Th,Street, ,Unit,202,1400 North 5Th Street Unit 202,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C9800236514245BC00896AF7A298A4340
1680003,077-001400-151552,NULL,-108.56230887,39.07936511,1400, ,North, ,5Th,Street, ,Unit,S4,1400 North 5Th Street Unit S4,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C08185DDEFC235BC0A0CCC9A2288A4340
1680004,077-001400-151553,NULL,-108.56312651,39.07938793,1400, ,North, ,5Th,Street, ,Unit,224,1400 North 5Th Street Unit 224,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C5810C7430A245BC010863962298A4340
1680005,077-001400-151554,NULL,-108.56243506,39.07937776,1400, ,North, ,5Th,Street, ,Unit,S2,1400 North 5Th Street Unit S2,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C14FC9BEFFE235BC0B077E70C298A4340
1680006,077-001400-151555,NULL,-108.56374616,39.07940518,1400, ,North, ,5Th,Street, ,Unit,102,1400 North 5Th Street Unit 102,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CC0F6C36A14245BC0D806E5F2298A4340
1680007,077-001400-151556,NULL,-108.56220000,39.07938285,1400, ,North, ,5Th,Street, ,Unit,S6,1400 North 5Th Street Unit S6,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C483BB215FB235BC090E5A437298A4340
1680008,077-001400-151557,NULL,-108.56361151,39.07942525,1400, ,North, ,5Th,Street, ,Unit,201,1400 North 5Th Street Unit 201,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C58C6023612245BC00006419B2A8A4340
1680009,077-001400-151558,NULL,-108.56361855,39.07943397,1400, ,North, ,5Th,Street, ,Unit,101,1400 North 5Th Street Unit 101,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CECD7885312245BC0C04278E42A8A4340
1680010,077-001400-151559,NULL,-108.56313039,39.07943521,1400, ,North, ,5Th,Street, ,Unit,118,1400 North 5Th Street Unit 118,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CE0080B540A245BC03067D4EE2A8A4340
1680011,077-001400-151560,NULL,-108.56312227,39.07945792,1400, ,North, ,5Th,Street, ,Unit,223,1400 North 5Th Street Unit 223,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C841AFA310A245BC0807E60AD2B8A4340
1680012,077-001400-151561,NULL,-108.56324855,39.07946772,1400, ,North, ,5Th,Street, ,Unit,222,1400 North 5Th Street Unit 222,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010C7C4BA3430C245BC070A784FF2B8A4340
1680013,077-001400-151562,NULL,-108.56374167,39.07948232,1400, ,North, ,5Th,Street, ,Unit,204,1400 North 5Th Street Unit 204,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CF4DCEE5714245BC050EAFD792C8A4340
1680014,077-001400-151563,NULL,-108.56325207,39.07947208,1400, ,North, ,5Th,Street, ,Unit,116,1400 North 5Th Street Unit 116,Grand Junction,81501,NULL,NULL,2019-05-21 00:00:00.0000000,ACTIVE,ADD,Mesa,0xAD100000010CB4DD66520C245BC0906B22242C8A4340
