"1959998","-104.77444051","40.38826746","2907",""," "," ","58Th Avenue","Court"," ",""," ","2907 58Th Avenue Court ","Greeley","80634","Weld"
"1959999","-104.79093742","40.3880804","2923",""," "," ","68Th Avenue","Court"," ",""," ","2923 68Th Avenue Court ","Greeley","80634","Weld"
"1960000","-104.7918911","40.38787681","3003",""," "," ","69Th Avenue","Place"," ",""," ","3003 69Th Avenue Place ","Greeley","80634","Weld"
"1960001","-104.77404586","40.3876726","2919",""," "," ","58Th Avenue","Court"," ",""," ","2919 58Th Avenue Court ","Greeley","80634","Weld"
"1960002","-104.79283223","40.38760517","3000",""," "," ","70Th","Avenue"," ",""," ","3000 70Th Avenue ","Greeley","80634","Weld"
"1960003","-104.79209853","40.38759772","3007",""," "," ","69Th Avenue","Place"," ",""," ","3007 69Th Avenue Place ","Greeley","80634","Weld"
"1960004","-104.77293017","40.38685128","5704",""," "," ","31St","Street"," ",""," ","5704 31St Street ","Greeley","80634","Weld"
"1960005","-104.75174598","40.38661218","3018",""," "," ","43Rd Avenue","Court"," ",""," ","3018 43Rd Avenue Court ","Greeley","80634","Weld"
"1960006","-104.754012","40.38655646","3026",""," "," ","45Th","Avenue"," ",""," ","3026 45Th Avenue ","Greeley","80634","Weld"
"1960007","-104.78994488","40.38672152","3032",""," "," ","68Th Avenue","Court"," ",""," ","3032 68Th Avenue Court ","Greeley","80634","Weld"
"1960008","-104.7424129","40.38639351","3830",""," "," ","Longhorn","Lane"," ",""," ","3830 Longhorn Lane ","Evans","80620","Weld"
"1960009","-104.74218362","40.38640722","3826",""," "," ","Longhorn","Lane"," ",""," ","3826 Longhorn Lane ","Evans","80620","Weld"
"1960010","-104.74201862","40.38640491","3822",""," "," ","Longhorn","Lane"," ",""," ","3822 Longhorn Lane ","Evans","80620","Weld"
"1960011","-104.74162134","40.3863949","3814",""," "," ","Longhorn","Lane"," ",""," ","3814 Longhorn Lane ","Evans","80620","Weld"
"1960012","-104.79142946","40.38667399","3022",""," "," ","69Th Avenue","Place"," ",""," ","3022 69Th Avenue Place ","Greeley","80634","Weld"
"1960013","-104.78900349","40.38656877","6724",""," "," ","31St Street","Road"," ",""," ","6724 31St Street Road ","Greeley","80634","Weld"
"1960014","-104.75410479","40.38641691","3030",""," "," ","45Th","Avenue"," ",""," ","3030 45Th Avenue ","Greeley","80634","Weld"
"1960015","-104.751739","40.38641473","3022",""," "," ","43Rd Avenue","Court"," ",""," ","3022 43Rd Avenue Court ","Greeley","80634","Weld"
"1960016","-104.75525254","40.38635769","4512",""," "," ","31St","Street"," ",""," ","4512 31St Street ","Greeley","80634","Weld"
"1960017","-104.74057647","40.3862335","3736",""," "," ","Longhorn","Lane"," ",""," ","3736 Longhorn Lane ","Evans","80620","Weld"
"1960018","-104.74193595","40.38618269","3823",""," "," ","Dry Gulch","Road"," ",""," ","3823 Dry Gulch Road ","Evans","80620","Weld"
"1960019","-104.74042014","40.38614057","3732",""," "," ","Longhorn","Lane"," ",""," ","3732 Longhorn Lane ","Evans","80620","Weld"
"1960020","-104.74108034","40.3861707","3807",""," "," ","Dry Gulch","Road"," ",""," ","3807 Dry Gulch Road ","Evans","80620","Weld"
"1960021","-104.78607971","40.3863192","3106",""," "," ","66Th Avenue","Court"," ",""," ","3106 66Th Avenue Court ","Greeley","80634","Weld"
"1960022","-104.75176654","40.386254","3026",""," "," ","43Rd Avenue","Court"," ",""," ","3026 43Rd Avenue Court ","Greeley","80634","Weld"
"1960023","-104.75331894","40.38615333","4335",""," "," ","31St","Street"," ",""," ","4335 31St Street ","Greeley","80634","Weld"
"1960024","-104.75310305","40.38610256","4331",""," "," ","31St","Street"," ",""," ","4331 31St Street ","Greeley","80634","Weld"
"1960025","-104.74068212","40.38604258","3729",""," "," ","Dry Gulch","Road"," ",""," ","3729 Dry Gulch Road ","Evans","80620","Weld"
"1960026","-104.75175964","40.3860963","3030",""," "," ","43Rd Avenue","Court"," ",""," ","3030 43Rd Avenue Court ","Greeley","80634","Weld"
"1960027","-104.7528577","40.38601047","4327",""," "," ","31St","Street"," ",""," ","4327 31St Street ","Greeley","80634","Weld"
"1960028","-104.75265593","40.38597248","4323",""," "," ","31St","Street"," ",""," ","4323 31St Street ","Greeley","80634","Weld"
"1960029","-104.74035344","40.38580462","3721",""," "," ","Dry Gulch","Road"," ",""," ","3721 Dry Gulch Road ","Evans","80620","Weld"
"1960030","-104.73996015","40.38578979","3720",""," "," ","Longhorn","Lane"," ",""," ","3720 Longhorn Lane ","Evans","80620","Weld"
"1960031","-104.75351792","40.38578433","4336",""," "," ","31St","Street"," ",""," ","4336 31St Street ","Greeley","80634","Weld"
"1960032","-104.54641081","40.38435759","26473",""," "," ","2Nd","Street"," ",""," ","26473 2Nd Street ","Kersey","80644","Weld"
"1960033","-104.73988695","40.38563234","3716",""," "," ","Longhorn","Lane"," ",""," ","3716 Longhorn Lane ","Evans","80620","Weld"
"1960034","-104.73974801","40.38547616","3712",""," "," ","Longhorn","Lane"," ",""," ","3712 Longhorn Lane ","Evans","80620","Weld"
