"617949","-108.06904157","38.74847548","650"," ","North","","Main","Street"," "," "," ","650 North Main Street ","Delta","","Delta"
"617950","-108.11404122","38.71222829","13353"," "," ","","E","Road"," "," "," ","13353 E Road ","Delta","","Delta"
"617951","-108.11388433","38.71389471","13383"," "," ","","E","Road"," ",""," ","13383 E Road ","Delta","","Delta"
"617952","-108.11260593","38.71215741","13411"," "," ","","E","Road"," "," "," ","13411 E Road ","Delta","","Delta"
"617953","-108.11079105","38.71168354","13512"," "," ","","E","Road"," "," "," ","13512 E Road ","Delta","","Delta"
"617954","-108.11083611","38.71226839","13519"," "," ","","E","Road"," "," "," ","13519 E Road ","Delta","","Delta"
"617955","-108.09515611","38.71233706","14357"," "," ","","E","Road"," "," "," ","14357 E Road ","Delta","","Delta"
"617956","-108.09439234","38.71066327","14382"," "," ","","E","Road"," "," "," ","14382 E Road ","Delta","","Delta"
"617957","-108.09476627","38.7116672","14362"," "," ","","E","Road"," "," "," ","14362 E Road ","Delta","","Delta"
"617959","-108.04343435","38.73594784","860"," "," ","","Rainbow","Street"," ",""," ","860 Rainbow Street ","Delta","","Delta"
"617960","-107.71742846","38.80745246","34452"," "," ","","Outlook","Road"," ",""," ","34452 Outlook Road ","Hotchkiss","","Delta"
"617961","-107.71756302","38.80725627","34468"," "," ","","Outlook","Road"," ",""," ","34468 Outlook Road ","Hotchkiss","","Delta"
"617962","-107.71531997","38.79931157","448"," ","East","","Bridge","Street"," ",""," ","448 East Bridge Street ","Hotchkiss","","Delta"
"617963","-107.79011378","38.81495305","30502"," "," ","","L","Road"," "," "," ","30502 L Road ","Hotchkiss","","Delta"
"617964","-107.79391363","38.85901168","14041"," "," ","","Lonesome Cove","Road"," ",""," ","14041 Lonesome Cove Road ","Hotchkiss","","Delta"
"617965","-107.96867324","38.73477531","5605"," "," ","","Paradise","Road"," "," "," ","5605 Paradise Road ","Delta","","Delta"
"617966","-107.95421909","38.8369321","12575"," "," ","","2190","Road"," "," "," ","12575 2190 Road ","Eckert","","Delta"
"617967","-107.9537825","38.72421728","4874"," "," ","","Baby Fox","Road"," ",""," ","4874 Baby Fox Road ","Delta","","Delta"
"617968","-107.96221957","38.78619231","9097"," "," ","","2150","Road"," "," "," ","9097 2150 Road ","Austin","","Delta"
"617969","-107.95228908","38.75220832","6742"," "," ","","2200","Road"," ",""," ","6742 2200 Road ","Delta","","Delta"
