"1416232","-107.78542087","37.20627298","4470",""," ","Cr","222"," ","",""," ","4470 Cr 222 ","","","La Plata"
"1416233","-107.75402632","37.207695","2111",""," ","Cr","222"," ","",""," ","2111 Cr 222 ","","","La Plata"
"1416234","-107.55149633","37.21040244","5643",""," ","Cr","523"," ","",""," ","5643 Cr 523 ","","","La Plata"
"1416235","-107.62014117","37.21059515","4125",""," ","Cr","509"," ","",""," ","4125 Cr 509 ","","","La Plata"
"1416236","-107.82438623","37.20576207","693",""," ","Cr","301"," ","",""," ","693 Cr 301 ","","","La Plata"
"1416237","-107.82124855","37.20591111","650",""," ","Cr","301"," ","",""," ","650 Cr 301 ","","","La Plata"
"1416238","-107.56380852","37.21137942","6607",""," ","Cr","523"," ","",""," ","6607 Cr 523 ","","","La Plata"
"1416239","-107.78593289","37.2068038","4540",""," ","Cr","222"," ","",""," ","4540 Cr 222 ","","","La Plata"
"1416240","-107.6054611","37.20999818","5431",""," ","Cr","516"," ","",""," ","5431 Cr 516 ","","","La Plata"
"1416241","-107.54802404","37.21255755","136",""," ","Cr","525"," ","",""," ","136 Cr 525 ","","","La Plata"
"1416242","-107.53340562","37.21225131","840",""," ","Cr","525"," ","",""," ","840 Cr 525 ","","","La Plata"
"1416243","-107.8617696","37.20560527","10825",""," ","Cr","213"," ","",""," ","10825 Cr 213 ","","","La Plata"
"1416244","-107.54047317","37.2119911","522",""," ","Cr","525"," ","",""," ","522 Cr 525 ","","","La Plata"
"1416245","-107.53605711","37.21163268","670",""," ","Cr","525"," ","",""," ","670 Cr 525 ","","","La Plata"
"1416246","-107.5390292","37.21115248","580",""," ","Cr","525"," ","",""," ","580 Cr 525 ","","","La Plata"
"1416247","-107.56363873","37.21158451","6605",""," ","Cr","523"," ","",""," ","6605 Cr 523 ","","","La Plata"
"1416248","-107.55093229","37.21079952","5697",""," ","Cr","523"," ","",""," ","5697 Cr 523 ","","","La Plata"
"1416249","-107.81970095","37.20702729","598",""," ","Cr","301"," ","",""," ","598 Cr 301 ","","","La Plata"
"1416250","-107.64775914","37.21055126","632",""," ","","Dana","Drive","",""," ","632 Dana Drive ","","","La Plata"
"1416251","-107.54129634","37.21198937","520",""," ","Cr","525"," ","",""," ","520 Cr 525 ","","","La Plata"
"1416252","-107.56382545","37.21197371","6603",""," ","Cr","523"," ","",""," ","6603 Cr 523 ","","","La Plata"
"1416253","-107.57703024","37.21262075","7351",""," ","Cr","523"," ","",""," ","7351 Cr 523 ","","","La Plata"
"1416254","-107.56804158","37.21141794","6855",""," ","Cr","523"," ","",""," ","6855 Cr 523 ","","","La Plata"
"1416255","-107.56372127","37.21215311","6601",""," ","Cr","523"," ","",""," ","6601 Cr 523 ","","","La Plata"
"1416256","-107.78610037","37.20835733","4573",""," ","Cr","222"," ","",""," ","4573 Cr 222 ","","","La Plata"
"1416257","-107.86167875","37.20622621","10839",""," ","Cr","213"," ","",""," ","10839 Cr 213 ","","","La Plata"
"1416258","-107.61972647","37.21233959","4159",""," ","Cr","509"," ","",""," ","4159 Cr 509 ","","","La Plata"
"1416259","-107.65342889","37.2110175","464",""," ","","Dana","Drive","",""," ","464 Dana Drive ","","","La Plata"
"1416260","-107.58366716","37.2122854","7731",""," ","Cr","523"," ","",""," ","7731 Cr 523 ","","","La Plata"
"1416261","-107.57835271","37.21249575","7601",""," ","Cr","523"," ","",""," ","7601 Cr 523 ","","","La Plata"
"1416262","-107.7873818","37.20866211","4667",""," ","Cr","222"," ","",""," ","4667 Cr 222 ","","","La Plata"
"1416263","-107.65367943","37.21125391","462",""," ","","Dana","Drive","",""," ","462 Dana Drive ","","","La Plata"
"1416264","-107.65155311","37.21168658","460",""," ","","Dana","Drive","",""," ","460 Dana Drive ","","","La Plata"
"1416265","-107.74617469","37.20981169","1532",""," ","Cr","222"," ","",""," ","1532 Cr 222 ","","","La Plata"
"1416266","-107.65028741","37.21254683","478",""," ","","Dana","Drive","",""," ","478 Dana Drive ","","","La Plata"
"1416267","-107.60398293","37.2123734","5596",""," ","Cr","516"," ","",""," ","5596 Cr 516 ","","","La Plata"
"1416268","-107.61761808","37.21229282","4260",""," ","Cr","509"," ","",""," ","4260 Cr 509 ","","","La Plata"
"1416269","-107.8211457","37.20921728","392",""," ","Cr","301"," ","",""," ","392 Cr 301 ","","","La Plata"
"1416270","-107.72760804","37.21040516","2242",""," ","Cr","510"," ","",""," ","2242 Cr 510 ","","","La Plata"
"1416271","-107.60872346","37.21262956","5599",""," ","Cr","516"," ","",""," ","5599 Cr 516 ","","","La Plata"
"1416272","-107.55175516","37.21339074","5922",""," ","Cr","523"," ","",""," ","5922 Cr 523 ","","","La Plata"
"1416273","-107.78821022","37.20939685","4831",""," ","Cr","222"," ","",""," ","4831 Cr 222 ","","","La Plata"
"1416274","-107.56550752","37.21366112","6712",""," ","Cr","523"," ","",""," ","6712 Cr 523 ","","","La Plata"
"1416275","-107.5779504","37.21322048","16",""," ","Cr","526"," ","",""," ","16 Cr 526 ","","","La Plata"
"1416276","-107.55007005","37.21383049","5822",""," ","Cr","523"," ","",""," ","5822 Cr 523 ","","","La Plata"
"1416277","-107.59172438","37.21352318","8347",""," ","Cr","521"," ","",""," ","8347 Cr 521 ","","","La Plata"
"1416278","-107.7272731","37.21108005","2158",""," ","Cr","510"," ","",""," ","2158 Cr 510 ","","","La Plata"
"1416279","-107.82280876","37.20941276","283",""," ","Cr","301"," ","",""," ","283 Cr 301 ","","","La Plata"
"1416280","-107.60547807","37.21340894","5607",""," ","Cr","516"," ","",""," ","5607 Cr 516 ","","","La Plata"
"1416281","-107.53252719","37.21503504","989",""," ","Cr","525"," ","",""," ","989 Cr 525 ","","","La Plata"
"1416282","-107.78849177","37.21068526","4899",""," ","Cr","222"," ","",""," ","4899 Cr 222 ","","","La Plata"
"1416283","-107.52218238","37.2154711","1008",""," ","Cr","525"," ","",""," ","1008 Cr 525 ","","","La Plata"
"1416284","-107.52004145","37.21563721","1710",""," ","Cr","525"," ","",""," ","1710 Cr 525 ","","","La Plata"
"1416285","-107.52885136","37.2149153","1069",""," ","Cr","525"," ","",""," ","1069 Cr 525 ","","","La Plata"
"1416286","-107.61087586","37.21347201","4334",""," ","Cr","509"," ","",""," ","4334 Cr 509 ","","","La Plata"
"1416287","-107.56758067","37.2148691","6714",""," ","Cr","523"," ","",""," ","6714 Cr 523 ","","","La Plata"
"1416288","-107.51584709","37.21511994","1014",""," ","Cr","525"," ","",""," ","1014 Cr 525 ","","","La Plata"
"1416289","-107.79203964","37.21022699","4892",""," ","Cr","222"," ","",""," ","4892 Cr 222 ","","","La Plata"
"1416290","-107.60799981","37.21354256","5595",""," ","Cr","516"," ","",""," ","5595 Cr 516 ","","","La Plata"
"1416291","-107.5322368","37.21586362","991",""," ","Cr","525"," ","",""," ","991 Cr 525 ","","","La Plata"
"1416292","-107.61878995","37.21429223","4245",""," ","Cr","509"," ","",""," ","4245 Cr 509 ","","","La Plata"
