"180000","-105.02304716","39.79531454","5432",""," ","","Elm","Court","",""," ","5432 Elm Court ","","","Adams"
"180001","-105.02090401","39.79600241","5495",""," ","","Primrose","Lane","",""," ","5495 Primrose Lane ","","","Adams"
"180002","-105.02016708","39.7925241","5327",""," ","","Columbine","Lane","",""," ","5327 Columbine Lane ","","","Adams"
"180003","-105.02966353","39.79608707","3285","","West","","55Th","Avenue","",""," ","3285 West 55Th Avenue ","","","Adams"
"180004","-105.03257258","39.79680029","3460","","West","","55Th","Place","",""," ","3460 West 55Th Place ","","","Adams"
"180005","-105.02271741","39.79385948","5342",""," ","","Primrose","Lane","",""," ","5342 Primrose Lane ","","","Adams"
"180006","-105.02045123","39.79261826","5331",""," ","","Columbine","Lane","",""," ","5331 Columbine Lane ","","","Adams"
"180007","-105.03900856","39.79422834","5390",""," ","","Perry","Street","",""," ","5390 Perry Street ","","","Adams"
"180008","-105.02750026","39.79644534","5520",""," ","","Grove","Street","",""," ","5520 Grove Street ","","","Adams"
"180009","-105.03978179","39.79374442","5353",""," ","","Perry","Street","",""," ","5353 Perry Street ","","","Adams"
"180010","-105.02091448","39.79372491","5351",""," ","","Columbine","Lane","",""," ","5351 Columbine Lane ","","","Adams"
"180011","-105.02102998","39.7935427","5341",""," ","","Columbine","Lane","",""," ","5341 Columbine Lane ","","","Adams"
"180012","-105.02203479","39.79612387","2872","","West","","55Th","Avenue","",""," ","2872 West 55Th Avenue ","","","Adams"
"180013","-105.02070664","39.79443715","5375",""," ","","Columbine","Lane","",""," ","5375 Columbine Lane ","","","Adams"
"180014","-105.02902965","39.79612388","3245","","West","","55Th","Avenue","",""," ","3245 West 55Th Avenue ","","","Adams"
"180015","-105.02371647","39.7951873","5421",""," ","","Elm","Court","",""," ","5421 Elm Court ","","","Adams"
"180016","-105.02251344","39.7945383","5390",""," ","","Primrose","Lane","",""," ","5390 Primrose Lane ","","","Adams"
"180017","-105.0372457","39.79405746","5355",""," ","","Newton","Street","",""," ","5355 Newton Street ","","","Adams"
"180018","-105.03734384","39.79355638","5337",""," ","","Newton","Street","",""," ","5337 Newton Street ","","","Adams"
"180019","-105.01828006","39.79172784","2551","","West","","52Nd","Avenue","",""," ","2551 West 52Nd Avenue ","","","Adams"
"180020","-105.02019957","39.79635473","2770","","West","","55Th","Avenue","",""," ","2770 West 55Th Avenue ","","","Adams"
"180021","-105.03185496","39.79653408","5535",""," ","","Julian","Street","",""," ","5535 Julian Street ","","","Adams"
"180022","-105.03041169","39.79607227","3341","","West","","55Th","Avenue","",""," ","3341 West 55Th Avenue ","","","Adams"
"180023","-105.02794304","39.79655041","5535",""," ","","Grove","Street","",""," ","5535 Grove Street ","","","Adams"
"180024","-105.02312468","39.7949652","5416",""," ","","Elm","Court","",""," ","5416 Elm Court ","","","Adams"
"180025","-105.02322641","39.79553099","5448",""," ","","Elm","Court","",""," ","5448 Elm Court ","","","Adams"
"180026","-105.02005694","39.79181943","5217",""," ","","Lilac","Lane","",""," ","5217 Lilac Lane ","","","Adams"
"180027","-105.01679802","39.79752531","5552",""," ","","Alcott","Street","",""," ","5552 Alcott Street ","","","Adams"
"180028","-105.03434678","39.79637051","5508",""," ","","Lowell","Boulevard","",""," ","5508 Lowell Boulevard ","","","Adams"
