420066,005-001395-446243,NULL,-104.81977657,39.73845393,1395, , , ,Sable,Boulevard, ,NULL, ,1395 Sable Boulevard ,Aurora Co,80011, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CB052223877345AC0F0E282A885DE4340
420067,005-001391-446244,NULL,-104.81963499,39.73845473,1391, , , ,Sable,Boulevard, ,NULL, ,1391 Sable Boulevard ,Aurora Co,80011, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C045353E674345AC098DF38AF85DE4340
420068,005-002863-446245,NULL,-104.98554913,39.66478486,2863, ,South, ,Sherman,Street, ,NULL, ,2863 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CC08FA93C133F5AC008BB9EAB17D54340
420069,005-002865-446246,NULL,-104.98541402,39.66478427,2865, ,South, ,Sherman,Street, ,NULL, ,2865 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C4099FC05113F5AC0906BA7A617D54340
420070,005-002878-446247,NULL,-104.98483278,39.66443332,2878, ,South, ,Sherman,Street, ,NULL, ,2878 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C78620F80073F5AC030BDA7260CD54340
420071,005-002876-446248,NULL,-104.98493145,39.66443044,2876, ,South, ,Sherman,Street, ,NULL, ,2876 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C50A3EB1D093F5AC0288B780E0CD54340
420072,005-002890-446249,NULL,-104.98491340,39.66431774,2890, ,South, ,Sherman,Street, ,NULL, ,2890 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C746033D2083F5AC0382B225D08D54340
420073,005-002894-446250,NULL,-104.98491376,39.66426802,2894, ,South, ,Sherman,Street, ,NULL, ,2894 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CE44ABBD3083F5AC0E8D606BC06D54340
420074,005-002898-446251,NULL,-104.98491090,39.66421953,2898, ,South, ,Sherman,Street, ,NULL, ,2898 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C3451BBC7083F5AC0B89E382505D54340
420075,005-002921-446252,NULL,-104.98557769,39.66352651,2921, ,South, ,Sherman,Street, ,NULL, ,2921 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CC4A073B4133F5AC060D4D26FEED44340
420076,005-002919-446253,NULL,-104.98546479,39.66352813,2919, ,South, ,Sherman,Street, ,NULL, ,2919 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C5407E8DA113F5AC0884F637DEED44340
420077,005-003072-446254,NULL,-104.98500852,39.66091953,3072, ,South, ,Sherman,Street, ,NULL, ,3072 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C348D27610A3F5AC0E094D00299D44340
420078,005-003076-446255,NULL,-104.98483186,39.66091963,3076, ,South, ,Sherman,Street, ,NULL, ,3076 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CEC77327C073F5AC0387AA90399D44340
420079,005-003074-446256,NULL,-104.98490887,39.66091909,3074, ,South, ,Sherman,Street, ,NULL, ,3074 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CA84032BF083F5AC0584728FF98D44340
420080,005-003106-446257,NULL,-104.98498347,39.66019170,3106, ,South, ,Sherman,Street, ,NULL, ,3106 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CE8C21CF8093F5AC0A04B602981D44340
420081,005-003118-446258,NULL,-104.98495739,39.66004305,3118, ,South, ,Sherman,Street, ,NULL, ,3118 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C745AB68A093F5AC0E8D9684A7CD44340
420082,005-003130-446259,NULL,-104.98494892,39.65990353,3130, ,South, ,Sherman,Street, ,NULL, ,3130 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CB4AF2E67093F5AC080140AB877D44340
420083,005-003134-446260,NULL,-104.98494861,39.65976408,3134, ,South, ,Sherman,Street, ,NULL, ,3134 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C50F9E365093F5AC0C0303B2673D44340
420084,005-003146-446261,NULL,-104.98494961,39.65962734,3146, ,South, ,Sherman,Street, ,NULL, ,3146 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CDCEF186A093F5AC008B832AB6ED44340
420085,005-003150-446262,NULL,-104.98500236,39.65948174,3150, ,South, ,Sherman,Street, ,NULL, ,3150 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C2C6052470A3F5AC08019D1E569D44340
420086,005-000202-446263,NULL,-104.98495292,39.66032115,202, ,East, ,Dartmouth,Avenue, ,NULL, ,202 East Dartmouth Avenue ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C7494F477093F5AC0F8503D6785D44340
420087,005-003640-446264,NULL,-104.98502183,39.65064893,3640, ,South, ,Sherman,Street, ,NULL, ,3640 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010C2CA503990A3F5AC048E9D37648D34340
420088,005-003630-446265,NULL,-104.98499247,39.65078240,3630, ,South, ,Sherman,Street, ,NULL, ,3630 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CD495DE1D0A3F5AC088B376D64CD34340
420089,005-003650-446266,NULL,-104.98500275,39.65049045,3650, ,South, ,Sherman,Street, ,NULL, ,3650 South Sherman Street ,Englewood Co,80113, , ,2019-04-24 00:00:00.0000000,ACTIVE,MODIFY LOCATION,Arapahoe,0xAD100000010CF480FA480A3F5AC068FF6A4543D34340
