1770073,101-002817-191741,NULL,-104.55987094,38.28296297,2817,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2817 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010CF451ECECD4235AC0489F682138244340
1770074,101-002818-191742,NULL,-104.55986191,38.28254735,2818,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2818 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010CF42208C7D4235AC02852ED822A244340
1770075,101-002821-191743,NULL,-104.55970321,38.28296465,2821,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2821 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010C04F96E2DD2235AC050D6862F38244340
1770076,101-002825-191744,NULL,-104.55952924,38.28296645,2825,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2825 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010C6897B853CF235AC008C0A63E38244340
1770077,101-002829-191745,NULL,-104.55932734,38.28296808,2829,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2829 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010C1C0BE304CC235AC0008F4A4C38244340
1770078,101-002836-191746,NULL,-104.55969440,38.28254893,2836,NULL,East,NULL,16Th,Street,NULL,NULL,NULL,2836 East 16Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010CA4B77208D2235AC060EF36902A244340
1770079,101-001705-191747,NULL,-104.58072446,38.28362472,1705,NULL,East,NULL,17Th,Street,NULL,NULL,NULL,1705 East 17Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010C9C24F0962A255AC0A8CF9ED04D244340
1770080,101-001709-191748,NULL,-104.58053813,38.28362844,1709,NULL,East,NULL,17Th,Street,NULL,NULL,NULL,1709 East 17Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010C54C1688927255AC00002CDEF4D244340
1770081,101-001713-191749,NULL,-104.58022767,38.28364088,1713,NULL,East,NULL,17Th,Street,NULL,NULL,NULL,1713 East 17Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010CD4923A7322255AC0D06823584E244340
1770082,101-001717-191750,NULL,-104.58002785,38.28364438,1717,NULL,East,NULL,17Th,Street,NULL,NULL,NULL,1717 East 17Th Street,Pueblo,81001,NULL,NULL,2019-02-05 00:00:00.0000000,ACTIVE,NO CHANGE,Pueblo,0xAD100000010CBCEC252D1F255AC0309A7F754E244340
