830024,031-001250-514375,NULL,-105.00800150,39.74276474,1250,NULL,NULL,NULL,7Th,Street,NULL,NULL,NULL,1250 7Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C9041CD1483405AC0E8CF3CF512DF4340
830025,031-001032-514376,NULL,-104.98710137,39.75414571,1032,NULL,NULL,NULL,Park,Avenue,West,NULL,NULL,1032 Park Avenue West,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C28FB1BA52C3F5AC0588965DF87E04340
830026,031-000539-514377,NULL,-104.98018015,39.75292436,539,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,539 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C18AE3447BB3E5AC0307538D65FE04340
830027,031-000537-514378,NULL,-104.98015622,39.75290281,537,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,537 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CB0E578DFBA3E5AC0A058131D5FE04340
830028,031-000533-514379,NULL,-104.98009354,39.75286250,533,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,533 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CBC823CD4B93E5AC0106144C15DE04340
830029,031-000531-514380,NULL,-104.98006593,39.75283950,531,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,531 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C38CD816CB93E5AC080441F085DE04340
830030,031-000527-514381,NULL,-104.98002367,39.75279213,527,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,527 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C883CF5BAB83E5AC09811157F5BE04340
830031,031-000525-514382,NULL,-104.97998671,39.75278053,525,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,525 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C68223317B83E5AC000987D215BE04340
830032,031-000523-514383,NULL,-104.97996105,39.75274324,523,NULL,NULL,NULL,25Th,Street,NULL,NULL,NULL,523 25Th Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C2059FAAFB73E5AC0286D2FDE59E04340
830033,031-000367-514384,NULL,-104.99371361,39.71762424,367,NULL,West,NULL,Irvington,Place,NULL,NULL,NULL,367 West Irvington Place,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C745A68FB983F5AC098327A1FDBDB4340
830034,031-000365-514385,NULL,-104.99367567,39.71762407,365,NULL,West,NULL,Irvington,Place,NULL,#,A,365 West Irvington Place # A,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C60205166983F5AC0F0A1311EDBDB4340
830035,031-001638-514386,NULL,-105.05180842,39.74287297,1638,NULL,North,NULL,Zenobia,Street,NULL,NULL,NULL,1638 North Zenobia Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE82919D050435AC0D00E807116DF4340
830036,031-002848-514387,NULL,-105.04958172,39.75817945,2848,1/2,North,NULL,Xavier,Street,NULL,NULL,NULL,2848 1/2 North Xavier Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C205F625C2C435AC0A081ED070CE14340
830037,031-004469-514388,NULL,-105.05110282,39.77771376,4469,NULL,North,NULL,Yates,Street,NULL,NULL,NULL,4469 North Yates Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0C95194B45435AC098237D2A8CE34340
830038,031-001725-514389,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,106,1725 West Mosier Place Unit 106,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830039,031-001725-514390,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,301,1725 West Mosier Place Unit 301,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830040,031-001725-514391,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,303,1725 West Mosier Place Unit 303,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830041,031-001725-514392,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,304,1725 West Mosier Place Unit 304,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830042,031-001725-514393,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,305,1725 West Mosier Place Unit 305,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830043,031-001725-514394,NULL,-105.00746623,39.69592714,1725,NULL,West,NULL,Mosier,Place,NULL,Unit,306,1725 West Mosier Place Unit 306,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C700817507A405AC0D023AC1E14D94340
830044,031-003200-514395,NULL,-104.94578844,39.74926757,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,26702,3200 East 23Rd Avenue Bldg 26702,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C846338CC873C5AC08067ECFFE7DF4340
830045,031-003200-514396,NULL,-104.95335179,39.75061268,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,27101,3200 East 23Rd Avenue Bldg 27101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C481D0ABD033D5AC0F8538B1114E04340
830046,031-003200-514397,NULL,-104.95330911,39.75055140,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,27201,3200 East 23Rd Avenue Bldg 27201,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE05116FD023D5AC010581C1512E04340
830047,031-003200-514398,NULL,-104.94578844,39.74926757,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,27301,3200 East 23Rd Avenue Bldg 27301,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C846338CC873C5AC08067ECFFE7DF4340
830048,031-003200-514399,NULL,-104.95246482,39.75068742,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,28101,3200 East 23Rd Avenue Bldg 28101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CACAF4A29F53C5AC04082AA8A16E04340
830049,031-003200-514400,NULL,-104.95215179,39.75064545,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,28102,3200 East 23Rd Avenue Bldg 28102,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C18E5F909F03C5AC0A0D6082515E04340
830050,031-003200-514401,NULL,-104.95198623,39.75089371,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,28103,3200 East 23Rd Avenue Bldg 28103,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CFC4DA153ED3C5AC018A4374E1DE04340
830051,031-003200-514402,NULL,-104.95209970,39.74986728,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,29101,3200 East 23Rd Avenue Bldg 29101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1499C734EF3C5AC0285DDAADFBDF4340
830052,031-003200-514403,NULL,-104.94578844,39.74926757,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,29501,3200 East 23Rd Avenue Bldg 29501,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C846338CC873C5AC08067ECFFE7DF4340
830053,031-003200-514404,NULL,-104.95098432,39.75044689,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,30101,3200 East 23Rd Avenue Bldg 30101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C287BA8F3DC3C5AC0188378AB0EE04340
830054,031-003200-514405,NULL,-104.95037829,39.75036828,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,30102,3200 East 23Rd Avenue Bldg 30102,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD8D079FFD23C5AC0F8EAE30E0CE04340
830055,031-003200-514406,NULL,-104.95015650,39.75042444,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,30103,3200 East 23Rd Avenue Bldg 30103,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C10B5C060CF3C5AC0E0FFD3E90DE04340
830056,031-003200-514407,NULL,-104.95002617,39.75037698,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,30105,3200 East 23Rd Avenue Bldg 30105,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1C4E603ACD3C5AC040D3345D0CE04340
830057,031-003200-514408,NULL,-104.95069218,39.75026108,3200,NULL,East,NULL,23Rd,Avenue,NULL,Bldg,30202,3200 East 23Rd Avenue Bldg 30202,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C68C7A223D83C5AC0C033079908E04340
830058,031-002345-514409,NULL,-104.99286777,39.67393562,2345,NULL,South,NULL,Delaware,Street,NULL,Unit,100,2345 South Delaware Street Unit 100,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD433562B8B3F5AC000C03F7F43D64340
830059,031-005050-514410,NULL,-104.95893524,39.78837081,5050,NULL,North,NULL,York,Street,NULL,#,101,5050 North York Street # 101,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD43B1E2B5F3D5AC0A07B315CE9E44340
830060,031-003525-514411,NULL,-104.89913690,39.65232641,3525,NULL,South,NULL,Tamarac,Drive,NULL,Unit,110,3525 South Tamarac Drive Unit 110,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CBC4082758B395AC0005F956E7FD34340
830061,031-002575-514412,NULL,-105.01768500,39.68261292,2575,NULL,West,NULL,Jewell,Avenue,NULL,NULL,NULL,2575 West Jewell Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C2C3B45C021415AC0E0593EDC5FD74340
830062,031-002194-514413,NULL,-104.97546449,39.67684815,2194,NULL,South,NULL,Ogden,Street,NULL,NULL,NULL,2194 South Ogden Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C64BD9C026E3E5AC0586BC1F5A2D64340
830063,031-003010-514414,NULL,-104.90546257,39.76051029,3010,NULL,North,NULL,Pontiac,Street,NULL,NULL,NULL,3010 North Pontiac Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C74084119F3395AC0F00EB66658E14340
830064,031-000450-514415,NULL,-104.97724225,39.72341650,450,NULL,North,NULL,Clarkson,Street,NULL,NULL,NULL,450 North Clarkson Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CC04C18238B3E5AC0C84B6EE998DC4340
830065,031-004326-514416,NULL,-104.93646999,39.74225582,4326,NULL,East,NULL,Batavia,Place,NULL,NULL,NULL,4326 East Batavia Place,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C947AD71FEF3B5AC0C060203D02DF4340
830066,031-000710-514417,NULL,-104.93907576,39.72772638,710,NULL,North,NULL,Albion,Street,NULL,NULL,NULL,710 North Albion Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CE483F8CF193C5AC0C0C47F2426DD4340
830067,031-002605-514418,NULL,-105.01935789,39.76831633,2605,NULL,West,NULL,37Th,Avenue,NULL,NULL,NULL,2605 West 37Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C88D2DB283D415AC018DF7E3058E24340
830068,031-002120-514419,NULL,-104.98960943,39.67812384,2120,NULL,South,NULL,Bannock,Street,NULL,NULL,NULL,2120 South Bannock Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CD4C8CFC2553F5AC0980316C3CCD64340
830069,031-005130-514420,NULL,-105.02361941,39.78981501,5130,NULL,North,NULL,Eliot,Street,NULL,NULL,NULL,5130 North Eliot Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C8814F8FA82415AC0C02E78A818E54340
830070,031-002183-514421,NULL,-105.05007557,39.67691577,2183,NULL,South,NULL,Xavier,Street,NULL,NULL,NULL,2183 South Xavier Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CDCB8277034435AC04897112DA5D64340
830071,031-004410-514422,NULL,-105.02017020,39.77697260,4410,NULL,North,NULL,Clay,Street,NULL,NULL,NULL,4410 North Clay Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C647CF5774A415AC0789793D673E34340
830072,031-004755-514423,NULL,-104.96166540,39.78295405,4755,NULL,North,NULL,Gaylord,Street,NULL,NULL,NULL,4755 North Gaylord Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C18E50BED8B3D5AC070A89DD637E44340
830073,031-002896-514424,NULL,-104.92748071,39.66552483,2896,NULL,South,NULL,Forest,Street,NULL,NULL,NULL,2896 South Forest Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C54E907D85B3B5AC0E00EEEEA2FD54340
830074,031-001965-514425,NULL,-104.88615407,39.74680561,1965,NULL,North,NULL,Xenia,Street,NULL,NULL,NULL,1965 North Xenia Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C608A90BFB6385AC0B8B5835397DF4340
830075,031-002990-514426,NULL,-105.02474771,39.77193446,2990,NULL,West,NULL,40Th,Avenue,NULL,NULL,NULL,2990 West 40Th Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C74466B7795415AC0485398BFCEE24340
830076,031-003303-514427,NULL,-105.04418931,39.76405564,3303,NULL,North,NULL,Tennyson,Street,NULL,NULL,NULL,3303 North Tennyson Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C3812BBF8D3425AC048466193CCE14340
830077,031-002232-514428,NULL,-104.89229726,39.74951688,2232,NULL,North,NULL,Uinta,Street,NULL,NULL,NULL,2232 North Uinta Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C0448F4651B395AC08024522BF0DF4340
830078,031-001156-514429,NULL,-105.01810609,39.69580313,1156,NULL,South,NULL,Bryant,Street,NULL,NULL,NULL,1156 South Bryant Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA0CE6DA628415AC08032B81310D94340
830079,031-008606-514430,NULL,-104.88796578,39.64679449,8606,NULL,East,NULL,Lehigh,Avenue,NULL,NULL,NULL,8606 East Lehigh Avenue,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C48446C6ED4385AC040E46E29CAD24340
830080,031-002960-514431,NULL,-104.90430307,39.75966163,2960,NULL,North,NULL,Poplar,Street,NULL,NULL,NULL,2960 North Poplar Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CA0D4FB19E0395AC0F02CAB973CE14340
830081,031-003131-514432,NULL,-104.95265724,39.65933595,3131,NULL,South,NULL,Fillmore,Street,NULL,NULL,NULL,3131 South Fillmore Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C5C731156F83C5AC02804D11E65D44340
830082,031-002354-514433,NULL,-104.90675180,39.67414127,2354,NULL,South,NULL,Olive,Street,NULL,NULL,NULL,2354 South Olive Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C1404B938083A5AC0E00FDE424AD64340
830083,031-004244-514434,NULL,-104.75735594,39.77547090,4244,NULL,North,NULL,Flanders,Street,NULL,NULL,NULL,4244 North Flanders Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010C2836098578305AC0B03756A142E34340
830084,031-003179-514435,NULL,-104.98040797,39.76578499,3179,NULL,NULL,NULL,Blake,Street,NULL,NULL,NULL,3179 Blake Street,NULL,NULL,NULL,NULL,2019-01-17 00:00:00.0000000,ACTIVE,MODIFY ATTRIBUTE,Denver,0xAD100000010CEC5C0405BF3E5AC0A009AA3905E24340
