520039,013-005686-071293,NULL,-105.22166207,40.02901157,5686,NULL, ,NULL,Valmont, ,NULL, , ,5686 Valmont , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C98471AB62F4E5AC0D09EB6A6B6034440
520040,013-000580-071294,NULL,-105.28755206,40.00515204,580,NULL, ,NULL,Euclid, ,NULL, , ,580 Euclid ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C1C79C24067525AC0A8816FD2A8004440
520041,013-001441-071295,NULL,-105.27649314,40.01879257,1441,NULL, ,NULL,Pearl, ,NULL, , ,1441 Pearl ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C90774810B2515AC0A8A17ECB67024440
520042,013-003788-071296,NULL,-105.26251759,40.04353346,3788,NULL, ,NULL,Folsom, ,NULL, , ,3788 Folsom ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CEC109616CD505AC0B07D218192054440
520043,013-005275-071297,NULL,-105.22901763,40.00814445,5275,NULL, ,NULL,Centennial, ,NULL, , ,5275 Centennial ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CC8B08E39A84E5AC0703299E00A014440
520044,013-005336-071298,NULL,-105.22708314,40.00313676,5336,NULL, ,NULL,Hickory, ,NULL, , ,5336 Hickory ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF83CBD87884E5AC0D06515C966004440
520045,013-006174-071299,NULL,-105.20967216,40.00837806,6174,NULL, ,NULL,Songbird, ,NULL, , ,6174 Songbird , ,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C5872C6446B4D5AC0684B498812014440
520046,013-003036-071300,NULL,-105.24156926,40.02962283,3036,NULL, ,NULL,Fulton, ,NULL, , ,3036 Fulton ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C2CA2E6DE754F5AC020C559AECA034440
520047,013-002745-071301,NULL,-105.28945722,40.02631512,2745,NULL, ,NULL,6Th, ,NULL, , ,2745 6Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C0C98967786525AC030E5394B5E034440
520048,013-001200-071302,NULL,-105.25834693,40.00842379,1200,NULL, ,NULL,28Th Street,Road,NULL, , ,1200 28Th Street Road ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C8CFD91C188505AC08047DF0714014440
520049,013-002520-071303,NULL,-105.28356471,40.02369182,2520,NULL, ,NULL,10Th, ,NULL, , ,2520 10Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C78A494EC25525AC0A0A16C5508034440
520050,013-002960-071304,NULL,-105.27991077,40.02928372,2960,NULL, ,NULL,13Th, ,NULL, , ,2960 13Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C2871D80EEA515AC050DAA591BF034440
520051,013-001400-071305,NULL,-105.27926116,40.06097300,1400,NULL, ,NULL,Zamia, ,NULL, , ,1400 Zamia ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C6C62346ADF515AC0785296F6CD074440
520052,013-004865-071306,NULL,-105.19668223,40.06351992,4865,NULL, ,NULL,Twin,Road,NULL, , ,4865 Twin Road ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CB83D0E71964C5AC080ABB76B21084440
