"1420162","-107.86949792","37.08153084","82",""," ","","Popkorn","Drive","",""," ","82 Popkorn Drive ","","","La Plata"
"1420163","-108.15262353","37.07809544","880",""," ","","Solitude","Trail","",""," ","880 Solitude Trail ","","","La Plata"
"1420164","-107.64583911","37.09862454","228",""," ","","Shadow Spirit","Street","",""," ","228 Shadow Spirit Street ","","","La Plata"
"1420165","-107.6453753","37.09872668","218",""," ","","Shadow Spirit","Street","",""," ","218 Shadow Spirit Street ","","","La Plata"
"1420166","-107.64618814","37.09896072","227",""," ","","Shadow Spirit","Street","",""," ","227 Shadow Spirit Street ","","","La Plata"
"1420167","-107.64591892","37.0992014","217",""," ","","Shadow Spirit","Street","",""," ","217 Shadow Spirit Street ","","","La Plata"
"1420168","-107.64559254","37.09939577","187",""," ","","Shadow Spirit","Street","",""," ","187 Shadow Spirit Street ","","","La Plata"
"1420169","-107.6454379","37.09974252","159",""," ","","Shadow Spirit","Street","",""," ","159 Shadow Spirit Street ","","","La Plata"
"1420170","-107.64530829","37.10000503","141",""," ","","Shadow Spirit","Street","",""," ","141 Shadow Spirit Street ","","","La Plata"
"1420171","-107.64831027","37.10000006","42",""," ","","Sagebrush","Avenue","",""," ","42 Sagebrush Avenue ","","","La Plata"
"1420172","-107.64819006","37.10033279","68",""," ","","Sagebrush","Avenue","",""," ","68 Sagebrush Avenue ","","","La Plata"
"1420173","-107.64523432","37.10032164","113",""," ","","Shadow Spirit","Street","",""," ","113 Shadow Spirit Street ","","","La Plata"
"1420174","-107.64817852","37.10066806","86",""," ","","Sagebrush","Avenue","",""," ","86 Sagebrush Avenue ","","","La Plata"
"1420175","-107.64811078","37.10096847","108",""," ","","Sagebrush","Avenue","",""," ","108 Sagebrush Avenue ","","","La Plata"
"1420176","-107.64787638","37.10124852","124",""," ","","Sagebrush","Avenue","",""," ","124 Sagebrush Avenue ","","","La Plata"
"1420177","-107.64763648","37.10149306","142",""," ","","Sagebrush","Avenue","",""," ","142 Sagebrush Avenue ","","","La Plata"
"1420178","-107.64737204","37.10179767","166",""," ","","Sagebrush","Avenue","",""," ","166 Sagebrush Avenue ","","","La Plata"
"1420179","-107.64706657","37.10204527","188",""," ","","Sagebrush","Avenue","",""," ","188 Sagebrush Avenue ","","","La Plata"
"1420180","-107.64686639","37.10222622","204",""," ","","Sagebrush","Avenue","",""," ","204 Sagebrush Avenue ","","","La Plata"
"1420181","-107.64661904","37.10245486","228",""," ","","Sagebrush","Avenue","",""," ","228 Sagebrush Avenue ","","","La Plata"
"1420182","-107.64639774","37.10270898","246",""," ","","Sagebrush","Avenue","",""," ","246 Sagebrush Avenue ","","","La Plata"
"1420183","-107.64618769","37.1029575","268",""," ","","Sagebrush","Avenue","",""," ","268 Sagebrush Avenue ","","","La Plata"
"1420184","-107.64595493","37.10316936","284",""," ","","Sagebrush","Avenue","",""," ","284 Sagebrush Avenue ","","","La Plata"
"1420185","-107.87410916","37.0996575","916",""," ","","Sunnyside","Drive","",""," ","916 Sunnyside Drive ","","","La Plata"
"1420186","-107.63149645","37.10770772","1191",""," ","","Shoshone","Avenue","",""," ","1191 Shoshone Avenue ","","","La Plata"
