"770000","-105.03295479","39.73085447","890","","North","","King","Street","","","","890 North King Street","","","Denver"
"770001","-105.03190782","39.750284","2209","","North","","Julian","Street","","","","2209 North Julian Street","","","Denver"
"770002","-104.92497479","39.74986227","2227","","North","","Grape","Street","","","","2227 North Grape Street","","","Denver"
"770003","-104.76363958","39.7750821","4328","","North","","Ceylon","Street","","","","4328 North Ceylon Street","","","Denver"
"770004","-105.04597681","39.72782799","660","","North","","Vrain","Street","","","","660 North Vrain Street","","","Denver"
"770005","-104.93825533","39.66143134","3055","","South","","Bellaire","Street","","","","3055 South Bellaire Street","","","Denver"
"770006","-105.05034792","39.71315755","209","","South","","Xavier","Street","","","","209 South Xavier Street","","","Denver"
"770007","-104.94145564","39.66500731","2820","","South","","Harrison","Street","","","","2820 South Harrison Street","","","Denver"
"770008","-105.0400979","39.62834223","4095","","West","","Monmouth","Avenue","","","","4095 West Monmouth Avenue","","","Denver"
"770009","-104.89723522","39.74436743","1728","","North","","Spruce","Street","","","","1728 North Spruce Street","","","Denver"
"770010","-104.93128047","39.66171351","3070","","South","","Dahlia","Street","","","","3070 South Dahlia Street","","","Denver"
"770011","-104.95664623","39.70245341","774","","South","","Columbine","Street","","","","774 South Columbine Street","","","Denver"
"770012","-105.02727278","39.7667781","3085","","West","","36Th","Avenue","","","","3085 West 36Th Avenue","","","Denver"
"770013","-104.96931537","39.75006507","2228","","North","","Humboldt","Street","","","","2228 North Humboldt Street","","","Denver"
"770014","-105.04423919","39.69266237","1325","","South","","Tennyson","Street","","","","1325 South Tennyson Street","","","Denver"
"770015","-104.94450987","39.68304768","1845","","South","","Garfield","Street","","","","1845 South Garfield Street","","","Denver"
"770016","-105.10422766","39.62757372","4884","","South","","Holland","Street","","","","4884 South Holland Street","","","Denver"
"770017","-105.03254404","39.76421314","3315","","North","","Julian","Street","","","","3315 North Julian Street","","","Denver"
"770018","-104.96837393","39.70723991","514","","South","","Franklin","Street","","","","514 South Franklin Street","","","Denver"
"770019","-104.97196938","39.67296158","2400","","South","","Marion","Street","","","","2400 South Marion Street","","","Denver"
"770020","-105.02036225","39.75441311","2540","","North","","Clay","Street","","","","2540 North Clay Street","","","Denver"
"770021","-104.84781734","39.77906561","12075","","East","","45Th","Avenue","","","","12075 East 45Th Avenue","","","Denver"
"770022","-105.01156676","39.77603679","4357","","North","","Tejon","Street","","","","4357 North Tejon Street","","","Denver"
"770023","-105.03813305","39.71605316","26","","South","","Osceola","Street","","","","26 South Osceola Street","","","Denver"
"770024","-104.96316422","39.78052313","4620","","North","","Race","Street","","","","4620 North Race Street","","","Denver"
"770025","-105.03255293","39.66471032","3472","","West","","Amherst","Avenue","","","","3472 West Amherst Avenue","","","Denver"
"770026","-104.94569241","39.6682806","2665","","South","","Monroe","Street","","","","2665 South Monroe Street","","","Denver"
"770027","-104.91943778","39.72188809","308","","North","","Jersey","Street","","","","308 North Jersey Street","","","Denver"
"770028","-105.02877973","39.70558671","3242","","West","","Center","Avenue","","","","3242 West Center Avenue","","","Denver"
"770029","-104.89081111","39.7412761","1555","","North","","Verbena","Street","","","","1555 North Verbena Street","","","Denver"
"770030","-104.92862678","39.78178812","4650","","North","","Dahlia","Street","","","","4650 North Dahlia Street","","","Denver"
"770031","-105.01071687","39.68422858","1790","","South","","Tejon","Street","","","","1790 South Tejon Street","","","Denver"
"770032","-105.05078698","39.64025979","5155","","West","","Quincy","Avenue","","","","5155 West Quincy Avenue","","","Denver"
"770033","-104.90300446","39.74048207","7313","","East","","Colfax","Avenue","","","","7313 East Colfax Avenue","","","Denver"
"770034","-104.98657734","39.72156611","333","","North","","Lincoln","Street","","","","333 North Lincoln Street","","","Denver"
"770035","-104.92722346","39.73580919","1261","","North","","Forest","Street","","","","1261 North Forest Street","","","Denver"
"770036","-105.03823627","39.69388807","1261","","South","","Osceola","Street","","","","1261 South Osceola Street","","","Denver"
"770037","-104.94713606","39.76779615","3642","","North","","Cook","Street","","","","3642 North Cook Street","","","Denver"
"770038","-105.02720246","39.74133762","1545","","North","","Grove","Street","","","","1545 North Grove Street","","","Denver"
"770039","-104.91140724","39.76082842","3034","","North","","Magnolia","Street","","","","3034 North Magnolia Street","","","Denver"
"770040","-104.92310066","39.71828781","120","","North","","Hudson","Street","","","","120 North Hudson Street","","","Denver"
"770041","-104.82594348","39.79286295","5515","","North","","Billings","Street","","","","5515 North Billings Street","","","Denver"
"770042","-104.93192196","39.71852291","135","","North","","Dahlia","Street","","","","135 North Dahlia Street","","","Denver"
"770043","-105.04915224","39.75761798","4821","","West","","28Th","Avenue","","","","4821 West 28Th Avenue","","","Denver"
"770044","-105.04840173","39.67643991","4820","","West","","Warren","Avenue","","","","4820 West Warren Avenue","","","Denver"
"770045","-104.83244179","39.7812656","14061","","East","","Elk","Place","","","","14061 East Elk Place","","","Denver"
"770046","-104.90915102","39.70439319","675","","South","","Newport","Street","","","","675 South Newport Street","","","Denver"
