"1919998","-104.7009847","40.42620284","1321",""," "," ","7Th","Street"," ",""," ","1321 7Th Street ","Greeley","80631","Weld"
"1919999","-104.70081134","40.42618134","1319",""," "," ","7Th","Street"," ",""," ","1319 7Th Street ","Greeley","80631","Weld"
"1920000","-104.70058502","40.42616546","1315",""," "," ","7Th","Street"," ",""," ","1315 7Th Street ","Greeley","80631","Weld"
"1920001","-104.70381882","40.42664433","614",""," "," ","15Th Avenue","Court"," ",""," ","614 15Th Avenue Court ","Greeley","80631","Weld"
"1920002","-104.70011314","40.42650744","615",""," "," ","13Th","Avenue"," ",""," ","615 13Th Avenue ","Greeley","80631","Weld"
"1920003","-104.69954121","40.42651618","616",""," "," ","13Th","Avenue"," ",""," ","616 13Th Avenue ","Greeley","80631","Weld"
"1920004","-104.69918543","40.42613989","1221",""," "," ","7Th","Street"," ",""," ","1221 7Th Street ","Greeley","80631","Weld"
"1920005","-104.69897376","40.42615168","1217",""," "," ","7Th","Street"," ",""," ","1217 7Th Street ","Greeley","80631","Weld"
"1920006","-104.69881805","40.42615622","1215",""," "," ","7Th","Street"," ",""," ","1215 7Th Street ","Greeley","80631","Weld"
"1920007","-104.69865775","40.42621107","1211",""," "," ","7Th","Street"," ",""," ","1211 7Th Street ","Greeley","80631","Weld"
"1920008","-104.70190967","40.42658825","617",""," "," ","14Th","Avenue"," ",""," ","617 14Th Avenue ","Greeley","80631","Weld"
"1920009","-104.6983003","40.4264923","617",""," "," ","12Th","Avenue"," ",""," ","617 12Th Avenue ","Greeley","80631","Weld"
"1920010","-104.69770631","40.42619423","1129",""," "," ","7Th","Street"," ",""," ","1129 7Th Street ","Greeley","80631","Weld"
"1920011","-104.69731042","40.42614198","1121",""," "," ","7Th","Street"," ",""," ","1121 7Th Street ","Greeley","80631","Weld"
"1920012","-104.6971105","40.42618412","1115",""," "," ","7Th","Street"," ",""," ","1115 7Th Street ","Greeley","80631","Weld"
"1920013","-104.69690208","40.42617446","1109",""," "," ","7Th","Street"," ",""," ","1109 7Th Street ","Greeley","80631","Weld"
"1920014","-104.69651246","40.42647743","619",""," "," ","11Th","Avenue"," ",""," ","619 11Th Avenue ","Greeley","80631","Weld"
"1920015","-104.75782562","40.42679646","4804",""," "," ","6Th Street","Road"," ",""," ","4804 6Th Street Road ","Greeley","80634","Weld"
"1920016","-104.72882692","40.4266536","607",""," "," ","30Th","Avenue"," ",""," ","607 30Th Avenue ","Greeley","80634","Weld"
"1920017","-104.75759559","40.42675885","4722",""," "," ","6Th Street","Road"," ",""," ","4722 6Th Street Road ","Greeley","80634","Weld"
"1920018","-104.75074996","40.42667132","4416",""," "," ","6Th","Street"," ",""," ","4416 6Th Street ","Greeley","80634","Weld"
"1920019","-104.75026066","40.42666363","4405",""," "," ","7Th","Street"," ",""," ","4405 7Th Street ","Greeley","80634","Weld"
"1920020","-104.75159235","40.42668463","4427",""," "," ","6Th","Street"," ",""," ","4427 6Th Street ","Greeley","80634","Weld"
"1920021","-104.74001379","40.42669217","624",""," "," ","37Th Avenue","Court"," ",""," ","624 37Th Avenue Court ","Greeley","80634","Weld"
"1920022","-104.73949785","40.42668456","625",""," "," ","37Th","Avenue"," ",""," ","625 37Th Avenue ","Greeley","80634","Weld"
"1920023","-104.7389155","40.42665938","626",""," "," ","37Th","Avenue"," ",""," ","626 37Th Avenue ","Greeley","80634","Weld"
"1920024","-104.75731315","40.42673013","4716",""," "," ","6Th Street","Road"," ",""," ","4716 6Th Street Road ","Greeley","80634","Weld"
"1920025","-104.73846997","40.42666098","629",""," "," ","36Th Avenue","Court"," ",""," ","629 36Th Avenue Court ","Greeley","80634","Weld"
"1920026","-104.73789814","40.4266495","624",""," "," ","36Th Avenue","Court"," ",""," ","624 36Th Avenue Court ","Greeley","80634","Weld"
