2449992,117-000117-065792,NULL,-106.06374201,39.50211517,0117,NULL,,NULL,Protector,Place,,NULL,NULL,0117 Protector Place,Unincorporated Summit County,80424,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C50025D5914845AC0A822574F45C04340
2449993,117-000722-065793,NULL,-106.06419467,39.66210294,0722,NULL,,NULL,Lakeview,Circle,,NULL,NULL,0722 Lakeview Circle,Unincorporated Summit County,80498,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CF06CFBC31B845AC060F104CABFD44340
2449994,117-000351-065794,NULL,-106.09065573,39.66064975,351,NULL,,NULL,Kestrel,Lane,,NULL,NULL,351 Kestrel Lane,Silverthorne,80498,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C801BB44DCD855AC0A8E2C22B90D44340
2449995,117-000996-065795,NULL,-106.14965143,39.78183813,0996,NULL,,NULL,Lindstrom,Road,,NULL,NULL,0996 Lindstrom Road,Unincorporated Summit County,80498,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C906997E393895AC0E025A04513E44340
2449996,117-000132-065796,NULL,-106.06392189,39.37129146,0132,NULL,,NULL,Kimmes,Lane,,NULL,NULL,0132 Kimmes Lane,Unincorporated Summit County,80424,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CF8D5D74B17845AC0F8667A7A86AF4340
2449997,117-001075-065797,NULL,-105.98810674,39.59996600,1075,NULL,,NULL,Soda Ridge,Road,,NULL,NULL,1075 Soda Ridge Road,Unincorporated Summit County,80435,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C34760F243D7F5AC0683594AFCBCC4340
2449998,117-001070-065798,NULL,-105.98804564,39.59945076,1070,NULL,,NULL,Soda Ridge,Road,,NULL,NULL,1070 Soda Ridge Road,Unincorporated Summit County,80435,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CD8FBCB233C7F5AC0A07879CDBACC4340
2449999,117-001060-065799,NULL,-105.98887362,39.59925448,1060,NULL,,NULL,Soda Ridge,Road,,NULL,NULL,1060 Soda Ridge Road,Unincorporated Summit County,80435,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CBC7194B4497F5AC03059E65EB4CC4340
2450000,117-001050-065800,NULL,-105.98939808,39.59953044,1050,NULL,,NULL,Soda Ridge,Road,,NULL,NULL,1050 Soda Ridge Road,Unincorporated Summit County,80435,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010C704D564C527F5AC0A086DA69BDCC4340
2450001,117-001034-065801,NULL,-105.98969081,39.59957373,1034,NULL,,NULL,Soda Ridge,Road,,NULL,NULL,1034 Soda Ridge Road,Unincorporated Summit County,80435,NULL,NULL,2019-04-18 00:00:00.0000000,ACTIVE,NO CHANGE,Summit,0xAD100000010CE04D1C18577F5AC048CCFAD4BECC4340
